oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WGAN,168.14,DT,0.437,0.126,0.492,0.573,0.201,0.46,0.457,0.541
WGAN,168.14,RF,0.618,0.164,0.403,0.346,0.233,0.528,0.499,0.488
WGAN,168.14,LightGBM,0.858,0.526,0.166,0.025,0.252,0.57,0.283,0.59
WGAN,168.14,Adaboost,0.869,0.758,0.138,0.007,0.234,0.565,0.242,0.609
WGAN,168.14,GBDT,0.195,0.151,0.994,0.939,0.263,0.527,0.114,0.664
RP,1.822270393371582,SVM,0.896,0.698,0.486,0.035,0.573,0.725,0.647,0.364
RP,1.822270393371582,KNN,0.853,0.491,0.591,0.103,0.536,0.744,0.713,0.298
RP,1.822270393371582,LR,0.848,0.474,0.497,0.093,0.485,0.702,0.642,0.362
RP,1.822270393371582,DT,0.842,0.462,0.575,0.113,0.512,0.731,0.698,0.311
RP,1.822270393371582,RF,0.893,0.669,0.514,0.043,0.581,0.735,0.669,0.345
RP,1.822270393371582,LightGBM,0.905,0.754,0.508,0.028,0.607,0.74,0.668,0.348
RP,1.822270393371582,Adaboost,0.888,0.641,0.514,0.048,0.571,0.733,0.667,0.345
RP,1.822270393371582,GBDT,0.88,0.593,0.547,0.063,0.569,0.742,0.691,0.323
Howso1,38.523566484451294,SVM,0.836,0.447,0.58,0.121,0.505,0.73,0.699,0.309
Howso1,38.523566484451294,KNN,0.785,0.35,0.575,0.18,0.435,0.697,0.676,0.327
Howso1,38.523566484451294,LR,0.772,0.333,0.58,0.196,0.423,0.692,0.674,0.328
Howso1,38.523566484451294,DT,0.753,0.327,0.674,0.234,0.44,0.72,0.717,0.284
Howso1,38.523566484451294,RF,0.827,0.434,0.652,0.143,0.521,0.754,0.74,0.266
Howso1,38.523566484451294,LightGBM,0.838,0.456,0.624,0.126,0.527,0.749,0.728,0.28
Howso1,38.523566484451294,Adaboost,0.756,0.334,0.696,0.234,0.452,0.731,0.73,0.271
Howso1,38.523566484451294,GBDT,0.815,0.409,0.63,0.154,0.496,0.738,0.722,0.283
Howso2,33.81644678115845,SVM,0.876,0.576,0.541,0.067,0.558,0.737,0.685,0.328
Howso2,33.81644678115845,KNN,0.847,0.474,0.564,0.105,0.515,0.729,0.692,0.317
Howso2,33.81644678115845,LR,0.77,0.329,0.575,0.197,0.419,0.689,0.67,0.332
Howso2,33.81644678115845,DT,0.825,0.421,0.564,0.13,0.482,0.717,0.684,0.322
Howso2,33.81644678115845,RF,0.878,0.589,0.514,0.061,0.549,0.727,0.664,0.346
Howso2,33.81644678115845,LightGBM,0.907,0.75,0.53,0.03,0.621,0.75,0.686,0.333
Howso2,33.81644678115845,Adaboost,0.877,0.575,0.575,0.072,0.575,0.751,0.71,0.305
Howso2,33.81644678115845,GBDT,0.885,0.616,0.541,0.057,0.576,0.742,0.688,0.327
DS,0.21713709831237793,SVM,0.895,0.945,0.287,0.003,0.441,0.642,0.446,0.504
DS,0.21713709831237793,KNN,0.888,0.656,0.475,0.042,0.551,0.717,0.635,0.372
DS,0.21713709831237793,LR,0.871,0.771,0.149,0.007,0.25,0.571,0.259,0.602
DS,0.21713709831237793,DT,0.838,0.448,0.519,0.108,0.481,0.706,0.656,0.348
DS,0.21713709831237793,RF,0.9,0.737,0.481,0.029,0.582,0.726,0.643,0.368
DS,0.21713709831237793,LightGBM,0.912,0.82,0.503,0.019,0.623,0.742,0.665,0.352
DS,0.21713709831237793,Adaboost,0.908,0.795,0.492,0.021,0.608,0.735,0.655,0.36
DS,0.21713709831237793,GBDT,0.881,0.598,0.541,0.061,0.568,0.74,0.687,0.327
SDV_FASTML,0.3428492546081543,SVM,0.9,0.796,0.409,0.018,0.54,0.696,0.577,0.418
SDV_FASTML,0.3428492546081543,KNN,0.887,0.642,0.486,0.046,0.553,0.72,0.644,0.365
SDV_FASTML,0.3428492546081543,LR,0.872,0.583,0.387,0.047,0.465,0.67,0.55,0.435
SDV_FASTML,0.3428492546081543,DT,0.845,0.467,0.541,0.104,0.501,0.719,0.675,0.333
SDV_FASTML,0.3428492546081543,RF,0.896,0.689,0.514,0.039,0.589,0.737,0.67,0.345
SDV_FASTML,0.3428492546081543,LightGBM,0.904,0.733,0.53,0.033,0.615,0.749,0.685,0.333
SDV_FASTML,0.3428492546081543,Adaboost,0.89,0.655,0.503,0.045,0.569,0.729,0.659,0.353
SDV_FASTML,0.3428492546081543,GBDT,0.878,0.585,0.53,0.063,0.557,0.734,0.677,0.335
SDV_GC,2.1842424869537354,SVM,0.904,0.896,0.381,0.007,0.535,0.687,0.551,0.438
SDV_GC,2.1842424869537354,KNN,0.889,0.672,0.453,0.037,0.541,0.708,0.616,0.388
SDV_GC,2.1842424869537354,LR,0.869,0.618,0.232,0.024,0.337,0.604,0.375,0.543
SDV_GC,2.1842424869537354,DT,0.847,0.473,0.525,0.099,0.497,0.713,0.663,0.343
SDV_GC,2.1842424869537354,RF,0.9,0.733,0.486,0.03,0.585,0.728,0.648,0.364
SDV_GC,2.1842424869537354,LightGBM,0.908,0.784,0.503,0.023,0.613,0.74,0.664,0.352
SDV_GC,2.1842424869537354,Adaboost,0.904,0.761,0.492,0.026,0.597,0.733,0.653,0.36
SDV_GC,2.1842424869537354,GBDT,0.874,0.568,0.53,0.068,0.549,0.731,0.676,0.336
SDV_GAN,18.34915065765381,SVM,0.892,0.735,0.398,0.024,0.516,0.687,0.565,0.426
SDV_GAN,18.34915065765381,KNN,0.89,0.669,0.47,0.039,0.552,0.715,0.631,0.376
SDV_GAN,18.34915065765381,LR,0.847,0.446,0.249,0.052,0.319,0.598,0.394,0.533
SDV_GAN,18.34915065765381,DT,0.84,0.452,0.519,0.106,0.483,0.707,0.657,0.348
SDV_GAN,18.34915065765381,RF,0.901,0.732,0.497,0.031,0.592,0.733,0.657,0.356
SDV_GAN,18.34915065765381,LightGBM,0.912,0.809,0.514,0.02,0.628,0.747,0.674,0.344
SDV_GAN,18.34915065765381,Adaboost,0.904,0.775,0.475,0.023,0.589,0.726,0.639,0.371
SDV_GAN,18.34915065765381,GBDT,0.895,0.671,0.53,0.044,0.593,0.743,0.682,0.334
DAZZLE1,692.1253101825714,SVM,0.905,0.897,0.387,0.007,0.541,0.69,0.557,0.434
DAZZLE1,692.1253101825714,KNN,0.888,0.659,0.47,0.041,0.548,0.714,0.63,0.376
DAZZLE1,692.1253101825714,LR,0.787,0.297,0.348,0.139,0.321,0.605,0.496,0.471
DAZZLE1,692.1253101825714,DT,0.841,0.456,0.547,0.11,0.497,0.719,0.678,0.33
DAZZLE1,692.1253101825714,RF,0.9,0.724,0.492,0.032,0.586,0.73,0.652,0.36
DAZZLE1,692.1253101825714,LightGBM,0.91,0.804,0.497,0.02,0.614,0.738,0.66,0.356
DAZZLE1,692.1253101825714,Adaboost,0.904,0.759,0.486,0.026,0.593,0.73,0.649,0.364
DAZZLE1,692.1253101825714,GBDT,0.884,0.616,0.514,0.054,0.56,0.73,0.666,0.346
DAZZLE2,1266.4010164737701,SVM,0.905,0.956,0.359,0.003,0.522,0.678,0.528,0.453
DAZZLE2,1266.4010164737701,KNN,0.892,0.683,0.464,0.036,0.553,0.714,0.626,0.38
DAZZLE2,1266.4010164737701,LR,0.861,0.579,0.122,0.015,0.201,0.553,0.216,0.621
DAZZLE2,1266.4010164737701,DT,0.833,0.433,0.503,0.111,0.465,0.696,0.642,0.36
DAZZLE2,1266.4010164737701,RF,0.903,0.752,0.486,0.027,0.591,0.73,0.648,0.364
DAZZLE2,1266.4010164737701,LightGBM,0.908,0.78,0.508,0.024,0.615,0.742,0.668,0.348
DAZZLE2,1266.4010164737701,Adaboost,0.901,0.748,0.475,0.027,0.581,0.724,0.638,0.372
DAZZLE2,1266.4010164737701,GBDT,0.898,0.68,0.552,0.044,0.61,0.754,0.7,0.318
