oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.905,0.943,0.365,0.004,0.526,0.68,0.534,0.449
No,0,KNN,0.887,0.651,0.464,0.042,0.542,0.711,0.625,0.38
No,0,LR,0.869,0.718,0.155,0.01,0.255,0.572,0.268,0.598
No,0,DT,0.845,0.465,0.514,0.1,0.488,0.707,0.654,0.351
No,0,RF,0.903,0.757,0.481,0.026,0.588,0.727,0.644,0.368
No,0,LightGBM,0.907,0.771,0.503,0.025,0.609,0.739,0.663,0.352
No,0,Adaboost,0.907,0.796,0.475,0.02,0.595,0.727,0.64,0.371
No,0,GBDT,0.884,0.615,0.53,0.056,0.57,0.737,0.679,0.334
Random,0.01,SVM,0.854,0.495,0.58,0.1,0.534,0.74,0.706,0.305
Random,0.01,KNN,0.82,0.416,0.613,0.145,0.496,0.734,0.714,0.292
Random,0.01,LR,0.783,0.35,0.586,0.183,0.438,0.701,0.682,0.32
Random,0.01,DT,0.848,0.475,0.519,0.097,0.496,0.711,0.659,0.347
Random,0.01,RF,0.886,0.634,0.497,0.048,0.557,0.724,0.653,0.357
Random,0.01,LightGBM,0.865,0.532,0.547,0.081,0.54,0.733,0.686,0.325
Random,0.01,Adaboost,0.825,0.424,0.602,0.138,0.498,0.732,0.709,0.298
Random,0.01,GBDT,0.853,0.491,0.586,0.102,0.534,0.742,0.709,0.302
ADASYN,0.02,SVM,0.676,0.273,0.746,0.335,0.399,0.705,0.703,0.297
ADASYN,0.02,KNN,0.762,0.338,0.68,0.224,0.451,0.728,0.724,0.277
ADASYN,0.02,LR,0.657,0.23,0.586,0.331,0.33,0.628,0.625,0.375
ADASYN,0.02,DT,0.813,0.394,0.552,0.143,0.46,0.705,0.672,0.332
ADASYN,0.02,RF,0.853,0.49,0.569,0.1,0.527,0.735,0.697,0.313
ADASYN,0.02,LightGBM,0.848,0.478,0.608,0.112,0.535,0.748,0.722,0.288
ADASYN,0.02,Adaboost,0.783,0.358,0.635,0.192,0.458,0.722,0.711,0.291
ADASYN,0.02,GBDT,0.842,0.462,0.575,0.113,0.512,0.731,0.698,0.311
BorderlineSMOTE,0.02,SVM,0.717,0.289,0.657,0.273,0.401,0.692,0.691,0.31
BorderlineSMOTE,0.02,KNN,0.802,0.389,0.657,0.174,0.489,0.742,0.732,0.272
BorderlineSMOTE,0.02,LR,0.698,0.217,0.42,0.255,0.286,0.582,0.537,0.448
BorderlineSMOTE,0.02,DT,0.808,0.386,0.564,0.151,0.458,0.706,0.677,0.327
BorderlineSMOTE,0.02,RF,0.861,0.518,0.569,0.089,0.542,0.74,0.7,0.311
BorderlineSMOTE,0.02,LightGBM,0.854,0.495,0.602,0.103,0.544,0.749,0.721,0.291
BorderlineSMOTE,0.02,Adaboost,0.786,0.362,0.63,0.187,0.46,0.721,0.71,0.293
BorderlineSMOTE,0.02,GBDT,0.842,0.464,0.602,0.117,0.524,0.742,0.716,0.293
SMOTE,0.02,SVM,0.847,0.476,0.602,0.112,0.532,0.745,0.718,0.292
SMOTE,0.02,KNN,0.802,0.39,0.663,0.175,0.491,0.744,0.735,0.269
SMOTE,0.02,LR,0.769,0.335,0.613,0.205,0.434,0.704,0.692,0.309
SMOTE,0.02,DT,0.805,0.383,0.58,0.157,0.462,0.711,0.687,0.317
SMOTE,0.02,RF,0.868,0.54,0.564,0.081,0.551,0.741,0.699,0.314
SMOTE,0.02,LightGBM,0.87,0.547,0.58,0.081,0.563,0.75,0.711,0.302
SMOTE,0.02,Adaboost,0.844,0.467,0.586,0.113,0.52,0.736,0.706,0.304
SMOTE,0.02,GBDT,0.862,0.52,0.575,0.089,0.546,0.743,0.705,0.307
SVMSMOTE,0.27,SVM,0.84,0.459,0.613,0.122,0.525,0.746,0.722,0.287
SVMSMOTE,0.27,KNN,0.818,0.413,0.63,0.151,0.499,0.739,0.723,0.283
SVMSMOTE,0.27,LR,0.773,0.342,0.624,0.202,0.442,0.711,0.701,0.302
SVMSMOTE,0.27,DT,0.823,0.417,0.569,0.134,0.481,0.717,0.687,0.319
SVMSMOTE,0.27,RF,0.867,0.538,0.552,0.08,0.545,0.736,0.69,0.321
SVMSMOTE,0.27,LightGBM,0.873,0.559,0.575,0.076,0.567,0.749,0.708,0.306
SVMSMOTE,0.27,Adaboost,0.855,0.498,0.613,0.104,0.55,0.754,0.728,0.283
SVMSMOTE,0.27,GBDT,0.853,0.49,0.547,0.096,0.517,0.726,0.682,0.327
SMOTUNED,99.68,SVM,0.843,0.465,0.586,0.114,0.518,0.736,0.705,0.304
SMOTUNED,52.49,KNN,0.782,0.365,0.696,0.204,0.479,0.746,0.743,0.259
SMOTUNED,817.28,LR,0.761,0.329,0.63,0.217,0.432,0.706,0.698,0.303
SMOTUNED,45.68,DT,0.703,0.283,0.691,0.295,0.401,0.698,0.698,0.302
SMOTUNED,222.44,RF,0.79,0.374,0.674,0.19,0.481,0.742,0.736,0.267
SMOTUNED,94.68,LightGBM,0.803,0.393,0.669,0.174,0.495,0.747,0.739,0.265
SMOTUNED,181.68,Adaboost,0.81,0.405,0.669,0.166,0.504,0.751,0.742,0.262
SMOTUNED,287.11,GBDT,0.788,0.375,0.707,0.198,0.49,0.754,0.751,0.25
DAZZLE,802.13,SVM,0.15,0.145,1.0,0.993,0.253,0.503,0.013,0.702
DAZZLE,802.13,KNN,0.844,0.273,0.05,0.022,0.084,0.514,0.095,0.672
DAZZLE,802.13,LR,0.862,0.682,0.083,0.007,0.148,0.538,0.153,0.649
DAZZLE,802.13,DT,0.334,0.137,0.685,0.725,0.229,0.48,0.392,0.559
DAZZLE,802.13,RF,0.849,0.413,0.105,0.025,0.167,0.54,0.19,0.633
DAZZLE,802.13,LightGBM,0.726,0.18,0.254,0.195,0.211,0.53,0.386,0.545
DAZZLE,802.13,Adaboost,0.627,0.2,0.53,0.357,0.291,0.587,0.581,0.417
DAZZLE,802.13,GBDT,0.355,0.149,0.735,0.709,0.247,0.513,0.417,0.535
WGAN,168.14,SVM,0.852,0.0,0.0,0.005,0.0,0.498,0.0,0.707
WGAN,168.14,KNN,0.861,0.667,0.066,0.006,0.121,0.53,0.124,0.66
WGAN,168.14,LR,0.841,0.404,0.21,0.052,0.276,0.579,0.344,0.56
