oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.899,0.966,0.309,0.002,0.469,0.654,0.472,0.488
No,0,KNN,0.898,0.757,0.431,0.023,0.549,0.704,0.598,0.403
No,0,LR,0.862,0.633,0.105,0.01,0.18,0.547,0.19,0.633
No,0,DT,0.866,0.538,0.503,0.073,0.52,0.715,0.652,0.355
No,0,RF,0.906,0.812,0.453,0.018,0.582,0.718,0.62,0.387
No,0,LightGBM,0.913,0.827,0.503,0.018,0.625,0.743,0.665,0.352
No,0,Adaboost,0.906,0.846,0.425,0.013,0.566,0.706,0.595,0.406
No,0,GBDT,0.888,0.664,0.459,0.039,0.542,0.71,0.621,0.384
Random,0.01,SVM,0.888,0.62,0.569,0.059,0.594,0.755,0.709,0.308
Random,0.01,KNN,0.841,0.461,0.586,0.115,0.516,0.735,0.705,0.304
Random,0.01,LR,0.806,0.378,0.53,0.147,0.441,0.692,0.654,0.348
Random,0.01,DT,0.858,0.508,0.508,0.083,0.508,0.713,0.654,0.353
Random,0.01,RF,0.901,0.728,0.503,0.032,0.595,0.736,0.662,0.352
Random,0.01,LightGBM,0.894,0.66,0.547,0.047,0.598,0.75,0.695,0.322
Random,0.01,Adaboost,0.845,0.474,0.646,0.121,0.547,0.763,0.745,0.264
Random,0.01,GBDT,0.882,0.589,0.602,0.071,0.596,0.766,0.731,0.286
ADASYN,0.07,SVM,0.676,0.27,0.729,0.332,0.394,0.698,0.697,0.303
ADASYN,0.07,KNN,0.796,0.373,0.608,0.172,0.462,0.718,0.701,0.303
ADASYN,0.07,LR,0.684,0.238,0.541,0.292,0.331,0.625,0.613,0.385
ADASYN,0.07,DT,0.831,0.429,0.519,0.116,0.47,0.701,0.654,0.35
ADASYN,0.07,RF,0.889,0.625,0.58,0.059,0.602,0.761,0.718,0.3
ADASYN,0.07,LightGBM,0.881,0.596,0.547,0.062,0.571,0.742,0.691,0.323
ADASYN,0.07,Adaboost,0.81,0.401,0.646,0.163,0.495,0.742,0.729,0.275
ADASYN,0.07,GBDT,0.866,0.534,0.558,0.082,0.546,0.738,0.694,0.318
BorderlineSMOTE,0.09,SVM,0.695,0.279,0.702,0.306,0.399,0.698,0.698,0.302
BorderlineSMOTE,0.09,KNN,0.804,0.384,0.591,0.16,0.465,0.716,0.694,0.31
BorderlineSMOTE,0.09,LR,0.721,0.252,0.475,0.237,0.33,0.619,0.585,0.407
BorderlineSMOTE,0.09,DT,0.839,0.454,0.569,0.115,0.505,0.727,0.693,0.315
BorderlineSMOTE,0.09,RF,0.887,0.615,0.575,0.061,0.594,0.757,0.713,0.304
BorderlineSMOTE,0.09,LightGBM,0.879,0.579,0.586,0.072,0.582,0.757,0.718,0.297
BorderlineSMOTE,0.09,Adaboost,0.81,0.398,0.624,0.159,0.486,0.733,0.717,0.289
BorderlineSMOTE,0.09,GBDT,0.874,0.566,0.547,0.071,0.556,0.738,0.689,0.324
SMOTE,0.03,SVM,0.866,0.532,0.591,0.088,0.56,0.752,0.717,0.296
SMOTE,0.03,KNN,0.821,0.417,0.608,0.143,0.494,0.732,0.711,0.295
SMOTE,0.03,LR,0.778,0.34,0.575,0.188,0.427,0.693,0.673,0.329
SMOTE,0.03,DT,0.83,0.437,0.608,0.132,0.508,0.738,0.715,0.293
SMOTE,0.03,RF,0.893,0.652,0.558,0.05,0.601,0.754,0.703,0.315
SMOTE,0.03,LightGBM,0.891,0.641,0.552,0.052,0.593,0.75,0.698,0.319
SMOTE,0.03,Adaboost,0.872,0.549,0.619,0.086,0.582,0.767,0.738,0.276
SMOTE,0.03,GBDT,0.887,0.613,0.586,0.062,0.599,0.762,0.721,0.296
SVMSMOTE,0.4,SVM,0.866,0.531,0.613,0.091,0.569,0.761,0.732,0.281
SVMSMOTE,0.4,KNN,0.831,0.439,0.619,0.133,0.514,0.743,0.722,0.286
