oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.918,0.964,0.448,0.003,0.611,0.722,0.618,0.391
No,0,KNN,0.911,0.745,0.58,0.034,0.652,0.773,0.725,0.298
No,0,LR,0.883,0.905,0.21,0.004,0.341,0.603,0.347,0.559
No,0,DT,0.869,0.544,0.586,0.083,0.564,0.751,0.715,0.299
No,0,RF,0.917,0.829,0.536,0.019,0.651,0.759,0.693,0.328
No,0,LightGBM,0.921,0.847,0.552,0.017,0.669,0.768,0.707,0.317
No,0,Adaboost,0.917,0.847,0.519,0.016,0.644,0.752,0.68,0.34
No,0,GBDT,0.899,0.669,0.591,0.049,0.628,0.771,0.729,0.291
Random,0.01,SVM,0.87,0.544,0.619,0.088,0.579,0.766,0.737,0.277
Random,0.01,KNN,0.831,0.445,0.691,0.145,0.541,0.773,0.764,0.242
Random,0.01,LR,0.798,0.385,0.663,0.179,0.487,0.742,0.734,0.27
Random,0.01,DT,0.856,0.5,0.591,0.1,0.542,0.746,0.714,0.298
Random,0.01,RF,0.91,0.754,0.558,0.031,0.641,0.764,0.708,0.313
Random,0.01,LightGBM,0.893,0.627,0.641,0.064,0.634,0.788,0.761,0.258
Random,0.01,Adaboost,0.851,0.489,0.707,0.125,0.578,0.791,0.782,0.225
Random,0.01,GBDT,0.856,0.5,0.602,0.101,0.546,0.75,0.721,0.29
ADASYN,0.15,SVM,0.677,0.275,0.757,0.336,0.404,0.71,0.707,0.293
ADASYN,0.15,KNN,0.79,0.38,0.729,0.2,0.5,0.765,0.763,0.238
ADASYN,0.15,LR,0.69,0.259,0.619,0.298,0.365,0.66,0.658,0.342
ADASYN,0.15,DT,0.837,0.453,0.619,0.126,0.523,0.747,0.725,0.284
ADASYN,0.15,RF,0.879,0.576,0.608,0.075,0.591,0.766,0.733,0.282
ADASYN,0.15,LightGBM,0.873,0.554,0.624,0.085,0.587,0.77,0.742,0.272
ADASYN,0.15,Adaboost,0.784,0.365,0.674,0.197,0.474,0.738,0.733,0.269
ADASYN,0.15,GBDT,0.859,0.509,0.641,0.104,0.567,0.768,0.747,0.264
BorderlineSMOTE,0.13,SVM,0.758,0.341,0.729,0.237,0.465,0.746,0.746,0.255
BorderlineSMOTE,0.13,KNN,0.809,0.406,0.707,0.174,0.516,0.767,0.762,0.241
BorderlineSMOTE,0.13,LR,0.716,0.255,0.503,0.248,0.338,0.628,0.603,0.393
BorderlineSMOTE,0.13,DT,0.827,0.43,0.613,0.137,0.506,0.738,0.717,0.29
BorderlineSMOTE,0.13,RF,0.879,0.578,0.591,0.073,0.585,0.759,0.722,0.294
BorderlineSMOTE,0.13,LightGBM,0.869,0.54,0.641,0.092,0.586,0.774,0.751,0.262
BorderlineSMOTE,0.13,Adaboost,0.798,0.382,0.652,0.178,0.482,0.737,0.727,0.276
BorderlineSMOTE,0.13,GBDT,0.867,0.535,0.586,0.086,0.559,0.75,0.714,0.299
SMOTE,0.04,SVM,0.853,0.491,0.63,0.11,0.552,0.76,0.738,0.273
SMOTE,0.04,KNN,0.822,0.428,0.707,0.159,0.533,0.774,0.768,0.236
SMOTE,0.04,LR,0.787,0.372,0.691,0.196,0.484,0.747,0.743,0.259
SMOTE,0.04,DT,0.822,0.421,0.619,0.143,0.501,0.738,0.719,0.288
SMOTE,0.04,RF,0.882,0.589,0.602,0.071,0.596,0.766,0.731,0.286
SMOTE,0.04,LightGBM,0.888,0.611,0.624,0.067,0.617,0.779,0.748,0.27
SMOTE,0.04,Adaboost,0.86,0.511,0.635,0.102,0.567,0.766,0.744,0.268
SMOTE,0.04,GBDT,0.871,0.548,0.597,0.083,0.571,0.757,0.723,0.291
SVMSMOTE,0.38,SVM,0.87,0.542,0.635,0.09,0.585,0.773,0.748,0.266
SVMSMOTE,0.38,KNN,0.826,0.436,0.691,0.151,0.534,0.77,0.762,0.243
SVMSMOTE,0.38,LR,0.818,0.418,0.674,0.158,0.516,0.758,0.749,0.256
SVMSMOTE,0.38,DT,0.845,0.472,0.613,0.115,0.534,0.749,0.724,0.285
SVMSMOTE,0.38,RF,0.892,0.635,0.597,0.058,0.615,0.769,0.731,0.288
SVMSMOTE,0.38,LightGBM,0.896,0.649,0.613,0.056,0.631,0.779,0.744,0.276
SVMSMOTE,0.38,Adaboost,0.884,0.592,0.641,0.074,0.615,0.783,0.757,0.259
SVMSMOTE,0.38,GBDT,0.886,0.598,0.641,0.073,0.619,0.784,0.758,0.259
SMOTUNED,114.46,SVM,0.838,0.457,0.646,0.129,0.535,0.758,0.742,0.266
SMOTUNED,95.22,KNN,0.805,0.401,0.718,0.181,0.515,0.769,0.765,0.237
SMOTUNED,1054.78,LR,0.792,0.374,0.657,0.185,0.477,0.736,0.728,0.275
SMOTUNED,55.45,DT,0.716,0.299,0.718,0.284,0.422,0.717,0.717,0.283
SMOTUNED,229.09,RF,0.829,0.444,0.724,0.153,0.55,0.786,0.781,0.223
SMOTUNED,4140.78,LightGBM,0.847,0.479,0.707,0.129,0.571,0.789,0.78,0.226
SMOTUNED,185.21,Adaboost,0.846,0.477,0.691,0.128,0.564,0.782,0.771,0.237
SMOTUNED,299.88,GBDT,0.792,0.377,0.68,0.189,0.485,0.745,0.739,0.263
DAZZLE,973.81,SVM,0.865,0.875,0.077,0.002,0.142,0.538,0.144,0.652
DAZZLE,973.81,KNN,0.869,0.833,0.11,0.004,0.195,0.553,0.199,0.629
