oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.908,0.971,0.376,0.002,0.542,0.687,0.546,0.441
No,0,KNN,0.903,0.761,0.475,0.025,0.585,0.725,0.639,0.372
No,0,LR,0.877,0.865,0.177,0.005,0.294,0.586,0.3,0.582
No,0,DT,0.855,0.497,0.486,0.083,0.492,0.702,0.635,0.368
No,0,RF,0.908,0.806,0.481,0.02,0.602,0.731,0.645,0.367
No,0,LightGBM,0.92,0.886,0.514,0.011,0.65,0.751,0.676,0.344
No,0,Adaboost,0.913,0.846,0.486,0.015,0.618,0.736,0.651,0.363
No,0,GBDT,0.905,0.731,0.541,0.034,0.622,0.754,0.694,0.325
Random,0.01,SVM,0.896,0.651,0.597,0.054,0.622,0.771,0.732,0.288
Random,0.01,KNN,0.833,0.44,0.591,0.127,0.505,0.732,0.705,0.303
Random,0.01,LR,0.799,0.377,0.602,0.168,0.464,0.717,0.699,0.305
Random,0.01,DT,0.857,0.503,0.514,0.086,0.508,0.714,0.658,0.349
Random,0.01,RF,0.9,0.717,0.503,0.034,0.591,0.735,0.661,0.352
Random,0.01,LightGBM,0.892,0.64,0.58,0.055,0.609,0.763,0.719,0.299
Random,0.01,Adaboost,0.853,0.492,0.663,0.115,0.565,0.774,0.758,0.252
Random,0.01,GBDT,0.872,0.551,0.602,0.083,0.575,0.76,0.727,0.287
ADASYN,0.04,SVM,0.705,0.292,0.735,0.3,0.418,0.717,0.717,0.283
ADASYN,0.04,KNN,0.787,0.362,0.624,0.185,0.458,0.72,0.707,0.296
ADASYN,0.04,LR,0.702,0.265,0.602,0.281,0.368,0.661,0.655,0.344
ADASYN,0.04,DT,0.833,0.436,0.53,0.115,0.479,0.707,0.663,0.342
ADASYN,0.04,RF,0.876,0.568,0.602,0.077,0.584,0.762,0.729,0.287
ADASYN,0.04,LightGBM,0.888,0.606,0.63,0.069,0.618,0.78,0.751,0.266
ADASYN,0.04,Adaboost,0.822,0.427,0.674,0.153,0.522,0.761,0.751,0.255
ADASYN,0.04,GBDT,0.868,0.537,0.602,0.088,0.568,0.757,0.726,0.288
BorderlineSMOTE,0.02,SVM,0.708,0.287,0.691,0.29,0.405,0.701,0.7,0.3
BorderlineSMOTE,0.02,KNN,0.821,0.423,0.669,0.154,0.518,0.757,0.747,0.258
BorderlineSMOTE,0.02,LR,0.714,0.24,0.453,0.242,0.314,0.605,0.567,0.423
BorderlineSMOTE,0.02,DT,0.841,0.458,0.541,0.108,0.496,0.717,0.674,0.333
BorderlineSMOTE,0.02,RF,0.883,0.596,0.586,0.067,0.591,0.759,0.72,0.297
BorderlineSMOTE,0.02,LightGBM,0.886,0.602,0.619,0.069,0.61,0.775,0.743,0.274
BorderlineSMOTE,0.02,Adaboost,0.812,0.402,0.624,0.156,0.489,0.734,0.718,0.288
BorderlineSMOTE,0.02,GBDT,0.867,0.535,0.586,0.086,0.559,0.75,0.714,0.299
SMOTE,0.03,SVM,0.876,0.562,0.63,0.083,0.594,0.773,0.747,0.268
SMOTE,0.03,KNN,0.824,0.429,0.669,0.15,0.523,0.759,0.748,0.257
SMOTE,0.03,LR,0.786,0.357,0.602,0.182,0.449,0.71,0.694,0.309
SMOTE,0.03,DT,0.837,0.447,0.558,0.116,0.496,0.721,0.684,0.323
SMOTE,0.03,RF,0.894,0.641,0.602,0.057,0.621,0.773,0.735,0.284
SMOTE,0.03,LightGBM,0.896,0.656,0.591,0.052,0.622,0.77,0.728,0.291
SMOTE,0.03,Adaboost,0.868,0.534,0.652,0.096,0.587,0.778,0.758,0.255
SMOTE,0.03,GBDT,0.879,0.576,0.608,0.075,0.591,0.766,0.733,0.282
SVMSMOTE,0.35,SVM,0.869,0.538,0.63,0.091,0.58,0.769,0.744,0.27
SVMSMOTE,0.35,KNN,0.832,0.444,0.663,0.14,0.532,0.762,0.749,0.258
SVMSMOTE,0.35,LR,0.793,0.372,0.635,0.181,0.469,0.727,0.716,0.288
SVMSMOTE,0.35,DT,0.847,0.474,0.547,0.102,0.508,0.722,0.68,0.328
SVMSMOTE,0.35,RF,0.895,0.658,0.564,0.049,0.607,0.757,0.708,0.311
SVMSMOTE,0.35,LightGBM,0.9,0.669,0.602,0.05,0.634,0.776,0.737,0.284
SVMSMOTE,0.35,Adaboost,0.874,0.554,0.652,0.088,0.599,0.782,0.76,0.254
SVMSMOTE,0.35,GBDT,0.883,0.591,0.608,0.071,0.599,0.768,0.735,0.282
SMOTUNED,98.98,SVM,0.889,0.628,0.569,0.057,0.597,0.756,0.71,0.307
SMOTUNED,64.92,KNN,0.797,0.38,0.646,0.178,0.479,0.734,0.724,0.28
SMOTUNED,800.26,LR,0.816,0.407,0.608,0.149,0.488,0.729,0.709,0.297
SMOTUNED,46.34,DT,0.755,0.329,0.669,0.23,0.441,0.719,0.716,0.285
SMOTUNED,222.92,RF,0.829,0.44,0.691,0.148,0.538,0.771,0.763,0.243
