oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.904,0.941,0.354,0.004,0.514,0.675,0.522,0.457
No,0,KNN,0.892,0.692,0.448,0.034,0.544,0.707,0.612,0.391
No,0,LR,0.867,0.675,0.149,0.012,0.244,0.569,0.259,0.602
No,0,DT,0.866,0.536,0.541,0.079,0.538,0.731,0.682,0.329
No,0,RF,0.908,0.804,0.475,0.02,0.597,0.728,0.64,0.371
No,0,LightGBM,0.915,0.843,0.503,0.016,0.63,0.743,0.666,0.352
No,0,Adaboost,0.913,0.846,0.486,0.015,0.618,0.736,0.651,0.363
No,0,GBDT,0.912,0.814,0.508,0.02,0.626,0.744,0.669,0.348
Random,0.01,SVM,0.879,0.584,0.558,0.067,0.571,0.745,0.698,0.316
Random,0.01,KNN,0.833,0.442,0.608,0.129,0.512,0.739,0.716,0.292
Random,0.01,LR,0.776,0.336,0.564,0.188,0.421,0.688,0.665,0.336
Random,0.01,DT,0.876,0.58,0.519,0.063,0.548,0.728,0.668,0.343
Random,0.01,RF,0.903,0.736,0.508,0.031,0.601,0.739,0.667,0.348
Random,0.01,LightGBM,0.886,0.612,0.575,0.061,0.593,0.757,0.713,0.304
Random,0.01,Adaboost,0.846,0.474,0.608,0.114,0.533,0.747,0.721,0.289
Random,0.01,GBDT,0.857,0.505,0.514,0.085,0.51,0.715,0.658,0.349
ADASYN,0.02,SVM,0.668,0.256,0.685,0.335,0.373,0.675,0.675,0.325
ADASYN,0.02,KNN,0.791,0.363,0.591,0.175,0.45,0.708,0.689,0.314
ADASYN,0.02,LR,0.667,0.229,0.552,0.314,0.324,0.619,0.612,0.386
ADASYN,0.02,DT,0.828,0.428,0.575,0.129,0.491,0.723,0.692,0.314
ADASYN,0.02,RF,0.876,0.572,0.569,0.072,0.571,0.749,0.706,0.309
ADASYN,0.02,LightGBM,0.882,0.589,0.602,0.071,0.596,0.766,0.731,0.286
ADASYN,0.02,Adaboost,0.799,0.387,0.669,0.179,0.49,0.745,0.737,0.266
ADASYN,0.02,GBDT,0.876,0.568,0.575,0.074,0.571,0.751,0.709,0.305
BorderlineSMOTE,0.02,SVM,0.767,0.324,0.564,0.198,0.411,0.683,0.662,0.339
BorderlineSMOTE,0.02,KNN,0.815,0.404,0.597,0.148,0.482,0.724,0.702,0.304
BorderlineSMOTE,0.02,LR,0.727,0.242,0.42,0.222,0.307,0.599,0.546,0.439
BorderlineSMOTE,0.02,DT,0.84,0.455,0.558,0.113,0.501,0.723,0.685,0.323
BorderlineSMOTE,0.02,RF,0.882,0.595,0.569,0.065,0.582,0.752,0.707,0.308
BorderlineSMOTE,0.02,LightGBM,0.88,0.583,0.602,0.073,0.592,0.765,0.73,0.286
BorderlineSMOTE,0.02,Adaboost,0.806,0.394,0.646,0.168,0.49,0.739,0.728,0.277
BorderlineSMOTE,0.02,GBDT,0.87,0.545,0.597,0.084,0.57,0.756,0.723,0.291
SMOTE,0.01,SVM,0.835,0.445,0.58,0.122,0.504,0.729,0.699,0.309
SMOTE,0.01,KNN,0.82,0.412,0.58,0.14,0.482,0.72,0.693,0.313
SMOTE,0.01,LR,0.768,0.325,0.564,0.197,0.412,0.683,0.662,0.339
SMOTE,0.01,DT,0.829,0.43,0.564,0.126,0.488,0.719,0.685,0.321
