oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.909,0.972,0.381,0.002,0.548,0.69,0.552,0.438
No,0,KNN,0.905,0.735,0.536,0.033,0.62,0.752,0.69,0.329
No,0,LR,0.881,0.921,0.193,0.003,0.32,0.595,0.324,0.57
No,0,DT,0.847,0.473,0.525,0.099,0.497,0.713,0.663,0.343
No,0,RF,0.916,0.805,0.547,0.022,0.651,0.762,0.701,0.321
No,0,LightGBM,0.929,0.897,0.575,0.011,0.7,0.782,0.727,0.301
No,0,Adaboost,0.915,0.849,0.497,0.015,0.627,0.741,0.661,0.356
No,0,GBDT,0.892,0.635,0.597,0.058,0.615,0.769,0.731,0.288
Random,0.01,SVM,0.882,0.586,0.619,0.074,0.602,0.773,0.742,0.275
Random,0.01,KNN,0.853,0.492,0.663,0.115,0.565,0.774,0.758,0.252
Random,0.01,LR,0.794,0.367,0.586,0.17,0.451,0.708,0.687,0.317
Random,0.01,DT,0.857,0.503,0.525,0.088,0.514,0.719,0.666,0.342
Random,0.01,RF,0.91,0.736,0.586,0.035,0.652,0.775,0.729,0.294
Random,0.01,LightGBM,0.889,0.613,0.63,0.067,0.621,0.781,0.752,0.266
Random,0.01,Adaboost,0.829,0.439,0.674,0.145,0.532,0.764,0.754,0.252
Random,0.01,GBDT,0.847,0.476,0.608,0.113,0.534,0.748,0.721,0.289
ADASYN,0.03,SVM,0.685,0.283,0.773,0.33,0.415,0.722,0.718,0.283
ADASYN,0.03,KNN,0.799,0.393,0.718,0.187,0.508,0.766,0.763,0.239
ADASYN,0.03,LR,0.673,0.24,0.586,0.312,0.341,0.637,0.633,0.367
ADASYN,0.03,DT,0.816,0.406,0.597,0.147,0.483,0.725,0.702,0.304
ADASYN,0.03,RF,0.873,0.557,0.597,0.08,0.576,0.758,0.724,0.291
ADASYN,0.03,LightGBM,0.868,0.536,0.624,0.091,0.577,0.767,0.74,0.273
ADASYN,0.03,Adaboost,0.778,0.356,0.663,0.202,0.463,0.73,0.724,0.278
ADASYN,0.03,GBDT,0.861,0.514,0.624,0.1,0.564,0.762,0.737,0.275
BorderlineSMOTE,0.02,SVM,0.725,0.299,0.674,0.266,0.414,0.704,0.703,0.298
BorderlineSMOTE,0.02,KNN,0.807,0.399,0.669,0.169,0.5,0.75,0.741,0.263
BorderlineSMOTE,0.02,LR,0.724,0.237,0.414,0.224,0.302,0.595,0.54,0.443
BorderlineSMOTE,0.02,DT,0.828,0.43,0.591,0.132,0.498,0.729,0.703,0.304
BorderlineSMOTE,0.02,RF,0.876,0.566,0.591,0.076,0.578,0.757,0.721,0.294
BorderlineSMOTE,0.02,LightGBM,0.87,0.541,0.652,0.093,0.591,0.779,0.759,0.255
BorderlineSMOTE,0.02,Adaboost,0.787,0.372,0.691,0.196,0.484,0.747,0.743,0.259
BorderlineSMOTE,0.02,GBDT,0.854,0.495,0.58,0.1,0.534,0.74,0.706,0.305
SMOTE,0.02,SVM,0.857,0.502,0.646,0.108,0.565,0.769,0.75,0.261
SMOTE,0.02,KNN,0.822,0.427,0.674,0.153,0.522,0.761,0.751,0.255
SMOTE,0.02,LR,0.783,0.356,0.624,0.19,0.454,0.717,0.705,0.298
SMOTE,0.02,DT,0.853,0.491,0.575,0.101,0.529,0.737,0.701,0.309
SMOTE,0.02,RF,0.891,0.626,0.602,0.061,0.614,0.771,0.734,0.285
SMOTE,0.02,LightGBM,0.892,0.629,0.619,0.061,0.624,0.779,0.746,0.273
SMOTE,0.02,Adaboost,0.829,0.436,0.624,0.136,0.514,0.744,0.725,0.283
SMOTE,0.02,GBDT,0.868,0.536,0.624,0.091,0.577,0.767,0.74,0.273
SVMSMOTE,0.26,SVM,0.884,0.586,0.657,0.078,0.62,0.79,0.768,0.248
SVMSMOTE,0.26,KNN,0.822,0.425,0.657,0.15,0.516,0.754,0.741,0.264
SVMSMOTE,0.26,LR,0.806,0.392,0.635,0.166,0.485,0.735,0.721,0.283
SVMSMOTE,0.26,DT,0.828,0.428,0.575,0.129,0.491,0.723,0.692,0.314
SVMSMOTE,0.26,RF,0.887,0.611,0.591,0.063,0.601,0.764,0.725,0.293
SVMSMOTE,0.26,LightGBM,0.891,0.621,0.624,0.064,0.623,0.78,0.749,0.27
SVMSMOTE,0.26,Adaboost,0.84,0.461,0.646,0.128,0.538,0.759,0.743,0.266
SVMSMOTE,0.26,GBDT,0.874,0.558,0.613,0.082,0.584,0.766,0.735,0.28
SMOTUNED,100.63,SVM,0.872,0.55,0.608,0.084,0.577,0.762,0.731,0.284
SMOTUNED,51.38,KNN,0.804,0.399,0.713,0.181,0.512,0.766,0.762,0.24
SMOTUNED,797.16,LR,0.797,0.372,0.591,0.169,0.456,0.711,0.691,0.313
SMOTUNED,46.48,DT,0.756,0.333,0.691,0.233,0.45,0.729,0.727,0.274
SMOTUNED,224.27,RF,0.811,0.409,0.696,0.169,0.515,0.763,0.757,0.246
SMOTUNED,85.76,LightGBM,0.845,0.474,0.696,0.13,0.564,0.783,0.773,0.234
SMOTUNED,182.96,Adaboost,0.802,0.392,0.685,0.179,0.499,0.753,0.747,0.256
SMOTUNED,287.52,GBDT,0.796,0.388,0.718,0.191,0.504,0.764,0.761,0.241
DAZZLE,914.07,SVM,0.856,0.5,0.006,0.001,0.011,0.502,0.011,0.703
DAZZLE,914.07,KNN,0.861,0.769,0.055,0.003,0.103,0.526,0.105,0.668
DAZZLE,914.07,LR,0.308,0.145,0.779,0.772,0.245,0.504,0.353,0.568
DAZZLE,914.07,DT,0.642,0.187,0.442,0.324,0.263,0.559,0.534,0.456
DAZZLE,914.07,RF,0.846,0.364,0.088,0.026,0.142,0.531,0.162,0.645
DAZZLE,914.07,LightGBM,0.865,0.8,0.088,0.004,0.159,0.542,0.162,0.645
DAZZLE,914.07,Adaboost,0.885,0.878,0.238,0.006,0.374,0.616,0.384,0.539
DAZZLE,914.07,GBDT,0.757,0.25,0.343,0.173,0.289,0.585,0.484,0.481
WGAN,168.38,SVM,0.854,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,168.38,KNN,0.857,0.571,0.044,0.006,0.082,0.519,0.085,0.676
WGAN,168.38,LR,0.763,0.257,0.343,0.167,0.294,0.588,0.486,0.48
WGAN,168.38,DT,0.402,0.116,0.475,0.611,0.186,0.432,0.428,0.569
WGAN,168.38,RF,0.612,0.123,0.276,0.331,0.17,0.472,0.391,0.563
WGAN,168.38,LightGBM,0.82,0.263,0.138,0.065,0.181,0.536,0.241,0.611
WGAN,168.38,Adaboost,0.866,0.882,0.083,0.002,0.152,0.541,0.153,0.649
WGAN,168.38,GBDT,0.825,0.364,0.282,0.083,0.318,0.599,0.431,0.511
RP,1.8355016708374023,SVM,0.915,0.808,0.536,0.021,0.645,0.757,0.693,0.329
RP,1.8355016708374023,KNN,0.87,0.542,0.635,0.09,0.585,0.773,0.748,0.266
RP,1.8355016708374023,LR,0.869,0.547,0.514,0.072,0.53,0.721,0.661,0.348
RP,1.8355016708374023,DT,0.864,0.524,0.597,0.091,0.558,0.753,0.72,0.292
RP,1.8355016708374023,RF,0.912,0.743,0.591,0.034,0.658,0.778,0.733,0.29
RP,1.8355016708374023,LightGBM,0.927,0.874,0.575,0.014,0.693,0.78,0.726,0.301
RP,1.8355016708374023,Adaboost,0.91,0.736,0.586,0.035,0.652,0.775,0.729,0.294
RP,1.8355016708374023,GBDT,0.898,0.667,0.586,0.049,0.624,0.768,0.725,0.295
Diveplane1,39.580434799194336,SVM,0.87,0.543,0.63,0.089,0.583,0.77,0.745,0.269
Diveplane1,39.580434799194336,KNN,0.78,0.362,0.685,0.204,0.473,0.741,0.736,0.265
Diveplane1,39.580434799194336,LR,0.788,0.362,0.613,0.182,0.455,0.715,0.701,0.302
Diveplane1,39.580434799194336,DT,0.767,0.354,0.751,0.231,0.481,0.76,0.76,0.24
Diveplane1,39.580434799194336,RF,0.821,0.429,0.74,0.166,0.544,0.787,0.784,0.218
Diveplane1,39.580434799194336,LightGBM,0.815,0.422,0.757,0.175,0.542,0.791,0.789,0.212
Diveplane1,39.580434799194336,Adaboost,0.775,0.365,0.751,0.221,0.491,0.765,0.765,0.235
