oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DS,0.23356962203979492,Adaboost,0.905,0.81,0.448,0.018,0.577,0.715,0.615,0.391
DS,0.23356962203979492,GBDT,0.894,0.7,0.464,0.034,0.558,0.715,0.627,0.38
SDV_FASTML,0.3421974182128906,SVM,0.896,0.812,0.359,0.014,0.498,0.673,0.526,0.453
SDV_FASTML,0.3421974182128906,KNN,0.89,0.701,0.414,0.03,0.521,0.692,0.581,0.415
SDV_FASTML,0.3421974182128906,LR,0.855,0.495,0.26,0.045,0.341,0.607,0.408,0.524
SDV_FASTML,0.3421974182128906,DT,0.845,0.465,0.481,0.093,0.473,0.694,0.628,0.373
SDV_FASTML,0.3421974182128906,RF,0.897,0.736,0.448,0.027,0.557,0.71,0.613,0.391
SDV_FASTML,0.3421974182128906,LightGBM,0.904,0.778,0.464,0.022,0.581,0.721,0.629,0.379
SDV_FASTML,0.3421974182128906,Adaboost,0.896,0.707,0.481,0.034,0.572,0.724,0.642,0.368
SDV_FASTML,0.3421974182128906,GBDT,0.888,0.659,0.47,0.041,0.548,0.714,0.63,0.376
SDV_GC,2.2379255294799805,SVM,0.894,0.914,0.293,0.005,0.444,0.644,0.453,0.5
SDV_GC,2.2379255294799805,KNN,0.893,0.724,0.42,0.027,0.531,0.696,0.587,0.411
SDV_GC,2.2379255294799805,LR,0.861,0.56,0.155,0.02,0.242,0.567,0.267,0.598
SDV_GC,2.2379255294799805,DT,0.846,0.468,0.486,0.093,0.477,0.697,0.633,0.369
SDV_GC,2.2379255294799805,RF,0.901,0.794,0.425,0.019,0.554,0.703,0.594,0.407
SDV_GC,2.2379255294799805,LightGBM,0.912,0.859,0.47,0.013,0.607,0.728,0.636,0.375
SDV_GC,2.2379255294799805,Adaboost,0.904,0.828,0.425,0.015,0.562,0.705,0.594,0.406
SDV_GC,2.2379255294799805,GBDT,0.876,0.59,0.47,0.055,0.523,0.707,0.627,0.377
SDV_GAN,12.4229896068573,SVM,0.896,0.798,0.37,0.016,0.506,0.677,0.538,0.446
SDV_GAN,12.4229896068573,KNN,0.892,0.717,0.42,0.028,0.53,0.696,0.586,0.411
SDV_GAN,12.4229896068573,LR,0.861,0.535,0.298,0.044,0.383,0.627,0.455,0.497
SDV_GAN,12.4229896068573,DT,0.838,0.446,0.503,0.105,0.473,0.699,0.644,0.359
SDV_GAN,12.4229896068573,RF,0.896,0.748,0.425,0.024,0.542,0.701,0.593,0.407
SDV_GAN,12.4229896068573,LightGBM,0.908,0.83,0.459,0.016,0.591,0.721,0.626,0.383
SDV_GAN,12.4229896068573,Adaboost,0.904,0.814,0.436,0.017,0.568,0.71,0.605,0.399
SDV_GAN,12.4229896068573,GBDT,0.892,0.664,0.503,0.043,0.572,0.73,0.659,0.353
DAZZLE1,928.5241823196411,SVM,0.896,0.84,0.348,0.011,0.492,0.668,0.515,0.461
DAZZLE1,928.5241823196411,KNN,0.882,0.632,0.436,0.043,0.516,0.697,0.6,0.4
DAZZLE1,928.5241823196411,LR,0.834,0.418,0.381,0.089,0.399,0.646,0.537,0.442
DAZZLE1,928.5241823196411,DT,0.859,0.512,0.486,0.078,0.499,0.704,0.637,0.368
DAZZLE1,928.5241823196411,RF,0.9,0.784,0.42,0.02,0.547,0.7,0.588,0.41
DAZZLE1,928.5241823196411,LightGBM,0.91,0.87,0.442,0.011,0.586,0.715,0.611,0.395
DAZZLE1,928.5241823196411,Adaboost,0.905,0.823,0.436,0.016,0.57,0.71,0.605,0.399
DAZZLE1,928.5241823196411,GBDT,0.89,0.669,0.47,0.039,0.552,0.715,0.631,0.376
DAZZLE2,1145.9491131305695,SVM,0.892,0.756,0.376,0.02,0.502,0.678,0.543,0.442
DAZZLE2,1145.9491131305695,KNN,0.884,0.642,0.436,0.041,0.52,0.698,0.6,0.4
DAZZLE2,1145.9491131305695,LR,0.763,0.298,0.475,0.189,0.366,0.643,0.599,0.394
DAZZLE2,1145.9491131305695,DT,0.861,0.517,0.503,0.079,0.51,0.712,0.65,0.356
DAZZLE2,1145.9491131305695,RF,0.901,0.788,0.431,0.02,0.557,0.706,0.599,0.403
DAZZLE2,1145.9491131305695,LightGBM,0.911,0.856,0.459,0.013,0.597,0.723,0.626,0.383
DAZZLE2,1145.9491131305695,Adaboost,0.902,0.815,0.414,0.016,0.549,0.699,0.583,0.414
DAZZLE2,1145.9491131305695,GBDT,0.896,0.726,0.453,0.029,0.558,0.712,0.618,0.387
