oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.904,0.941,0.354,0.004,0.514,0.675,0.522,0.457
No,0,KNN,0.9,0.737,0.481,0.029,0.582,0.726,0.643,0.368
No,0,LR,0.866,0.633,0.171,0.017,0.27,0.577,0.292,0.586
No,0,DT,0.849,0.478,0.475,0.088,0.476,0.694,0.625,0.376
No,0,RF,0.902,0.759,0.47,0.025,0.58,0.722,0.634,0.375
No,0,LightGBM,0.909,0.796,0.497,0.021,0.612,0.738,0.659,0.356
No,0,Adaboost,0.906,0.774,0.492,0.024,0.601,0.734,0.654,0.36
No,0,GBDT,0.905,0.754,0.508,0.028,0.607,0.74,0.668,0.348
Random,0.01,SVM,0.867,0.534,0.602,0.088,0.566,0.757,0.725,0.288
Random,0.01,KNN,0.827,0.427,0.586,0.132,0.494,0.727,0.699,0.308
Random,0.01,LR,0.793,0.359,0.558,0.168,0.437,0.695,0.668,0.334
Random,0.01,DT,0.853,0.489,0.514,0.09,0.501,0.712,0.657,0.35
Random,0.01,RF,0.896,0.695,0.503,0.037,0.583,0.733,0.661,0.353
Random,0.01,LightGBM,0.88,0.59,0.564,0.066,0.576,0.749,0.703,0.312
Random,0.01,Adaboost,0.825,0.432,0.663,0.147,0.523,0.758,0.746,0.26
Random,0.01,GBDT,0.851,0.485,0.541,0.097,0.512,0.722,0.677,0.331
ADASYN,0.03,SVM,0.704,0.301,0.796,0.312,0.436,0.742,0.738,0.264
ADASYN,0.03,KNN,0.779,0.351,0.624,0.195,0.449,0.715,0.703,0.299
ADASYN,0.03,LR,0.663,0.235,0.591,0.325,0.336,0.633,0.63,0.369
ADASYN,0.03,DT,0.812,0.395,0.569,0.147,0.466,0.711,0.683,0.322
ADASYN,0.03,RF,0.857,0.502,0.558,0.093,0.529,0.732,0.691,0.319
ADASYN,0.03,LightGBM,0.877,0.567,0.635,0.082,0.599,0.777,0.751,0.264
ADASYN,0.03,Adaboost,0.796,0.382,0.669,0.182,0.486,0.743,0.736,0.268
ADASYN,0.03,GBDT,0.859,0.509,0.602,0.098,0.552,0.752,0.722,0.29
BorderlineSMOTE,0.02,SVM,0.816,0.409,0.624,0.152,0.495,0.736,0.719,0.287
BorderlineSMOTE,0.02,KNN,0.788,0.362,0.613,0.182,0.455,0.715,0.701,0.302
BorderlineSMOTE,0.02,LR,0.719,0.239,0.436,0.234,0.309,0.601,0.556,0.431
BorderlineSMOTE,0.02,DT,0.811,0.385,0.519,0.14,0.442,0.69,0.648,0.354
BorderlineSMOTE,0.02,RF,0.862,0.52,0.575,0.089,0.546,0.743,0.705,0.307
BorderlineSMOTE,0.02,LightGBM,0.875,0.558,0.641,0.086,0.596,0.778,0.754,0.261
BorderlineSMOTE,0.02,Adaboost,0.801,0.388,0.663,0.176,0.49,0.744,0.735,0.269
BorderlineSMOTE,0.02,GBDT,0.86,0.512,0.586,0.094,0.546,0.746,0.711,0.3
SMOTE,0.02,SVM,0.872,0.548,0.635,0.088,0.588,0.773,0.749,0.265
SMOTE,0.02,KNN,0.803,0.385,0.613,0.165,0.473,0.724,0.707,0.297
SMOTE,0.02,LR,0.785,0.35,0.575,0.18,0.435,0.697,0.676,0.327
SMOTE,0.02,DT,0.826,0.424,0.575,0.131,0.488,0.722,0.692,0.315
SMOTE,0.02,RF,0.878,0.58,0.564,0.069,0.571,0.747,0.702,0.312
SMOTE,0.02,LightGBM,0.886,0.612,0.575,0.061,0.593,0.757,0.713,0.304
SMOTE,0.02,Adaboost,0.86,0.511,0.619,0.1,0.56,0.76,0.733,0.279
SMOTE,0.02,GBDT,0.863,0.523,0.575,0.088,0.547,0.743,0.705,0.307
SVMSMOTE,0.31,SVM,0.857,0.502,0.674,0.113,0.575,0.781,0.766,0.244
SVMSMOTE,0.31,KNN,0.829,0.436,0.641,0.14,0.519,0.751,0.735,0.272
SVMSMOTE,0.31,LR,0.795,0.373,0.619,0.175,0.466,0.722,0.707,0.297
SVMSMOTE,0.31,DT,0.829,0.434,0.597,0.131,0.502,0.733,0.707,0.3
SVMSMOTE,0.31,RF,0.876,0.569,0.569,0.073,0.569,0.748,0.705,0.309
SVMSMOTE,0.31,LightGBM,0.886,0.601,0.624,0.07,0.612,0.777,0.747,0.27
SVMSMOTE,0.31,Adaboost,0.865,0.525,0.641,0.098,0.577,0.772,0.749,0.263
SVMSMOTE,0.31,GBDT,0.87,0.549,0.558,0.077,0.553,0.74,0.695,0.317
SMOTUNED,102.85,SVM,0.865,0.526,0.619,0.094,0.569,0.762,0.735,0.278
SMOTUNED,56.2,KNN,0.794,0.373,0.63,0.179,0.468,0.726,0.713,0.291
SMOTUNED,859.85,LR,0.796,0.364,0.552,0.163,0.439,0.695,0.666,0.337
SMOTUNED,50.32,DT,0.735,0.314,0.702,0.259,0.433,0.721,0.721,0.279
SMOTUNED,232.69,RF,0.806,0.402,0.702,0.176,0.511,0.763,0.758,0.245
SMOTUNED,374.49,LightGBM,0.818,0.423,0.724,0.167,0.534,0.779,0.775,0.228
SMOTUNED,182.32,Adaboost,0.822,0.426,0.663,0.151,0.518,0.756,0.745,0.261
SMOTUNED,292.04,GBDT,0.757,0.326,0.641,0.223,0.432,0.709,0.702,0.299
DAZZLE,741.87,SVM,0.869,0.944,0.094,0.001,0.171,0.546,0.172,0.641
DAZZLE,741.87,KNN,0.857,0.533,0.044,0.007,0.082,0.519,0.085,0.676
DAZZLE,741.87,LR,0.87,0.821,0.127,0.005,0.22,0.561,0.225,0.617
DAZZLE,741.87,DT,0.567,0.106,0.271,0.384,0.153,0.444,0.376,0.583
DAZZLE,741.87,RF,0.832,0.232,0.072,0.04,0.11,0.516,0.134,0.657
DAZZLE,741.87,LightGBM,0.652,0.138,0.271,0.284,0.183,0.493,0.393,0.553
DAZZLE,741.87,Adaboost,0.622,0.145,0.331,0.33,0.202,0.501,0.444,0.527
DAZZLE,741.87,GBDT,0.87,0.95,0.105,0.001,0.189,0.552,0.19,0.633
WGAN,171.22,SVM,0.855,0.0,0.0,0.001,0.0,0.5,0.0,0.707
WGAN,171.22,KNN,0.861,0.818,0.05,0.002,0.094,0.524,0.095,0.672
WGAN,171.22,LR,0.858,0.517,0.249,0.039,0.336,0.605,0.395,0.532
WGAN,171.22,DT,0.783,0.254,0.26,0.128,0.257,0.566,0.4,0.531
WGAN,171.22,RF,0.352,0.137,0.657,0.699,0.226,0.479,0.413,0.551
WGAN,171.22,LightGBM,0.837,0.4,0.265,0.067,0.319,0.599,0.413,0.522
WGAN,171.22,Adaboost,0.869,0.905,0.105,0.002,0.188,0.552,0.19,0.633
WGAN,171.22,GBDT,0.247,0.151,0.912,0.865,0.259,0.523,0.235,0.615
RP,1.8716824054718018,SVM,0.904,0.785,0.464,0.021,0.583,0.721,0.63,0.379
RP,1.8716824054718018,KNN,0.863,0.524,0.547,0.084,0.535,0.732,0.685,0.326
RP,1.8716824054718018,LR,0.863,0.527,0.481,0.073,0.503,0.704,0.633,0.371
RP,1.8716824054718018,DT,0.837,0.445,0.519,0.109,0.48,0.705,0.656,0.349
RP,1.8716824054718018,RF,0.896,0.695,0.503,0.037,0.583,0.733,0.661,0.353
RP,1.8716824054718018,LightGBM,0.904,0.761,0.492,0.026,0.597,0.733,0.653,0.36
RP,1.8716824054718018,Adaboost,0.901,0.736,0.492,0.03,0.589,0.731,0.653,0.36
RP,1.8716824054718018,GBDT,0.888,0.641,0.514,0.048,0.571,0.733,0.667,0.345
Diveplane1,41.352036237716675,SVM,0.869,0.543,0.597,0.085,0.568,0.756,0.722,0.291
Diveplane1,41.352036237716675,KNN,0.81,0.398,0.624,0.159,0.486,0.733,0.717,0.289
Diveplane1,41.352036237716675,LR,0.778,0.332,0.53,0.18,0.409,0.675,0.644,0.356
Diveplane1,41.352036237716675,DT,0.801,0.391,0.685,0.18,0.498,0.753,0.747,0.256
Diveplane1,41.352036237716675,RF,0.853,0.494,0.691,0.119,0.576,0.786,0.774,0.234
Diveplane1,41.352036237716675,LightGBM,0.846,0.477,0.691,0.128,0.564,0.782,0.771,0.237
Diveplane1,41.352036237716675,Adaboost,0.802,0.392,0.685,0.179,0.499,0.753,0.747,0.256
Diveplane1,41.352036237716675,GBDT,0.822,0.42,0.624,0.145,0.502,0.74,0.722,0.285
Diveplane2,33.97043991088867,SVM,0.886,0.612,0.575,0.061,0.593,0.757,0.713,0.304
Diveplane2,33.97043991088867,KNN,0.863,0.523,0.569,0.088,0.545,0.741,0.701,0.311
Diveplane2,33.97043991088867,LR,0.782,0.339,0.541,0.178,0.417,0.682,0.653,0.348
Diveplane2,33.97043991088867,DT,0.845,0.469,0.541,0.103,0.503,0.719,0.675,0.332
Diveplane2,33.97043991088867,RF,0.889,0.636,0.541,0.052,0.585,0.745,0.689,0.326
Diveplane2,33.97043991088867,LightGBM,0.905,0.75,0.514,0.029,0.61,0.742,0.672,0.344
Diveplane2,33.97043991088867,Adaboost,0.88,0.584,0.575,0.069,0.579,0.753,0.711,0.305
Diveplane2,33.97043991088867,GBDT,0.882,0.6,0.547,0.061,0.572,0.743,0.691,0.323
DS,0.2234649658203125,SVM,0.887,0.868,0.254,0.007,0.393,0.624,0.405,0.527
DS,0.2234649658203125,KNN,0.9,0.752,0.453,0.025,0.566,0.714,0.619,0.387
DS,0.2234649658203125,LR,0.868,0.66,0.171,0.015,0.272,0.578,0.292,0.586
DS,0.2234649658203125,DT,0.851,0.484,0.492,0.088,0.488,0.702,0.639,0.365
DS,0.2234649658203125,RF,0.901,0.744,0.481,0.028,0.584,0.726,0.643,0.368
DS,0.2234649658203125,LightGBM,0.908,0.793,0.486,0.021,0.603,0.732,0.65,0.364
DS,0.2234649658203125,Adaboost,0.902,0.769,0.459,0.023,0.574,0.718,0.624,0.383
DS,0.2234649658203125,GBDT,0.876,0.583,0.503,0.061,0.54,0.721,0.655,0.354
SDV_FASTML,0.3351283073425293,SVM,0.897,0.777,0.403,0.02,0.531,0.692,0.572,0.422
SDV_FASTML,0.3351283073425293,KNN,0.893,0.685,0.481,0.037,0.565,0.722,0.641,0.368
SDV_FASTML,0.3351283073425293,LR,0.854,0.491,0.309,0.054,0.38,0.628,0.466,0.49
SDV_FASTML,0.3351283073425293,DT,0.846,0.468,0.481,0.092,0.474,0.694,0.629,0.373
SDV_FASTML,0.3351283073425293,RF,0.897,0.697,0.508,0.037,0.588,0.736,0.665,0.349
SDV_FASTML,0.3351283073425293,LightGBM,0.903,0.732,0.514,0.032,0.604,0.741,0.671,0.345
SDV_FASTML,0.3351283073425293,Adaboost,0.903,0.736,0.508,0.031,0.601,0.739,0.667,0.348
SDV_FASTML,0.3351283073425293,GBDT,0.884,0.61,0.536,0.058,0.571,0.739,0.683,0.331
SDV_GC,2.2029526233673096,SVM,0.901,0.87,0.37,0.009,0.519,0.68,0.539,0.445
SDV_GC,2.2029526233673096,KNN,0.894,0.694,0.475,0.035,0.564,0.72,0.637,0.372
SDV_GC,2.2029526233673096,LR,0.863,0.567,0.21,0.027,0.306,0.591,0.345,0.559
SDV_GC,2.2029526233673096,DT,0.85,0.482,0.508,0.092,0.495,0.708,0.652,0.354
SDV_GC,2.2029526233673096,RF,0.9,0.746,0.47,0.027,0.576,0.721,0.633,0.376
SDV_GC,2.2029526233673096,LightGBM,0.909,0.791,0.503,0.022,0.615,0.74,0.664,0.352
SDV_GC,2.2029526233673096,Adaboost,0.904,0.785,0.464,0.021,0.583,0.721,0.63,0.379
SDV_GC,2.2029526233673096,GBDT,0.883,0.615,0.503,0.053,0.553,0.725,0.657,0.354
SDV_GAN,17.5933575630188,SVM,0.904,0.857,0.398,0.011,0.543,0.693,0.567,0.426
SDV_GAN,17.5933575630188,KNN,0.896,0.714,0.47,0.032,0.567,0.719,0.632,0.376
SDV_GAN,17.5933575630188,LR,0.853,0.482,0.298,0.054,0.369,0.622,0.454,0.498
SDV_GAN,17.5933575630188,DT,0.841,0.454,0.514,0.104,0.482,0.705,0.653,0.352
SDV_GAN,17.5933575630188,RF,0.9,0.735,0.475,0.029,0.577,0.723,0.638,0.372
SDV_GAN,17.5933575630188,LightGBM,0.912,0.809,0.514,0.02,0.628,0.747,0.674,0.344
SDV_GAN,17.5933575630188,Adaboost,0.899,0.729,0.475,0.03,0.575,0.723,0.638,0.372
SDV_GAN,17.5933575630188,GBDT,0.89,0.646,0.525,0.048,0.579,0.738,0.677,0.338
DAZZLE1,584.3407964706421,SVM,0.904,0.857,0.398,0.011,0.543,0.693,0.567,0.426
DAZZLE1,584.3407964706421,KNN,0.895,0.709,0.459,0.032,0.557,0.713,0.622,0.384
DAZZLE1,584.3407964706421,LR,0.789,0.325,0.431,0.151,0.371,0.64,0.572,0.416
DAZZLE1,584.3407964706421,DT,0.847,0.47,0.47,0.089,0.47,0.69,0.62,0.38
DAZZLE1,584.3407964706421,RF,0.9,0.731,0.481,0.03,0.58,0.725,0.643,0.368
DAZZLE1,584.3407964706421,LightGBM,0.909,0.796,0.497,0.021,0.612,0.738,0.659,0.356
DAZZLE1,584.3407964706421,Adaboost,0.904,0.778,0.464,0.022,0.581,0.721,0.629,0.379
DAZZLE1,584.3407964706421,GBDT,0.89,0.657,0.497,0.044,0.566,0.727,0.654,0.357
DAZZLE2,1760.9045116901398,SVM,0.905,0.837,0.425,0.014,0.564,0.706,0.594,0.406
DAZZLE2,1760.9045116901398,KNN,0.893,0.688,0.475,0.036,0.562,0.719,0.636,0.372
DAZZLE2,1760.9045116901398,LR,0.798,0.333,0.403,0.136,0.365,0.634,0.55,0.433
DAZZLE2,1760.9045116901398,DT,0.843,0.457,0.475,0.095,0.466,0.69,0.623,0.377
DAZZLE2,1760.9045116901398,RF,0.902,0.75,0.481,0.027,0.586,0.727,0.643,0.368
DAZZLE2,1760.9045116901398,LightGBM,0.911,0.811,0.497,0.02,0.616,0.739,0.66,0.356
DAZZLE2,1760.9045116901398,Adaboost,0.905,0.792,0.464,0.02,0.585,0.722,0.63,0.379
DAZZLE2,1760.9045116901398,GBDT,0.887,0.644,0.481,0.045,0.551,0.718,0.64,0.369
