oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.934,0.973,0.482,0.002,0.644,0.74,0.65,0.367
No,0,KNN,0.932,0.792,0.612,0.023,0.691,0.795,0.753,0.275
No,0,LR,0.887,0.698,0.147,0.009,0.243,0.569,0.256,0.603
No,0,DT,0.927,0.734,0.645,0.033,0.687,0.806,0.774,0.252
No,0,RF,0.949,0.907,0.652,0.009,0.759,0.821,0.787,0.246
No,0,LightGBM,0.944,0.905,0.609,0.009,0.728,0.8,0.754,0.277
No,0,Adaboost,0.933,0.866,0.538,0.012,0.664,0.763,0.697,0.326
No,0,GBDT,0.936,0.796,0.652,0.024,0.717,0.814,0.782,0.247
Random,0.01,SVM,0.908,0.628,0.632,0.053,0.63,0.79,0.758,0.263
Random,0.01,KNN,0.92,0.662,0.719,0.052,0.689,0.834,0.818,0.202
Random,0.01,LR,0.826,0.374,0.609,0.143,0.464,0.733,0.712,0.295
Random,0.01,DT,0.917,0.642,0.732,0.057,0.684,0.838,0.824,0.193
Random,0.01,RF,0.935,0.741,0.729,0.036,0.735,0.847,0.83,0.193
Random,0.01,LightGBM,0.923,0.67,0.739,0.051,0.703,0.844,0.831,0.188
Random,0.01,Adaboost,0.848,0.43,0.719,0.134,0.538,0.793,0.786,0.22
Random,0.01,GBDT,0.907,0.598,0.742,0.07,0.663,0.836,0.826,0.189
ADASYN,0.05,SVM,0.792,0.343,0.749,0.202,0.47,0.773,0.773,0.228
ADASYN,0.05,KNN,0.876,0.498,0.736,0.104,0.594,0.816,0.808,0.201
ADASYN,0.05,LR,0.711,0.211,0.488,0.257,0.294,0.616,0.589,0.405
ADASYN,0.05,DT,0.899,0.572,0.732,0.077,0.642,0.828,0.817,0.197
ADASYN,0.05,RF,0.913,0.627,0.736,0.062,0.677,0.837,0.825,0.192
ADASYN,0.05,LightGBM,0.901,0.58,0.716,0.073,0.641,0.821,0.808,0.208
ADASYN,0.05,Adaboost,0.817,0.378,0.753,0.174,0.503,0.789,0.788,0.214
ADASYN,0.05,GBDT,0.897,0.566,0.699,0.075,0.626,0.812,0.796,0.219
BorderlineSMOTE,0.06,SVM,0.797,0.347,0.732,0.194,0.47,0.769,0.767,0.234
BorderlineSMOTE,0.06,KNN,0.884,0.521,0.699,0.09,0.597,0.804,0.791,0.222
BorderlineSMOTE,0.06,LR,0.713,0.192,0.411,0.244,0.261,0.584,0.533,0.451
BorderlineSMOTE,0.06,DT,0.897,0.563,0.736,0.08,0.638,0.828,0.817,0.195
BorderlineSMOTE,0.06,RF,0.921,0.664,0.726,0.052,0.693,0.837,0.822,0.197
BorderlineSMOTE,0.06,LightGBM,0.901,0.58,0.702,0.071,0.635,0.815,0.8,0.216
BorderlineSMOTE,0.06,Adaboost,0.835,0.403,0.709,0.148,0.514,0.781,0.774,0.231
BorderlineSMOTE,0.06,GBDT,0.906,0.598,0.716,0.068,0.651,0.824,0.81,0.207
SMOTE,0.02,SVM,0.907,0.617,0.645,0.056,0.631,0.795,0.767,0.254
SMOTE,0.02,KNN,0.897,0.565,0.726,0.079,0.635,0.824,0.812,0.202
SMOTE,0.02,LR,0.824,0.369,0.602,0.145,0.457,0.729,0.707,0.299
SMOTE,0.02,DT,0.903,0.585,0.739,0.074,0.653,0.833,0.822,0.192
SMOTE,0.02,RF,0.926,0.688,0.736,0.047,0.711,0.844,0.83,0.19
SMOTE,0.02,LightGBM,0.919,0.668,0.679,0.048,0.673,0.816,0.793,0.23
SMOTE,0.02,Adaboost,0.867,0.472,0.672,0.106,0.554,0.783,0.767,0.244
SMOTE,0.02,GBDT,0.914,0.644,0.679,0.053,0.661,0.813,0.791,0.23
SVMSMOTE,0.82,SVM,0.877,0.5,0.686,0.096,0.578,0.795,0.78,0.233
SVMSMOTE,0.82,KNN,0.897,0.565,0.722,0.078,0.634,0.822,0.81,0.204
SVMSMOTE,0.82,LR,0.794,0.331,0.659,0.187,0.441,0.736,0.728,0.275
SVMSMOTE,0.82,DT,0.898,0.566,0.749,0.081,0.645,0.834,0.825,0.186
SVMSMOTE,0.82,RF,0.923,0.676,0.719,0.048,0.697,0.835,0.819,0.202
SVMSMOTE,0.82,LightGBM,0.908,0.613,0.679,0.06,0.644,0.809,0.788,0.231
SVMSMOTE,0.82,Adaboost,0.856,0.447,0.692,0.12,0.543,0.786,0.775,0.234
SVMSMOTE,0.82,GBDT,0.901,0.582,0.686,0.069,0.63,0.808,0.79,0.228
SMOTUNED,191.56,SVM,0.908,0.635,0.589,0.048,0.611,0.771,0.728,0.293
SMOTUNED,93.26,KNN,0.816,0.381,0.779,0.178,0.512,0.8,0.8,0.201
SMOTUNED,1319.78,LR,0.836,0.391,0.595,0.13,0.472,0.733,0.707,0.301
SMOTUNED,79.05,DT,0.835,0.413,0.809,0.162,0.547,0.824,0.824,0.177
SMOTUNED,255.31,RF,0.889,0.536,0.769,0.094,0.632,0.838,0.832,0.176
SMOTUNED,126.17,LightGBM,0.879,0.506,0.796,0.109,0.619,0.843,0.841,0.164
SMOTUNED,237.95,Adaboost,0.835,0.404,0.722,0.15,0.519,0.786,0.781,0.223
SMOTUNED,370.13,GBDT,0.848,0.437,0.806,0.146,0.566,0.83,0.829,0.172
DAZZLE,822.75,SVM,0.132,0.124,1.0,0.99,0.221,0.505,0.02,0.7
DAZZLE,822.75,KNN,0.896,0.859,0.184,0.004,0.303,0.59,0.311,0.577
DAZZLE,822.75,LR,0.896,0.873,0.184,0.004,0.304,0.59,0.311,0.577
DAZZLE,822.75,DT,0.654,0.153,0.398,0.31,0.221,0.544,0.505,0.479
DAZZLE,822.75,RF,0.845,0.148,0.054,0.043,0.079,0.505,0.101,0.67
DAZZLE,822.75,LightGBM,0.838,0.121,0.05,0.051,0.071,0.499,0.095,0.673
DAZZLE,822.75,Adaboost,0.857,0.362,0.211,0.052,0.266,0.579,0.345,0.559
DAZZLE,822.75,GBDT,0.897,0.945,0.174,0.001,0.294,0.586,0.296,0.584
WGAN,289.86,SVM,0.868,0.0,0.0,0.01,0.0,0.495,0.0,0.707
WGAN,289.86,KNN,0.878,0.517,0.104,0.014,0.173,0.545,0.188,0.634
WGAN,289.86,LR,0.623,0.18,0.579,0.371,0.275,0.604,0.603,0.397
WGAN,289.86,DT,0.615,0.138,0.405,0.356,0.206,0.525,0.497,0.49
WGAN,289.86,RF,0.492,0.146,0.645,0.529,0.239,0.558,0.544,0.45
WGAN,289.86,LightGBM,0.881,0.789,0.05,0.002,0.094,0.524,0.096,0.672
WGAN,289.86,Adaboost,0.889,0.683,0.187,0.012,0.294,0.588,0.315,0.575
WGAN,289.86,GBDT,0.398,0.1,0.485,0.615,0.166,0.435,0.429,0.567
RP,3.5920612812042236,SVM,0.932,0.849,0.545,0.014,0.664,0.766,0.702,0.322
RP,3.5920612812042236,KNN,0.923,0.69,0.686,0.043,0.688,0.821,0.799,0.224
RP,3.5920612812042236,LR,0.88,0.514,0.538,0.071,0.526,0.733,0.682,0.33
