oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.932,0.979,0.462,0.001,0.627,0.73,0.631,0.381
No,0,KNN,0.927,0.758,0.599,0.027,0.669,0.786,0.741,0.284
No,0,LR,0.892,0.761,0.181,0.008,0.292,0.586,0.306,0.579
No,0,DT,0.926,0.717,0.662,0.037,0.689,0.813,0.785,0.24
No,0,RF,0.947,0.905,0.639,0.009,0.749,0.815,0.777,0.255
No,0,LightGBM,0.947,0.921,0.625,0.008,0.745,0.809,0.767,0.265
No,0,Adaboost,0.938,0.946,0.528,0.004,0.678,0.762,0.69,0.333
No,0,GBDT,0.936,0.824,0.609,0.018,0.7,0.795,0.751,0.277
Random,0.01,SVM,0.926,0.707,0.686,0.04,0.696,0.823,0.8,0.224
Random,0.01,KNN,0.911,0.62,0.726,0.063,0.669,0.832,0.818,0.199
Random,0.01,LR,0.838,0.4,0.639,0.135,0.492,0.752,0.735,0.273
Random,0.01,DT,0.925,0.688,0.716,0.046,0.702,0.835,0.818,0.204
Random,0.01,RF,0.939,0.795,0.686,0.025,0.736,0.83,0.805,0.223
Random,0.01,LightGBM,0.936,0.748,0.726,0.034,0.737,0.846,0.829,0.195
Random,0.01,Adaboost,0.868,0.478,0.732,0.112,0.579,0.81,0.803,0.205
Random,0.01,GBDT,0.91,0.613,0.736,0.065,0.669,0.835,0.823,0.192
ADASYN,0.04,SVM,0.834,0.409,0.776,0.158,0.536,0.809,0.808,0.194
ADASYN,0.04,KNN,0.883,0.518,0.759,0.099,0.616,0.83,0.824,0.184
ADASYN,0.04,LR,0.727,0.235,0.538,0.246,0.328,0.646,0.628,0.37
ADASYN,0.04,DT,0.905,0.592,0.746,0.072,0.66,0.837,0.827,0.187
ADASYN,0.04,RF,0.926,0.685,0.736,0.048,0.71,0.844,0.83,0.19
ADASYN,0.04,LightGBM,0.901,0.581,0.722,0.073,0.644,0.825,0.812,0.203
ADASYN,0.04,Adaboost,0.819,0.382,0.753,0.171,0.507,0.791,0.789,0.213
