oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SMOTUNED,483.02,GBDT,0.86,0.462,0.826,0.135,0.592,0.845,0.845,0.156
DAZZLE,1026.37,SVM,0.132,0.124,1,0.99,0.221,0.505,0.02,0.7
DAZZLE,1026.37,KNN,0.742,0.194,0.344,0.202,0.248,0.571,0.481,0.485
DAZZLE,1026.37,LR,0.894,0.847,0.167,0.004,0.279,0.581,0.286,0.589
DAZZLE,1026.37,DT,0.694,0.163,0.358,0.259,0.224,0.549,0.483,0.49
DAZZLE,1026.37,RF,0.84,0.121,0.047,0.048,0.067,0.499,0.089,0.675
DAZZLE,1026.37,LightGBM,0.89,0.735,0.167,0.008,0.272,0.579,0.286,0.589
DAZZLE,1026.37,Adaboost,0.809,0.27,0.321,0.122,0.293,0.599,0.47,0.488
DAZZLE,1026.37,GBDT,0.751,0.138,0.194,0.171,0.161,0.512,0.314,0.583
WGAN,342.97,SVM,0.87,0,0,0.008,0,0.496,0,0.707
WGAN,342.97,KNN,0.884,0.639,0.13,0.01,0.217,0.56,0.23,0.615
WGAN,342.97,LR,0.574,0.185,0.722,0.447,0.295,0.638,0.626,0.372
WGAN,342.97,DT,0.616,0.101,0.268,0.334,0.147,0.467,0.382,0.569
WGAN,342.97,RF,0.838,0.335,0.318,0.089,0.326,0.614,0.471,0.487
WGAN,342.97,LightGBM,0.893,0.842,0.161,0.004,0.27,0.578,0.276,0.594
WGAN,342.97,Adaboost,0.888,0.719,0.154,0.008,0.253,0.573,0.266,0.598
WGAN,342.97,GBDT,0.247,0.127,0.866,0.84,0.221,0.513,0.27,0.602
RP,4.499896049,SVM,0.935,0.881,0.545,0.01,0.674,0.767,0.703,0.322
RP,4.499896049,KNN,0.923,0.679,0.716,0.048,0.697,0.834,0.817,0.204
RP,4.499896049,LR,0.879,0.509,0.545,0.074,0.527,0.736,0.686,0.326
RP,4.499896049,DT,0.929,0.69,0.776,0.049,0.731,0.864,0.855,0.162
RP,4.499896049,RF,0.947,0.79,0.779,0.029,0.785,0.875,0.865,0.157
RP,4.499896049,LightGBM,0.948,0.86,0.696,0.016,0.769,0.84,0.815,0.216
RP,4.499896049,Adaboost,0.922,0.686,0.672,0.043,0.679,0.814,0.79,0.234
RP,4.499896049,GBDT,0.943,0.799,0.716,0.025,0.755,0.845,0.825,0.202
Howso1,99.10941243,SVM,0.92,0.683,0.656,0.043,0.669,0.806,0.778,0.245
Howso1,99.10941243,KNN,0.853,0.444,0.766,0.135,0.562,0.815,0.812,0.191
Howso1,99.10941243,LR,0.843,0.41,0.619,0.125,0.493,0.747,0.725,0.284
Howso1,99.10941243,DT,0.833,0.408,0.789,0.161,0.538,0.814,0.813,0.188
Howso1,99.10941243,RF,0.902,0.574,0.803,0.084,0.669,0.859,0.856,0.152
Howso1,99.10941243,LightGBM,0.9,0.565,0.813,0.088,0.667,0.862,0.86,0.146
Howso1,99.10941243,Adaboost,0.852,0.444,0.799,0.141,0.571,0.829,0.828,0.173
Howso1,99.10941243,GBDT,0.891,0.541,0.766,0.091,0.634,0.837,0.831,0.178
Howso2,82.96198773,SVM,0.925,0.727,0.632,0.033,0.676,0.799,0.764,0.261
Howso2,82.96198773,KNN,0.91,0.616,0.719,0.063,0.664,0.828,0.814,0.204
Howso2,82.96198773,LR,0.843,0.409,0.615,0.125,0.491,0.745,0.723,0.286
Howso2,82.96198773,DT,0.935,0.728,0.753,0.04,0.74,0.856,0.844,0.177
Howso2,82.96198773,RF,0.949,0.821,0.753,0.023,0.785,0.865,0.85,0.176
Howso2,82.96198773,LightGBM,0.949,0.866,0.692,0.015,0.77,0.839,0.813,0.218
Howso2,82.96198773,Adaboost,0.915,0.646,0.696,0.054,0.67,0.821,0.802,0.219
Howso2,82.96198773,GBDT,0.941,0.776,0.729,0.03,0.752,0.85,0.833,0.193
DS,0.456692457,SVM,0.925,0.94,0.418,0.004,0.579,0.707,0.589,0.412
DS,0.456692457,KNN,0.932,0.79,0.615,0.023,0.692,0.796,0.755,0.272
DS,0.456692457,LR,0.887,0.727,0.134,0.007,0.226,0.563,0.236,0.613
DS,0.456692457,DT,0.936,0.747,0.722,0.034,0.735,0.844,0.827,0.198
DS,0.456692457,RF,0.952,0.9,0.689,0.011,0.78,0.839,0.812,0.22
DS,0.456692457,LightGBM,0.953,0.931,0.672,0.007,0.781,0.833,0.802,0.232
DS,0.456692457,Adaboost,0.937,0.911,0.545,0.008,0.682,0.769,0.704,0.322
DS,0.456692457,GBDT,0.94,0.834,0.639,0.018,0.723,0.81,0.774,0.256
SDV_FASTML,0.604137182,SVM,0.931,0.893,0.502,0.008,0.642,0.747,0.666,0.352
SDV_FASTML,0.604137182,KNN,0.929,0.769,0.612,0.026,0.682,0.793,0.752,0.275
SDV_FASTML,0.604137182,LR,0.893,0.582,0.475,0.048,0.523,0.713,0.634,0.373
SDV_FASTML,0.604137182,DT,0.929,0.713,0.716,0.04,0.715,0.838,0.82,0.203
SDV_FASTML,0.604137182,RF,0.952,0.87,0.716,0.015,0.785,0.85,0.829,0.201
SDV_FASTML,0.604137182,LightGBM,0.948,0.892,0.662,0.011,0.76,0.825,0.793,0.239
SDV_FASTML,0.604137182,Adaboost,0.927,0.776,0.579,0.024,0.663,0.778,0.727,0.298
SDV_FASTML,0.604137182,GBDT,0.936,0.816,0.622,0.02,0.706,0.801,0.761,0.268
SDV_GC,3.46606493,SVM,0.934,0.949,0.495,0.004,0.651,0.746,0.661,0.357
SDV_GC,3.46606493,KNN,0.93,0.777,0.605,0.024,0.68,0.79,0.747,0.28
SDV_GC,3.46606493,LR,0.885,0.604,0.184,0.017,0.282,0.584,0.31,0.577
SDV_GC,3.46606493,DT,0.93,0.714,0.719,0.04,0.717,0.839,0.822,0.201
SDV_GC,3.46606493,RF,0.952,0.9,0.689,0.011,0.78,0.839,0.812,0.22
SDV_GC,3.46606493,LightGBM,0.948,0.907,0.649,0.009,0.756,0.82,0.784,0.248
SDV_GC,3.46606493,Adaboost,0.937,0.915,0.542,0.007,0.681,0.767,0.701,0.324
SDV_GC,3.46606493,GBDT,0.946,0.865,0.662,0.015,0.75,0.824,0.792,0.239
SDV_GAN,20.2343270778656,SVM,0.901,0.861,0.376,0.01,0.523,0.683,0.545,0.442
SDV_GAN,20.2343270778656,KNN,0.896,0.723,0.448,0.029,0.553,0.709,0.613,0.391
SDV_GAN,20.2343270778656,LR,0.843,0.42,0.232,0.054,0.299,0.589,0.373,0.544
SDV_GAN,20.2343270778656,DT,0.85,0.48,0.464,0.085,0.472,0.69,0.616,0.384
SDV_GAN,20.2343270778656,RF,0.903,0.766,0.47,0.024,0.582,0.723,0.634,0.375
SDV_GAN,20.2343270778656,LightGBM,0.908,0.811,0.475,0.019,0.599,0.728,0.64,0.371
SDV_GAN,20.2343270778656,Adaboost,0.899,0.776,0.42,0.02,0.545,0.7,0.588,0.41
SDV_GAN,20.2343270778656,GBDT,0.877,0.589,0.492,0.058,0.536,0.717,0.646,0.362
DAZZLE1,1757.3697221279144,SVM,0.934,0.954,0.488,0.003,0.646,0.743,0.655,0.362
DAZZLE1,1757.3697221279144,KNN,0.929,0.762,0.612,0.027,0.679,0.793,0.751,0.275
DAZZLE1,1757.3697221279144,LR,0.88,0.58,0.097,0.01,0.166,0.544,0.177,0.639
DAZZLE1,1757.3697221279144,DT,0.934,0.749,0.699,0.033,0.723,0.833,0.811,0.214
DAZZLE1,1757.3697221279144,RF,0.954,0.916,0.689,0.009,0.786,0.84,0.813,0.22
DAZZLE1,1757.3697221279144,LightGBM,0.951,0.921,0.662,0.008,0.77,0.827,0.794,0.239
DAZZLE1,1757.3697221279144,Adaboost,0.938,0.898,0.559,0.009,0.689,0.775,0.714,0.312
DAZZLE1,1757.3697221279144,GBDT,0.938,0.801,0.659,0.023,0.723,0.818,0.787,0.242
