oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.932,0.993,0.455,0.0,0.624,0.727,0.625,0.385
No,0,KNN,0.929,0.791,0.582,0.022,0.671,0.78,0.73,0.296
No,0,LR,0.891,0.766,0.164,0.007,0.27,0.578,0.281,0.591
No,0,DT,0.925,0.717,0.645,0.036,0.68,0.805,0.773,0.252
No,0,RF,0.945,0.907,0.619,0.009,0.736,0.805,0.762,0.27
No,0,LightGBM,0.946,0.92,0.612,0.008,0.735,0.802,0.757,0.274
No,0,Adaboost,0.932,0.914,0.495,0.007,0.642,0.744,0.661,0.357
No,0,GBDT,0.938,0.859,0.592,0.014,0.701,0.789,0.74,0.289
Random,0.01,SVM,0.914,0.656,0.632,0.047,0.644,0.793,0.76,0.262
Random,0.01,KNN,0.919,0.668,0.686,0.048,0.677,0.819,0.797,0.225
Random,0.01,LR,0.832,0.38,0.572,0.131,0.457,0.72,0.69,0.317
Random,0.01,DT,0.915,0.649,0.686,0.052,0.667,0.817,0.796,0.225
Random,0.01,RF,0.934,0.763,0.679,0.03,0.719,0.825,0.799,0.228
Random,0.01,LightGBM,0.923,0.684,0.702,0.046,0.693,0.828,0.809,0.213
Random,0.01,Adaboost,0.862,0.459,0.682,0.113,0.549,0.785,0.771,0.238
Random,0.01,GBDT,0.907,0.604,0.709,0.065,0.652,0.822,0.806,0.211
ADASYN,0.04,SVM,0.785,0.338,0.776,0.214,0.471,0.781,0.781,0.219
ADASYN,0.04,KNN,0.889,0.535,0.742,0.091,0.622,0.826,0.817,0.193
ADASYN,0.04,LR,0.708,0.227,0.572,0.273,0.325,0.649,0.64,0.359
ADASYN,0.04,DT,0.904,0.589,0.729,0.071,0.652,0.829,0.817,0.198
ADASYN,0.04,RF,0.925,0.678,0.739,0.049,0.707,0.845,0.832,0.188
ADASYN,0.04,LightGBM,0.907,0.605,0.712,0.065,0.654,0.823,0.809,0.209
ADASYN,0.04,Adaboost,0.822,0.384,0.739,0.167,0.506,0.786,0.783,0.219
ADASYN,0.04,GBDT,0.908,0.611,0.699,0.063,0.652,0.818,0.801,0.217
BorderlineSMOTE,0.04,SVM,0.799,0.35,0.736,0.192,0.475,0.772,0.77,0.231
BorderlineSMOTE,0.04,KNN,0.898,0.571,0.702,0.074,0.63,0.814,0.799,0.217
BorderlineSMOTE,0.04,LR,0.718,0.211,0.472,0.248,0.292,0.612,0.58,0.413
BorderlineSMOTE,0.04,DT,0.896,0.567,0.676,0.072,0.617,0.802,0.782,0.235
BorderlineSMOTE,0.04,RF,0.927,0.698,0.719,0.044,0.708,0.838,0.821,0.201
BorderlineSMOTE,0.04,LightGBM,0.905,0.598,0.706,0.067,0.647,0.819,0.804,0.213
BorderlineSMOTE,0.04,Adaboost,0.829,0.393,0.709,0.154,0.505,0.777,0.771,0.233
BorderlineSMOTE,0.04,GBDT,0.894,0.557,0.682,0.076,0.614,0.803,0.785,0.231
SMOTE,0.02,SVM,0.918,0.671,0.662,0.046,0.667,0.808,0.782,0.241
SMOTE,0.02,KNN,0.904,0.593,0.712,0.069,0.647,0.822,0.807,0.209
SMOTE,0.02,LR,0.835,0.39,0.602,0.133,0.473,0.735,0.711,0.297
SMOTE,0.02,DT,0.918,0.649,0.722,0.055,0.684,0.834,0.819,0.2
SMOTE,0.02,RF,0.934,0.743,0.716,0.035,0.729,0.84,0.822,0.203
SMOTE,0.02,LightGBM,0.927,0.717,0.679,0.038,0.698,0.821,0.796,0.229
SMOTE,0.02,Adaboost,0.878,0.504,0.659,0.091,0.571,0.784,0.764,0.25
SMOTE,0.02,GBDT,0.925,0.697,0.699,0.043,0.698,0.828,0.808,0.215
SVMSMOTE,0.76,SVM,0.913,0.638,0.672,0.054,0.655,0.809,0.786,0.235
SVMSMOTE,0.76,KNN,0.908,0.611,0.692,0.062,0.649,0.815,0.797,0.222
SVMSMOTE,0.76,LR,0.812,0.355,0.642,0.164,0.457,0.739,0.726,0.278
SVMSMOTE,0.76,DT,0.913,0.628,0.729,0.061,0.675,0.834,0.821,0.196
SVMSMOTE,0.76,RF,0.933,0.731,0.726,0.038,0.728,0.844,0.827,0.196
SVMSMOTE,0.76,LightGBM,0.923,0.688,0.692,0.044,0.69,0.824,0.803,0.22
SVMSMOTE,0.76,Adaboost,0.876,0.498,0.676,0.096,0.573,0.79,0.773,0.239
SVMSMOTE,0.76,GBDT,0.916,0.655,0.672,0.05,0.663,0.811,0.787,0.234
SMOTUNED,204.04,SVM,0.909,0.64,0.595,0.047,0.617,0.774,0.733,0.288
SMOTUNED,97.54,KNN,0.814,0.372,0.732,0.174,0.493,0.779,0.776,0.226
SMOTUNED,1362.77,LR,0.854,0.432,0.585,0.108,0.497,0.739,0.707,0.303
SMOTUNED,81.76,DT,0.831,0.404,0.776,0.161,0.532,0.808,0.806,0.195
SMOTUNED,260.04,RF,0.89,0.537,0.773,0.094,0.634,0.839,0.834,0.174
SMOTUNED,131.84,LightGBM,0.868,0.477,0.766,0.118,0.588,0.824,0.82,0.185
SMOTUNED,239.8,Adaboost,0.858,0.45,0.676,0.116,0.54,0.78,0.766,0.244
SMOTUNED,370.96,GBDT,0.847,0.432,0.776,0.143,0.555,0.816,0.814,0.188
DAZZLE,1107.7,SVM,0.134,0.125,1.0,0.988,0.222,0.506,0.024,0.698
DAZZLE,1107.7,KNN,0.894,0.792,0.191,0.007,0.307,0.592,0.32,0.572
DAZZLE,1107.7,LR,0.838,0.339,0.328,0.09,0.333,0.619,0.482,0.48
DAZZLE,1107.7,DT,0.731,0.122,0.191,0.193,0.149,0.499,0.308,0.588
DAZZLE,1107.7,RF,0.748,0.092,0.117,0.163,0.103,0.477,0.205,0.635
DAZZLE,1107.7,LightGBM,0.568,0.154,0.555,0.43,0.241,0.563,0.563,0.437
DAZZLE,1107.7,Adaboost,0.889,0.682,0.194,0.013,0.302,0.591,0.324,0.57
DAZZLE,1107.7,GBDT,0.788,0.166,0.177,0.126,0.171,0.526,0.295,0.589
WGAN,278.22,SVM,0.867,0.0,0.0,0.011,0.0,0.495,0.0,0.707
WGAN,278.22,KNN,0.874,0.453,0.097,0.016,0.16,0.54,0.177,0.639
WGAN,278.22,LR,0.613,0.186,0.635,0.39,0.288,0.623,0.622,0.377
WGAN,278.22,DT,0.847,0.05,0.013,0.036,0.021,0.489,0.026,0.698
WGAN,278.22,RF,0.455,0.143,0.686,0.578,0.237,0.554,0.523,0.465
WGAN,278.22,LightGBM,0.894,0.864,0.171,0.004,0.285,0.583,0.291,0.587
WGAN,278.22,Adaboost,0.887,0.636,0.187,0.015,0.289,0.586,0.315,0.575
