oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.932,0.965,0.462,0.002,0.624,0.73,0.631,0.381
No,0,KNN,0.932,0.804,0.589,0.02,0.68,0.784,0.735,0.291
No,0,LR,0.888,0.706,0.161,0.009,0.262,0.576,0.276,0.594
No,0,DT,0.927,0.712,0.679,0.039,0.695,0.82,0.796,0.229
No,0,RF,0.948,0.878,0.676,0.013,0.764,0.831,0.802,0.23
No,0,LightGBM,0.944,0.89,0.625,0.011,0.735,0.807,0.766,0.265
No,0,Adaboost,0.934,0.901,0.518,0.008,0.658,0.755,0.681,0.341
No,0,GBDT,0.934,0.782,0.649,0.025,0.709,0.812,0.779,0.249
Random,0.01,SVM,0.912,0.639,0.662,0.053,0.65,0.805,0.78,0.242
Random,0.01,KNN,0.914,0.631,0.732,0.06,0.678,0.836,0.823,0.194
Random,0.01,LR,0.83,0.382,0.619,0.141,0.473,0.739,0.719,0.287
Random,0.01,DT,0.92,0.654,0.739,0.055,0.694,0.842,0.829,0.189
Random,0.01,RF,0.941,0.788,0.719,0.027,0.752,0.846,0.827,0.2
Random,0.01,LightGBM,0.933,0.715,0.756,0.042,0.735,0.857,0.845,0.175
Random,0.01,Adaboost,0.869,0.48,0.746,0.114,0.584,0.816,0.81,0.197
Random,0.01,GBDT,0.918,0.65,0.726,0.055,0.686,0.835,0.821,0.198
ADASYN,0.09,SVM,0.798,0.352,0.756,0.196,0.48,0.78,0.779,0.221
ADASYN,0.09,KNN,0.881,0.512,0.756,0.101,0.611,0.827,0.821,0.187
ADASYN,0.09,LR,0.722,0.223,0.505,0.247,0.309,0.629,0.604,0.391
ADASYN,0.09,DT,0.91,0.604,0.776,0.071,0.679,0.852,0.845,0.166
ADASYN,0.09,RF,0.927,0.675,0.786,0.053,0.726,0.866,0.859,0.156
ADASYN,0.09,LightGBM,0.901,0.577,0.749,0.077,0.652,0.836,0.827,0.186
ADASYN,0.09,Adaboost,0.805,0.36,0.749,0.188,0.486,0.781,0.779,0.222
ADASYN,0.09,GBDT,0.906,0.602,0.712,0.066,0.652,0.823,0.808,0.209
BorderlineSMOTE,0.04,SVM,0.795,0.347,0.749,0.198,0.474,0.775,0.774,0.226
BorderlineSMOTE,0.04,KNN,0.894,0.554,0.722,0.082,0.627,0.82,0.809,0.205
BorderlineSMOTE,0.04,LR,0.735,0.22,0.452,0.225,0.296,0.613,0.571,0.419
BorderlineSMOTE,0.04,DT,0.903,0.579,0.776,0.079,0.663,0.848,0.842,0.168
BorderlineSMOTE,0.04,RF,0.928,0.678,0.789,0.053,0.73,0.868,0.861,0.154
BorderlineSMOTE,0.04,LightGBM,0.899,0.566,0.773,0.083,0.653,0.845,0.839,0.171
BorderlineSMOTE,0.04,Adaboost,0.826,0.39,0.736,0.162,0.51,0.787,0.784,0.219
BorderlineSMOTE,0.04,GBDT,0.911,0.613,0.746,0.066,0.673,0.84,0.829,0.186
SMOTE,0.02,SVM,0.907,0.617,0.642,0.056,0.63,0.793,0.764,0.256
SMOTE,0.02,KNN,0.898,0.567,0.736,0.079,0.64,0.828,0.818,0.195
SMOTE,0.02,LR,0.824,0.374,0.629,0.148,0.469,0.74,0.723,0.283
SMOTE,0.02,DT,0.914,0.626,0.756,0.063,0.685,0.846,0.837,0.178
SMOTE,0.02,RF,0.937,0.735,0.769,0.039,0.752,0.865,0.854,0.165
SMOTE,0.02,LightGBM,0.927,0.698,0.726,0.044,0.711,0.841,0.825,0.196
SMOTE,0.02,Adaboost,0.875,0.496,0.676,0.096,0.572,0.79,0.773,0.239
SMOTE,0.02,GBDT,0.923,0.673,0.729,0.05,0.7,0.84,0.825,0.195
SVMSMOTE,0.82,SVM,0.923,0.703,0.656,0.039,0.678,0.808,0.779,0.245
SVMSMOTE,0.82,KNN,0.907,0.606,0.709,0.065,0.653,0.822,0.807,0.211
SVMSMOTE,0.82,LR,0.852,0.426,0.585,0.111,0.493,0.737,0.706,0.304
SVMSMOTE,0.82,DT,0.918,0.636,0.776,0.063,0.699,0.857,0.849,0.165
SVMSMOTE,0.82,RF,0.937,0.746,0.746,0.036,0.746,0.855,0.841,0.182
SVMSMOTE,0.82,LightGBM,0.929,0.713,0.706,0.04,0.709,0.833,0.813,0.21
SVMSMOTE,0.82,Adaboost,0.892,0.55,0.659,0.076,0.6,0.792,0.769,0.247
SVMSMOTE,0.82,GBDT,0.919,0.659,0.706,0.051,0.682,0.827,0.809,0.211
SMOTUNED,195.48,SVM,0.91,0.643,0.609,0.048,0.625,0.781,0.743,0.279
SMOTUNED,92.58,KNN,0.833,0.409,0.793,0.161,0.539,0.816,0.815,0.186
SMOTUNED,1567.21,LR,0.837,0.4,0.639,0.135,0.492,0.752,0.735,0.273
SMOTUNED,111.63,DT,0.833,0.409,0.799,0.163,0.541,0.818,0.818,0.183
SMOTUNED,350.5,RF,0.896,0.555,0.809,0.091,0.659,0.859,0.856,0.149
SMOTUNED,524.39,LightGBM,0.886,0.525,0.786,0.1,0.629,0.843,0.839,0.167
SMOTUNED,264.25,Adaboost,0.855,0.447,0.739,0.128,0.557,0.805,0.8,0.206
SMOTUNED,449.51,GBDT,0.87,0.483,0.793,0.119,0.6,0.837,0.834,0.169
DAZZLE,1290.54,SVM,0.129,0.113,0.89,0.978,0.201,0.456,0.042,0.696
DAZZLE,1290.54,KNN,0.407,0.12,0.602,0.621,0.2,0.491,0.465,0.521
DAZZLE,1290.54,LR,0.894,0.85,0.171,0.004,0.284,0.583,0.291,0.587
DAZZLE,1290.54,DT,0.681,0.174,0.421,0.282,0.246,0.57,0.531,0.455
DAZZLE,1290.54,RF,0.762,0.136,0.174,0.155,0.153,0.509,0.288,0.594
DAZZLE,1290.54,LightGBM,0.506,0.139,0.579,0.504,0.224,0.537,0.534,0.465
DAZZLE,1290.54,Adaboost,0.527,0.157,0.649,0.49,0.253,0.579,0.571,0.426
DAZZLE,1290.54,GBDT,0.68,0.095,0.187,0.25,0.126,0.469,0.3,0.601
WGAN,436.13,SVM,0.869,0.0,0.0,0.008,0.0,0.496,0.0,0.707
WGAN,436.13,KNN,0.878,0.537,0.097,0.012,0.164,0.543,0.177,0.639
WGAN,436.13,LR,0.817,0.278,0.304,0.111,0.291,0.597,0.453,0.498
WGAN,436.13,DT,0.621,0.193,0.649,0.382,0.297,0.633,0.633,0.367
WGAN,436.13,RF,0.464,0.157,0.763,0.578,0.26,0.592,0.544,0.442
WGAN,436.13,LightGBM,0.894,0.652,0.294,0.022,0.406,0.636,0.452,0.499
WGAN,436.13,Adaboost,0.895,0.686,0.271,0.017,0.388,0.627,0.425,0.516
WGAN,436.13,GBDT,0.642,0.196,0.612,0.354,0.296,0.629,0.628,0.371
RP,5.311546325683594,SVM,0.933,0.84,0.562,0.015,0.673,0.773,0.716,0.31
RP,5.311546325683594,KNN,0.919,0.662,0.702,0.05,0.682,0.826,0.807,0.213
RP,5.311546325683594,LR,0.872,0.482,0.535,0.081,0.507,0.727,0.676,0.334
RP,5.311546325683594,DT,0.929,0.708,0.729,0.042,0.718,0.843,0.828,0.194
RP,5.311546325683594,RF,0.949,0.854,0.706,0.017,0.773,0.844,0.822,0.208
RP,5.311546325683594,LightGBM,0.946,0.889,0.642,0.011,0.746,0.815,0.779,0.253
RP,5.311546325683594,Adaboost,0.922,0.719,0.599,0.033,0.653,0.783,0.74,0.285
RP,5.311546325683594,GBDT,0.93,0.753,0.642,0.03,0.693,0.806,0.773,0.254
Howso1,84.07419753074646,SVM,0.912,0.647,0.632,0.048,0.64,0.792,0.76,0.262
Howso1,84.07419753074646,KNN,0.873,0.489,0.756,0.111,0.594,0.822,0.817,0.19
Howso1,84.07419753074646,LR,0.839,0.397,0.595,0.127,0.477,0.734,0.708,0.3
Howso1,84.07419753074646,DT,0.859,0.456,0.749,0.126,0.567,0.812,0.807,0.198
Howso1,84.07419753074646,RF,0.917,0.635,0.769,0.062,0.696,0.854,0.845,0.169
Howso1,84.07419753074646,LightGBM,0.91,0.606,0.766,0.07,0.677,0.848,0.84,0.173
Howso1,84.07419753074646,Adaboost,0.854,0.445,0.746,0.131,0.558,0.808,0.803,0.202
Howso1,84.07419753074646,GBDT,0.892,0.546,0.736,0.086,0.627,0.825,0.815,0.196
Howso2,72.61970734596252,SVM,0.915,0.658,0.642,0.047,0.65,0.798,0.767,0.255
Howso2,72.61970734596252,KNN,0.915,0.638,0.712,0.057,0.673,0.828,0.812,0.207
Howso2,72.61970734596252,LR,0.84,0.403,0.615,0.128,0.487,0.743,0.721,0.287
Howso2,72.61970734596252,DT,0.925,0.692,0.712,0.045,0.702,0.834,0.816,0.206
Howso2,72.61970734596252,RF,0.945,0.8,0.736,0.026,0.767,0.855,0.838,0.188
Howso2,72.61970734596252,LightGBM,0.942,0.835,0.659,0.018,0.736,0.82,0.789,0.242
Howso2,72.61970734596252,Adaboost,0.915,0.664,0.629,0.045,0.646,0.792,0.758,0.264
Howso2,72.61970734596252,GBDT,0.935,0.779,0.659,0.026,0.714,0.816,0.786,0.242
DS,0.46468186378479004,SVM,0.919,0.955,0.358,0.002,0.521,0.678,0.527,0.454
DS,0.46468186378479004,KNN,0.93,0.789,0.589,0.022,0.674,0.783,0.735,0.291
DS,0.46468186378479004,LR,0.887,0.719,0.137,0.008,0.23,0.565,0.241,0.61
DS,0.46468186378479004,DT,0.925,0.702,0.686,0.041,0.694,0.822,0.8,0.224
DS,0.46468186378479004,RF,0.95,0.887,0.682,0.012,0.771,0.835,0.807,0.225
DS,0.46468186378479004,LightGBM,0.942,0.873,0.622,0.013,0.727,0.805,0.763,0.267
DS,0.46468186378479004,Adaboost,0.935,0.918,0.522,0.007,0.665,0.758,0.684,0.338
DS,0.46468186378479004,GBDT,0.93,0.803,0.572,0.02,0.668,0.776,0.722,0.303
SDV_FASTML,0.5965659618377686,SVM,0.929,0.875,0.492,0.01,0.63,0.741,0.657,0.36
SDV_FASTML,0.5965659618377686,KNN,0.931,0.774,0.619,0.025,0.688,0.797,0.757,0.27
SDV_FASTML,0.5965659618377686,LR,0.885,0.545,0.425,0.05,0.477,0.687,0.587,0.408
SDV_FASTML,0.5965659618377686,DT,0.923,0.684,0.696,0.045,0.69,0.825,0.805,0.218
SDV_FASTML,0.5965659618377686,RF,0.946,0.842,0.696,0.018,0.762,0.839,0.814,0.216
SDV_FASTML,0.5965659618377686,LightGBM,0.944,0.872,0.635,0.013,0.735,0.811,0.773,0.258
SDV_FASTML,0.5965659618377686,Adaboost,0.922,0.767,0.528,0.023,0.626,0.753,0.686,0.334
SDV_FASTML,0.5965659618377686,GBDT,0.931,0.813,0.569,0.018,0.669,0.775,0.72,0.305
SDV_GC,3.2932894229888916,SVM,0.931,0.902,0.492,0.008,0.636,0.742,0.658,0.36
SDV_GC,3.2932894229888916,KNN,0.929,0.774,0.605,0.025,0.679,0.79,0.747,0.28
SDV_GC,3.2932894229888916,LR,0.9,0.759,0.274,0.012,0.403,0.631,0.429,0.513
SDV_GC,3.2932894229888916,DT,0.929,0.725,0.689,0.037,0.707,0.826,0.803,0.221
SDV_GC,3.2932894229888916,RF,0.948,0.878,0.676,0.013,0.764,0.831,0.802,0.23
SDV_GC,3.2932894229888916,LightGBM,0.942,0.88,0.615,0.012,0.724,0.802,0.758,0.272
SDV_GC,3.2932894229888916,Adaboost,0.926,0.805,0.525,0.018,0.636,0.754,0.684,0.336
SDV_GC,3.2932894229888916,GBDT,0.933,0.798,0.609,0.022,0.691,0.794,0.75,0.277
SDV_GAN,63.046756744384766,SVM,0.932,0.909,0.502,0.007,0.647,0.747,0.667,0.352
SDV_GAN,63.046756744384766,KNN,0.932,0.796,0.602,0.022,0.686,0.79,0.745,0.282
SDV_GAN,63.046756744384766,LR,0.839,0.336,0.314,0.087,0.325,0.613,0.468,0.489
SDV_GAN,63.046756744384766,DT,0.929,0.717,0.702,0.039,0.709,0.832,0.812,0.212
SDV_GAN,63.046756744384766,RF,0.948,0.882,0.672,0.013,0.763,0.83,0.8,0.232
SDV_GAN,63.046756744384766,LightGBM,0.943,0.888,0.612,0.011,0.725,0.801,0.756,0.274
SDV_GAN,63.046756744384766,Adaboost,0.928,0.834,0.522,0.015,0.642,0.754,0.682,0.338
SDV_GAN,63.046756744384766,GBDT,0.93,0.759,0.632,0.028,0.69,0.802,0.766,0.261
DAZZLE1,1847.8072006702423,SVM,0.925,0.815,0.502,0.016,0.621,0.743,0.665,0.353
DAZZLE1,1847.8072006702423,KNN,0.925,0.736,0.615,0.031,0.67,0.792,0.753,0.273
DAZZLE1,1847.8072006702423,LR,0.82,0.327,0.431,0.125,0.372,0.653,0.578,0.412
DAZZLE1,1847.8072006702423,DT,0.925,0.7,0.679,0.041,0.689,0.819,0.795,0.229
DAZZLE1,1847.8072006702423,RF,0.949,0.885,0.672,0.012,0.764,0.83,0.8,0.232
DAZZLE1,1847.8072006702423,LightGBM,0.944,0.894,0.622,0.01,0.734,0.806,0.764,0.267
DAZZLE1,1847.8072006702423,Adaboost,0.937,0.929,0.528,0.006,0.674,0.761,0.69,0.333
DAZZLE1,1847.8072006702423,GBDT,0.933,0.821,0.582,0.018,0.681,0.782,0.731,0.296
