oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SDV_FASTML,0.45024561882019043,LightGBM,0.947,0.894,0.645,0.011,0.75,0.817,0.781,0.251
SDV_FASTML,0.45024561882019043,Adaboost,0.927,0.782,0.565,0.022,0.656,0.772,0.716,0.308
SDV_FASTML,0.45024561882019043,GBDT,0.934,0.805,0.609,0.021,0.693,0.794,0.751,0.277
SDV_GC,2.58036732673645,SVM,0.931,0.952,0.465,0.003,0.625,0.731,0.634,0.378
SDV_GC,2.58036732673645,KNN,0.932,0.792,0.612,0.023,0.691,0.795,0.753,0.275
SDV_GC,2.58036732673645,LR,0.889,0.704,0.167,0.01,0.27,0.579,0.286,0.589
SDV_GC,2.58036732673645,DT,0.937,0.761,0.712,0.032,0.736,0.84,0.821,0.205
SDV_GC,2.58036732673645,RF,0.951,0.898,0.676,0.011,0.771,0.832,0.803,0.23
SDV_GC,2.58036732673645,LightGBM,0.947,0.894,0.645,0.011,0.75,0.817,0.781,0.251
SDV_GC,2.58036732673645,Adaboost,0.938,0.867,0.589,0.013,0.701,0.788,0.738,0.291
SDV_GC,2.58036732673645,GBDT,0.932,0.784,0.619,0.024,0.692,0.797,0.757,0.27
SDV_GAN,33.50751209259033,SVM,0.934,0.902,0.522,0.008,0.661,0.757,0.684,0.338
SDV_GAN,33.50751209259033,KNN,0.932,0.79,0.615,0.023,0.692,0.796,0.755,0.272
SDV_GAN,33.50751209259033,LR,0.862,0.436,0.408,0.074,0.421,0.667,0.566,0.422
SDV_GAN,33.50751209259033,DT,0.932,0.737,0.702,0.035,0.719,0.834,0.813,0.212
SDV_GAN,33.50751209259033,RF,0.951,0.894,0.679,0.011,0.772,0.834,0.805,0.227
SDV_GAN,33.50751209259033,LightGBM,0.947,0.909,0.632,0.009,0.746,0.812,0.772,0.26
SDV_GAN,33.50751209259033,Adaboost,0.937,0.88,0.565,0.011,0.688,0.777,0.719,0.308
SDV_GAN,33.50751209259033,GBDT,0.939,0.852,0.615,0.015,0.715,0.8,0.757,0.272
DAZZLE1,2951.6702818870544,SVM,0.932,0.94,0.475,0.004,0.631,0.735,0.643,0.371
DAZZLE1,2951.6702818870544,KNN,0.932,0.772,0.635,0.026,0.697,0.805,0.769,0.258
DAZZLE1,2951.6702818870544,LR,0.869,0.414,0.154,0.031,0.224,0.562,0.266,0.599
DAZZLE1,2951.6702818870544,DT,0.931,0.731,0.692,0.036,0.711,0.828,0.806,0.219
DAZZLE1,2951.6702818870544,RF,0.951,0.902,0.679,0.01,0.775,0.834,0.805,0.227
DAZZLE1,2951.6702818870544,LightGBM,0.946,0.889,0.645,0.011,0.748,0.817,0.781,0.251
DAZZLE1,2951.6702818870544,Adaboost,0.937,0.897,0.555,0.009,0.686,0.773,0.712,0.315
DAZZLE1,2951.6702818870544,GBDT,0.939,0.855,0.612,0.015,0.713,0.799,0.755,0.275
