oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.938,0.981,0.508,0.001,0.67,0.753,0.674,0.348
No,0,KNN,0.942,0.846,0.645,0.016,0.732,0.815,0.779,0.251
No,0,LR,0.896,0.77,0.224,0.009,0.347,0.607,0.365,0.549
No,0,DT,0.94,0.774,0.722,0.03,0.747,0.846,0.828,0.197
No,0,RF,0.957,0.937,0.699,0.007,0.801,0.846,0.821,0.213
No,0,LightGBM,0.949,0.936,0.632,0.006,0.754,0.813,0.773,0.26
No,0,Adaboost,0.943,0.93,0.579,0.006,0.713,0.786,0.731,0.298
No,0,GBDT,0.939,0.796,0.679,0.024,0.733,0.827,0.801,0.228
Random,0.01,SVM,0.918,0.658,0.702,0.051,0.68,0.826,0.807,0.214
Random,0.01,KNN,0.928,0.686,0.766,0.049,0.724,0.858,0.848,0.169
Random,0.01,LR,0.839,0.404,0.649,0.135,0.498,0.757,0.742,0.266
Random,0.01,DT,0.925,0.68,0.732,0.048,0.705,0.842,0.828,0.192
Random,0.01,RF,0.941,0.775,0.739,0.03,0.757,0.855,0.839,0.186
Random,0.01,LightGBM,0.94,0.752,0.769,0.036,0.76,0.867,0.856,0.165
Random,0.01,Adaboost,0.867,0.475,0.722,0.112,0.573,0.805,0.797,0.212
Random,0.01,GBDT,0.917,0.637,0.753,0.06,0.69,0.846,0.836,0.18
ADASYN,0.05,SVM,0.81,0.372,0.779,0.185,0.503,0.797,0.797,0.204
ADASYN,0.05,KNN,0.904,0.582,0.786,0.079,0.669,0.853,0.848,0.161
ADASYN,0.05,LR,0.718,0.219,0.502,0.252,0.305,0.625,0.601,0.395
ADASYN,0.05,DT,0.909,0.601,0.776,0.072,0.677,0.852,0.845,0.167
ADASYN,0.05,RF,0.932,0.701,0.783,0.047,0.739,0.868,0.859,0.157
ADASYN,0.05,LightGBM,0.906,0.592,0.773,0.075,0.671,0.849,0.842,0.169
ADASYN,0.05,Adaboost,0.824,0.389,0.749,0.166,0.512,0.792,0.79,0.213
ADASYN,0.05,GBDT,0.904,0.589,0.739,0.072,0.656,0.833,0.823,0.191
BorderlineSMOTE,0.03,SVM,0.797,0.35,0.759,0.198,0.479,0.781,0.78,0.22
BorderlineSMOTE,0.03,KNN,0.913,0.618,0.773,0.067,0.686,0.853,0.845,0.168
BorderlineSMOTE,0.03,LR,0.743,0.223,0.438,0.214,0.296,0.612,0.563,0.425
BorderlineSMOTE,0.03,DT,0.916,0.633,0.766,0.063,0.693,0.852,0.843,0.171
BorderlineSMOTE,0.03,RF,0.933,0.71,0.769,0.044,0.738,0.863,0.852,0.166
BorderlineSMOTE,0.03,LightGBM,0.915,0.624,0.776,0.066,0.692,0.855,0.848,0.165
BorderlineSMOTE,0.03,Adaboost,0.829,0.399,0.759,0.161,0.523,0.799,0.797,0.205
BorderlineSMOTE,0.03,GBDT,0.907,0.6,0.732,0.069,0.66,0.832,0.82,0.195
SMOTE,0.04,SVM,0.92,0.669,0.689,0.048,0.679,0.82,0.799,0.223
SMOTE,0.04,KNN,0.914,0.624,0.766,0.065,0.688,0.85,0.842,0.172
SMOTE,0.04,LR,0.827,0.385,0.669,0.151,0.488,0.759,0.748,0.257
SMOTE,0.04,DT,0.912,0.61,0.789,0.071,0.688,0.859,0.853,0.157
SMOTE,0.04,RF,0.94,0.75,0.773,0.036,0.761,0.868,0.858,0.163
SMOTE,0.04,LightGBM,0.935,0.733,0.742,0.038,0.738,0.852,0.838,0.184
SMOTE,0.04,Adaboost,0.864,0.467,0.722,0.116,0.567,0.803,0.795,0.213
SMOTE,0.04,GBDT,0.92,0.66,0.726,0.053,0.691,0.837,0.822,0.197
SVMSMOTE,0.93,SVM,0.897,0.563,0.746,0.081,0.642,0.832,0.823,0.189
SVMSMOTE,0.93,KNN,0.916,0.631,0.766,0.063,0.692,0.851,0.843,0.171
SVMSMOTE,0.93,LR,0.798,0.344,0.699,0.188,0.461,0.756,0.751,0.251
SVMSMOTE,0.93,DT,0.922,0.649,0.796,0.061,0.715,0.868,0.862,0.151
SVMSMOTE,0.93,RF,0.939,0.736,0.783,0.04,0.759,0.872,0.862,0.156
SVMSMOTE,0.93,LightGBM,0.932,0.714,0.753,0.042,0.733,0.855,0.843,0.178
SVMSMOTE,0.93,Adaboost,0.85,0.436,0.742,0.135,0.55,0.804,0.799,0.206
SVMSMOTE,0.93,GBDT,0.918,0.643,0.742,0.058,0.689,0.842,0.83,0.187
SMOTUNED,200.69,SVM,0.907,0.613,0.672,0.06,0.641,0.806,0.784,0.236
SMOTUNED,101.53,KNN,0.858,0.455,0.773,0.13,0.572,0.821,0.818,0.185
SMOTUNED,1421.23,LR,0.841,0.41,0.656,0.133,0.505,0.761,0.747,0.261
SMOTUNED,77.88,DT,0.839,0.422,0.823,0.159,0.558,0.832,0.832,0.168
SMOTUNED,256.35,RF,0.888,0.529,0.813,0.102,0.641,0.856,0.853,0.151
SMOTUNED,134.75,LightGBM,0.885,0.52,0.813,0.105,0.634,0.854,0.852,0.152
SMOTUNED,240.13,Adaboost,0.862,0.463,0.753,0.123,0.573,0.815,0.81,0.195
SMOTUNED,375.14,GBDT,0.862,0.467,0.819,0.132,0.595,0.844,0.843,0.158
DAZZLE,1094.14,SVM,0.896,0.898,0.177,0.003,0.296,0.587,0.301,0.582
DAZZLE,1094.14,KNN,0.869,0.417,0.161,0.032,0.232,0.565,0.275,0.594
DAZZLE,1094.14,LR,0.875,0.483,0.244,0.037,0.324,0.604,0.39,0.535
DAZZLE,1094.14,DT,0.294,0.132,0.843,0.783,0.228,0.53,0.346,0.564
DAZZLE,1094.14,RF,0.867,0.391,0.144,0.032,0.21,0.556,0.25,0.606
DAZZLE,1094.14,LightGBM,0.843,0.23,0.117,0.055,0.155,0.531,0.208,0.626
DAZZLE,1094.14,Adaboost,0.216,0.121,0.86,0.875,0.213,0.492,0.218,0.627
DAZZLE,1094.14,GBDT,0.43,0.133,0.656,0.602,0.221,0.527,0.496,0.49
WGAN,282.67,SVM,0.871,0.0,0.0,0.007,0.0,0.496,0.0,0.707
WGAN,282.67,KNN,0.881,0.585,0.127,0.013,0.209,0.557,0.225,0.617
WGAN,282.67,LR,0.871,0.208,0.017,0.009,0.031,0.504,0.033,0.695
WGAN,282.67,DT,0.132,0.124,0.993,0.989,0.22,0.502,0.021,0.699
WGAN,282.67,RF,0.278,0.13,0.849,0.803,0.225,0.523,0.32,0.578
WGAN,282.67,LightGBM,0.882,0.889,0.054,0.001,0.101,0.526,0.102,0.669
WGAN,282.67,Adaboost,0.892,0.732,0.201,0.01,0.315,0.595,0.334,0.565
WGAN,282.67,GBDT,0.195,0.127,0.936,0.909,0.223,0.514,0.166,0.644
RP,3.523965358734131,SVM,0.943,0.9,0.605,0.009,0.724,0.798,0.751,0.279
RP,3.523965358734131,KNN,0.936,0.742,0.742,0.036,0.742,0.853,0.839,0.184
RP,3.523965358734131,LR,0.893,0.564,0.592,0.064,0.577,0.764,0.725,0.292
RP,3.523965358734131,DT,0.921,0.653,0.773,0.058,0.708,0.857,0.849,0.166
RP,3.523965358734131,RF,0.949,0.816,0.756,0.024,0.785,0.866,0.852,0.173
RP,3.523965358734131,LightGBM,0.948,0.884,0.662,0.012,0.757,0.825,0.793,0.239
RP,3.523965358734131,Adaboost,0.915,0.654,0.652,0.048,0.653,0.802,0.774,0.248
RP,3.523965358734131,GBDT,0.93,0.734,0.682,0.035,0.707,0.824,0.799,0.226
Diveplane1,66.27365565299988,SVM,0.917,0.662,0.662,0.048,0.662,0.807,0.781,0.241
Diveplane1,66.27365565299988,KNN,0.883,0.518,0.763,0.1,0.617,0.831,0.826,0.182
Diveplane1,66.27365565299988,LR,0.842,0.41,0.642,0.13,0.501,0.756,0.739,0.269
Diveplane1,66.27365565299988,DT,0.847,0.433,0.783,0.144,0.558,0.819,0.818,0.184
Diveplane1,66.27365565299988,RF,0.909,0.603,0.763,0.071,0.674,0.846,0.838,0.175
Diveplane1,66.27365565299988,LightGBM,0.904,0.587,0.753,0.074,0.66,0.839,0.83,0.183
Diveplane1,66.27365565299988,Adaboost,0.844,0.425,0.763,0.145,0.546,0.809,0.806,0.197
Diveplane1,66.27365565299988,GBDT,0.887,0.529,0.742,0.093,0.618,0.825,0.816,0.194
Diveplane2,51.98795413970947,SVM,0.921,0.682,0.676,0.044,0.679,0.816,0.792,0.232
Diveplane2,51.98795413970947,KNN,0.925,0.683,0.729,0.048,0.706,0.841,0.826,0.194
Diveplane2,51.98795413970947,LR,0.832,0.389,0.639,0.141,0.484,0.749,0.733,0.274
Diveplane2,51.98795413970947,DT,0.919,0.649,0.742,0.056,0.693,0.843,0.831,0.186
Diveplane2,51.98795413970947,RF,0.95,0.827,0.753,0.022,0.788,0.865,0.851,0.176
Diveplane2,51.98795413970947,LightGBM,0.943,0.831,0.676,0.019,0.745,0.828,0.8,0.23
Diveplane2,51.98795413970947,Adaboost,0.916,0.651,0.686,0.052,0.668,0.817,0.796,0.225
Diveplane2,51.98795413970947,GBDT,0.937,0.772,0.692,0.029,0.73,0.832,0.808,0.219
DS,0.3615751266479492,SVM,0.928,0.963,0.431,0.002,0.596,0.715,0.602,0.402
DS,0.3615751266479492,KNN,0.94,0.841,0.635,0.017,0.724,0.809,0.772,0.258
DS,0.3615751266479492,LR,0.896,0.848,0.187,0.005,0.307,0.591,0.315,0.575
DS,0.3615751266479492,DT,0.938,0.763,0.722,0.032,0.742,0.845,0.828,0.198
DS,0.3615751266479492,RF,0.956,0.929,0.699,0.008,0.798,0.846,0.82,0.213
DS,0.3615751266479492,LightGBM,0.95,0.936,0.639,0.006,0.759,0.816,0.778,0.255
DS,0.3615751266479492,Adaboost,0.939,0.931,0.542,0.006,0.685,0.768,0.701,0.324
DS,0.3615751266479492,GBDT,0.939,0.829,0.632,0.018,0.717,0.807,0.769,0.26
SDV_FASTML,0.43763303756713867,SVM,0.938,0.921,0.545,0.007,0.685,0.769,0.704,0.322
SDV_FASTML,0.43763303756713867,KNN,0.943,0.837,0.669,0.018,0.743,0.825,0.796,0.234
SDV_FASTML,0.43763303756713867,LR,0.891,0.575,0.448,0.047,0.504,0.701,0.61,0.392
SDV_FASTML,0.43763303756713867,DT,0.932,0.733,0.706,0.036,0.719,0.835,0.815,0.21
SDV_FASTML,0.43763303756713867,RF,0.956,0.904,0.722,0.011,0.803,0.856,0.835,0.196
SDV_FASTML,0.43763303756713867,LightGBM,0.951,0.921,0.659,0.008,0.768,0.825,0.792,0.241
SDV_FASTML,0.43763303756713867,Adaboost,0.933,0.815,0.589,0.019,0.683,0.785,0.736,0.291
SDV_FASTML,0.43763303756713867,GBDT,0.941,0.836,0.649,0.018,0.731,0.815,0.781,0.249
SDV_GC,2.617440700531006,SVM,0.938,0.936,0.535,0.005,0.681,0.765,0.696,0.329
SDV_GC,2.617440700531006,KNN,0.944,0.843,0.666,0.017,0.744,0.824,0.794,0.237
SDV_GC,2.617440700531006,LR,0.893,0.685,0.247,0.016,0.364,0.616,0.396,0.532
SDV_GC,2.617440700531006,DT,0.935,0.751,0.706,0.033,0.728,0.836,0.816,0.209
SDV_GC,2.617440700531006,RF,0.956,0.921,0.702,0.008,0.797,0.847,0.822,0.211
SDV_GC,2.617440700531006,LightGBM,0.95,0.932,0.642,0.007,0.76,0.818,0.78,0.253
SDV_GC,2.617440700531006,Adaboost,0.943,0.921,0.585,0.007,0.716,0.789,0.736,0.293
SDV_GC,2.617440700531006,GBDT,0.931,0.777,0.619,0.025,0.689,0.797,0.757,0.27
SDV_GAN,15.269546747207642,SVM,0.896,0.768,0.403,0.02,0.529,0.691,0.571,0.422
SDV_GAN,15.269546747207642,KNN,0.9,0.739,0.47,0.028,0.574,0.721,0.633,0.376
SDV_GAN,15.269546747207642,LR,0.846,0.412,0.155,0.037,0.225,0.559,0.267,0.598
SDV_GAN,15.269546747207642,DT,0.855,0.497,0.481,0.082,0.489,0.699,0.631,0.372
SDV_GAN,15.269546747207642,RF,0.905,0.777,0.481,0.023,0.594,0.729,0.644,0.368
SDV_GAN,15.269546747207642,LightGBM,0.913,0.833,0.497,0.017,0.623,0.74,0.66,0.356
SDV_GAN,15.269546747207642,Adaboost,0.904,0.783,0.459,0.021,0.578,0.719,0.624,0.383
SDV_GAN,15.269546747207642,GBDT,0.897,0.681,0.541,0.043,0.603,0.749,0.692,0.326
DAZZLE1,3901.158680677414,SVM,0.939,0.958,0.532,0.003,0.684,0.764,0.694,0.331
DAZZLE1,3901.158680677414,KNN,0.936,0.81,0.625,0.021,0.706,0.802,0.763,0.265
DAZZLE1,3901.158680677414,LR,0.879,0.512,0.441,0.059,0.474,0.691,0.601,0.397
DAZZLE1,3901.158680677414,DT,0.936,0.747,0.729,0.035,0.738,0.847,0.831,0.193
DAZZLE1,3901.158680677414,RF,0.957,0.933,0.702,0.007,0.802,0.848,0.823,0.211
DAZZLE1,3901.158680677414,LightGBM,0.949,0.919,0.642,0.008,0.756,0.817,0.78,0.253
DAZZLE1,3901.158680677414,Adaboost,0.938,0.882,0.575,0.011,0.696,0.782,0.727,0.3
DAZZLE1,3901.158680677414,GBDT,0.944,0.879,0.632,0.012,0.735,0.81,0.771,0.26
