oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.871,0.667,0.041,0.003,0.077,0.519,0.078,0.678
No,0,KNN,0.845,0.333,0.184,0.056,0.237,0.564,0.308,0.579
No,0,LR,0.874,0.562,0.184,0.022,0.277,0.581,0.309,0.577
No,0,DT,0.791,0.216,0.224,0.123,0.22,0.551,0.357,0.555
No,0,RF,0.874,0.562,0.184,0.022,0.277,0.581,0.309,0.577
No,0,LightGBM,0.863,0.462,0.245,0.043,0.32,0.601,0.39,0.535
No,0,Adaboost,0.85,0.348,0.163,0.046,0.222,0.558,0.279,0.593
No,0,GBDT,0.834,0.356,0.327,0.09,0.34,0.619,0.481,0.48
Random,0.01,SVM,0.745,0.255,0.49,0.216,0.336,0.637,0.603,0.392
Random,0.01,KNN,0.761,0.283,0.531,0.204,0.369,0.663,0.637,0.362
Random,0.01,LR,0.737,0.279,0.633,0.247,0.387,0.693,0.688,0.313
Random,0.01,DT,0.836,0.38,0.388,0.096,0.384,0.646,0.543,0.438
Random,0.01,RF,0.871,0.515,0.347,0.049,0.415,0.649,0.508,0.463
Random,0.01,LightGBM,0.839,0.351,0.265,0.074,0.302,0.596,0.412,0.522
Random,0.01,Adaboost,0.772,0.263,0.408,0.173,0.32,0.618,0.547,0.436
Random,0.01,GBDT,0.826,0.357,0.408,0.111,0.381,0.649,0.559,0.426
ADASYN,0.02,SVM,0.753,0.264,0.49,0.207,0.343,0.642,0.606,0.389
ADASYN,0.02,KNN,0.74,0.265,0.551,0.231,0.358,0.66,0.642,0.357
ADASYN,0.02,LR,0.716,0.256,0.612,0.269,0.361,0.672,0.667,0.334
ADASYN,0.02,DT,0.777,0.242,0.327,0.154,0.278,0.586,0.471,0.489
ADASYN,0.02,RF,0.847,0.413,0.388,0.083,0.4,0.652,0.545,0.437
ADASYN,0.02,LightGBM,0.842,0.381,0.327,0.08,0.352,0.623,0.482,0.48
ADASYN,0.02,Adaboost,0.812,0.309,0.347,0.117,0.327,0.615,0.498,0.469
ADASYN,0.02,GBDT,0.82,0.312,0.306,0.102,0.309,0.602,0.457,0.496
BorderlineSMOTE,0.02,SVM,0.764,0.276,0.49,0.194,0.353,0.648,0.609,0.386
BorderlineSMOTE,0.02,KNN,0.745,0.265,0.531,0.222,0.354,0.654,0.631,0.367
BorderlineSMOTE,0.02,LR,0.724,0.263,0.612,0.259,0.368,0.676,0.67,0.33
BorderlineSMOTE,0.02,DT,0.786,0.246,0.306,0.142,0.273,0.582,0.451,0.501
BorderlineSMOTE,0.02,RF,0.842,0.4,0.408,0.093,0.404,0.658,0.563,0.424
BorderlineSMOTE,0.02,LightGBM,0.847,0.405,0.347,0.077,0.374,0.635,0.504,0.465
BorderlineSMOTE,0.02,Adaboost,0.815,0.315,0.347,0.114,0.33,0.616,0.499,0.469
BorderlineSMOTE,0.02,GBDT,0.85,0.429,0.429,0.086,0.429,0.671,0.583,0.409
SMOTE,0.01,SVM,0.764,0.271,0.469,0.191,0.343,0.639,0.594,0.399
SMOTE,0.01,KNN,0.753,0.283,0.571,0.219,0.378,0.676,0.66,0.34
SMOTE,0.01,LR,0.729,0.25,0.531,0.241,0.34,0.645,0.625,0.373
SMOTE,0.01,DT,0.777,0.226,0.286,0.148,0.252,0.569,0.428,0.516
SMOTE,0.01,RF,0.845,0.4,0.367,0.083,0.383,0.642,0.525,0.451
SMOTE,0.01,LightGBM,0.85,0.405,0.306,0.068,0.349,0.619,0.461,0.493
SMOTE,0.01,Adaboost,0.823,0.361,0.449,0.12,0.4,0.664,0.595,0.399
SMOTE,0.01,GBDT,0.828,0.364,0.408,0.108,0.385,0.65,0.56,0.425
SVMSMOTE,0.04,SVM,0.82,0.32,0.327,0.105,0.323,0.611,0.478,0.482
SVMSMOTE,0.04,KNN,0.777,0.288,0.469,0.176,0.357,0.647,0.598,0.395
SVMSMOTE,0.04,LR,0.794,0.294,0.408,0.148,0.342,0.63,0.552,0.431
SVMSMOTE,0.04,DT,0.767,0.236,0.347,0.17,0.281,0.589,0.489,0.477
SVMSMOTE,0.04,RF,0.861,0.467,0.429,0.074,0.447,0.677,0.586,0.407
SVMSMOTE,0.04,LightGBM,0.847,0.405,0.347,0.077,0.374,0.635,0.504,0.465
SVMSMOTE,0.04,Adaboost,0.831,0.333,0.286,0.086,0.308,0.6,0.435,0.509
SVMSMOTE,0.04,GBDT,0.834,0.362,0.347,0.093,0.354,0.627,0.502,0.466
SMOTUNED,37.1,SVM,0.761,0.273,0.49,0.198,0.35,0.646,0.608,0.387
SMOTUNED,27.89,KNN,0.767,0.321,0.694,0.222,0.439,0.736,0.733,0.267
SMOTUNED,789.88,LR,0.732,0.27,0.612,0.25,0.375,0.681,0.674,0.326
SMOTUNED,37.93,DT,0.697,0.229,0.551,0.281,0.323,0.635,0.624,0.374
SMOTUNED,238.56,RF,0.78,0.323,0.612,0.194,0.423,0.709,0.696,0.307
SMOTUNED,863.26,LightGBM,0.732,0.257,0.551,0.241,0.351,0.655,0.639,0.36
SMOTUNED,248.08,Adaboost,0.777,0.302,0.531,0.185,0.385,0.673,0.643,0.357
SMOTUNED,451.17,GBDT,0.716,0.268,0.673,0.278,0.384,0.698,0.697,0.303
DAZZLE,1165.93,SVM,0.869,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1165.93,KNN,0.646,0.157,0.388,0.315,0.224,0.536,0.495,0.487
DAZZLE,1165.93,LR,0.617,0.178,0.531,0.37,0.267,0.58,0.576,0.423
DAZZLE,1165.93,DT,0.491,0.156,0.653,0.534,0.252,0.56,0.544,0.45
DAZZLE,1165.93,RF,0.504,0.185,0.816,0.543,0.302,0.637,0.586,0.405
DAZZLE,1165.93,LightGBM,0.788,0.159,0.143,0.114,0.151,0.514,0.246,0.611
DAZZLE,1165.93,Adaboost,0.82,0.125,0.061,0.065,0.082,0.498,0.115,0.665
DAZZLE,1165.93,GBDT,0.45,0.161,0.755,0.596,0.265,0.58,0.527,0.455
WGAN,76.03,SVM,0.855,0.0,0.0,0.015,0.0,0.492,0.0,0.707
WGAN,76.03,KNN,0.657,0.174,0.429,0.309,0.247,0.56,0.529,0.459
WGAN,76.03,LR,0.732,0.213,0.388,0.216,0.275,0.586,0.519,0.459
WGAN,76.03,DT,0.236,0.142,0.959,0.873,0.248,0.543,0.224,0.618
WGAN,76.03,RF,0.142,0.133,1.0,0.988,0.234,0.506,0.024,0.698
WGAN,76.03,LightGBM,0.56,0.098,0.286,0.398,0.146,0.444,0.387,0.578
WGAN,76.03,Adaboost,0.257,0.144,0.939,0.846,0.249,0.547,0.265,0.6
WGAN,76.03,GBDT,0.228,0.141,0.959,0.883,0.246,0.538,0.209,0.625
RP,1.2521672248840332,SVM,0.748,0.282,0.592,0.228,0.382,0.682,0.67,0.331
RP,1.2521672248840332,KNN,0.756,0.286,0.571,0.216,0.381,0.678,0.661,0.339
RP,1.2521672248840332,LR,0.71,0.248,0.592,0.272,0.349,0.66,0.653,0.347
RP,1.2521672248840332,DT,0.815,0.344,0.449,0.13,0.389,0.66,0.592,0.4
RP,1.2521672248840332,RF,0.828,0.364,0.408,0.108,0.385,0.65,0.56,0.425
RP,1.2521672248840332,LightGBM,0.85,0.419,0.367,0.077,0.391,0.645,0.526,0.451
RP,1.2521672248840332,Adaboost,0.836,0.385,0.408,0.099,0.396,0.655,0.562,0.424
RP,1.2521672248840332,GBDT,0.831,0.383,0.469,0.114,0.422,0.678,0.614,0.384
Howso1,76.54569888114929,SVM,0.678,0.248,0.714,0.327,0.368,0.694,0.693,0.307
Howso1,76.54569888114929,KNN,0.708,0.269,0.714,0.293,0.391,0.711,0.711,0.289
Howso1,76.54569888114929,LR,0.665,0.236,0.694,0.34,0.352,0.677,0.677,0.323
Howso1,76.54569888114929,DT,0.678,0.237,0.653,0.318,0.348,0.668,0.667,0.333
Howso1,76.54569888114929,RF,0.748,0.304,0.714,0.247,0.427,0.734,0.733,0.267
Howso1,76.54569888114929,LightGBM,0.732,0.274,0.633,0.253,0.383,0.69,0.685,0.315
Howso1,76.54569888114929,Adaboost,0.7,0.256,0.673,0.296,0.371,0.689,0.688,0.312
Howso1,76.54569888114929,GBDT,0.729,0.276,0.653,0.259,0.388,0.697,0.694,0.306
Howso2,66.01367974281311,SVM,0.748,0.277,0.571,0.225,0.373,0.673,0.658,0.342
Howso2,66.01367974281311,KNN,0.815,0.315,0.347,0.114,0.33,0.616,0.499,0.469
Howso2,66.01367974281311,LR,0.681,0.246,0.694,0.321,0.364,0.686,0.686,0.314
Howso2,66.01367974281311,DT,0.786,0.246,0.306,0.142,0.273,0.582,0.451,0.501
Howso2,66.01367974281311,RF,0.853,0.435,0.408,0.08,0.421,0.664,0.565,0.422
Howso2,66.01367974281311,LightGBM,0.855,0.419,0.265,0.056,0.325,0.605,0.414,0.521
Howso2,66.01367974281311,Adaboost,0.845,0.385,0.306,0.074,0.341,0.616,0.46,0.493
Howso2,66.01367974281311,GBDT,0.845,0.4,0.367,0.083,0.383,0.642,0.525,0.451
DS,0.3739919662475586,SVM,0.871,0.667,0.041,0.003,0.077,0.519,0.078,0.678
DS,0.3739919662475586,KNN,0.853,0.385,0.204,0.049,0.267,0.577,0.336,0.564
DS,0.3739919662475586,LR,0.877,0.615,0.163,0.015,0.258,0.574,0.28,0.592
DS,0.3739919662475586,DT,0.815,0.328,0.388,0.12,0.355,0.634,0.538,0.441
