oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.869,0.5,0.02,0.003,0.039,0.509,0.04,0.693
No,0,KNN,0.853,0.375,0.184,0.046,0.247,0.569,0.308,0.578
No,0,LR,0.861,0.333,0.061,0.019,0.103,0.521,0.115,0.664
No,0,DT,0.842,0.386,0.347,0.083,0.366,0.632,0.503,0.466
No,0,RF,0.866,0.455,0.102,0.019,0.167,0.542,0.185,0.635
No,0,LightGBM,0.863,0.444,0.163,0.031,0.239,0.566,0.279,0.592
No,0,Adaboost,0.858,0.375,0.122,0.031,0.185,0.546,0.217,0.621
No,0,GBDT,0.839,0.359,0.286,0.077,0.318,0.604,0.436,0.508
Random,0.01,SVM,0.708,0.246,0.592,0.275,0.347,0.659,0.652,0.348
Random,0.01,KNN,0.769,0.253,0.388,0.173,0.306,0.607,0.528,0.45
Random,0.01,LR,0.7,0.211,0.469,0.265,0.291,0.602,0.573,0.42
Random,0.01,DT,0.796,0.279,0.347,0.136,0.309,0.606,0.495,0.472
Random,0.01,RF,0.874,0.55,0.224,0.028,0.319,0.598,0.365,0.549
Random,0.01,LightGBM,0.839,0.333,0.224,0.068,0.268,0.578,0.362,0.55
Random,0.01,Adaboost,0.729,0.217,0.408,0.222,0.284,0.593,0.535,0.447
Random,0.01,GBDT,0.828,0.317,0.265,0.086,0.289,0.589,0.411,0.523
ADASYN,0.03,SVM,0.716,0.234,0.51,0.253,0.321,0.629,0.606,0.39
ADASYN,0.03,KNN,0.777,0.302,0.531,0.185,0.385,0.673,0.643,0.357
ADASYN,0.03,LR,0.697,0.204,0.449,0.265,0.28,0.592,0.557,0.432
ADASYN,0.03,DT,0.737,0.182,0.286,0.194,0.222,0.546,0.422,0.523
ADASYN,0.03,RF,0.845,0.395,0.347,0.08,0.37,0.633,0.504,0.465
ADASYN,0.03,LightGBM,0.861,0.452,0.286,0.052,0.35,0.617,0.439,0.506
ADASYN,0.03,Adaboost,0.802,0.288,0.347,0.13,0.315,0.609,0.496,0.471
ADASYN,0.03,GBDT,0.836,0.375,0.367,0.093,0.371,0.637,0.523,0.452
BorderlineSMOTE,0.03,SVM,0.748,0.263,0.51,0.216,0.347,0.647,0.618,0.379
BorderlineSMOTE,0.03,KNN,0.786,0.309,0.51,0.173,0.385,0.669,0.631,0.367
BorderlineSMOTE,0.03,LR,0.721,0.233,0.49,0.244,0.316,0.623,0.595,0.4
BorderlineSMOTE,0.03,DT,0.78,0.254,0.347,0.154,0.293,0.596,0.492,0.475
BorderlineSMOTE,0.03,RF,0.85,0.405,0.306,0.068,0.349,0.619,0.461,0.493
BorderlineSMOTE,0.03,LightGBM,0.85,0.394,0.265,0.062,0.317,0.602,0.414,0.521
BorderlineSMOTE,0.03,Adaboost,0.804,0.278,0.306,0.12,0.291,0.593,0.454,0.498
BorderlineSMOTE,0.03,GBDT,0.826,0.3,0.245,0.086,0.27,0.579,0.386,0.537
SMOTE,0.01,SVM,0.751,0.28,0.571,0.222,0.376,0.675,0.659,0.341
SMOTE,0.01,KNN,0.761,0.267,0.469,0.194,0.341,0.637,0.593,0.4
SMOTE,0.01,LR,0.7,0.211,0.469,0.265,0.291,0.602,0.573,0.42
SMOTE,0.01,DT,0.783,0.258,0.347,0.151,0.296,0.598,0.493,0.474
SMOTE,0.01,RF,0.842,0.375,0.306,0.077,0.337,0.614,0.46,0.494
SMOTE,0.01,LightGBM,0.861,0.448,0.265,0.049,0.333,0.608,0.415,0.521
SMOTE,0.01,Adaboost,0.826,0.318,0.286,0.093,0.301,0.597,0.435,0.509
SMOTE,0.01,GBDT,0.85,0.41,0.327,0.071,0.364,0.628,0.483,0.479
SVMSMOTE,0.06,SVM,0.794,0.241,0.265,0.127,0.252,0.569,0.407,0.527
SVMSMOTE,0.06,KNN,0.772,0.227,0.306,0.157,0.261,0.574,0.449,0.503
SVMSMOTE,0.06,LR,0.759,0.227,0.347,0.179,0.274,0.584,0.488,0.479
SVMSMOTE,0.06,DT,0.769,0.247,0.367,0.17,0.295,0.599,0.509,0.463
SVMSMOTE,0.06,RF,0.842,0.353,0.245,0.068,0.289,0.588,0.388,0.536
SVMSMOTE,0.06,LightGBM,0.863,0.462,0.245,0.043,0.32,0.601,0.39,0.535
SVMSMOTE,0.06,Adaboost,0.812,0.286,0.286,0.108,0.286,0.589,0.433,0.511
SVMSMOTE,0.06,GBDT,0.82,0.327,0.347,0.108,0.337,0.619,0.5,0.468
SMOTUNED,45.95,SVM,0.721,0.252,0.571,0.256,0.35,0.658,0.646,0.353
SMOTUNED,32.45,KNN,0.735,0.255,0.531,0.235,0.344,0.648,0.627,0.371
SMOTUNED,760.2,LR,0.718,0.241,0.531,0.253,0.331,0.639,0.62,0.377
SMOTUNED,38.22,DT,0.67,0.211,0.551,0.312,0.305,0.62,0.612,0.386
SMOTUNED,201.86,RF,0.716,0.248,0.571,0.262,0.346,0.655,0.644,0.355
SMOTUNED,196.75,LightGBM,0.737,0.291,0.694,0.256,0.41,0.719,0.718,0.282
SMOTUNED,228.6,Adaboost,0.697,0.204,0.449,0.265,0.28,0.592,0.557,0.432
SMOTUNED,421.51,GBDT,0.761,0.256,0.429,0.188,0.321,0.62,0.561,0.425
DAZZLE,750.37,SVM,0.169,0.134,0.98,0.954,0.236,0.513,0.088,0.675
DAZZLE,750.37,KNN,0.244,0.13,0.837,0.846,0.225,0.496,0.261,0.609
DAZZLE,750.37,LR,0.416,0.149,0.735,0.633,0.248,0.551,0.49,0.485
DAZZLE,750.37,DT,0.394,0.156,0.816,0.67,0.261,0.573,0.47,0.491
DAZZLE,750.37,RF,0.389,0.152,0.796,0.673,0.255,0.562,0.464,0.497
DAZZLE,750.37,LightGBM,0.544,0.169,0.633,0.469,0.267,0.582,0.577,0.421
DAZZLE,750.37,Adaboost,0.466,0.162,0.735,0.574,0.266,0.58,0.539,0.447
DAZZLE,750.37,GBDT,0.324,0.154,0.918,0.765,0.263,0.576,0.374,0.544
WGAN,46.71,SVM,0.853,0.125,0.02,0.022,0.035,0.499,0.04,0.693
WGAN,46.71,KNN,0.357,0.148,0.816,0.713,0.25,0.552,0.425,0.521
WGAN,46.71,LR,0.499,0.141,0.551,0.509,0.224,0.521,0.519,0.48
WGAN,46.71,DT,0.705,0.123,0.204,0.219,0.154,0.492,0.324,0.584
WGAN,46.71,RF,0.448,0.157,0.735,0.596,0.259,0.57,0.522,0.461
WGAN,46.71,LightGBM,0.633,0.199,0.592,0.361,0.297,0.615,0.614,0.385
WGAN,46.71,Adaboost,0.316,0.142,0.837,0.762,0.243,0.537,0.37,0.551
WGAN,46.71,GBDT,0.399,0.143,0.714,0.648,0.238,0.533,0.471,0.501
RP,0.8917491436004639,SVM,0.692,0.225,0.551,0.287,0.32,0.632,0.622,0.377
RP,0.8917491436004639,KNN,0.767,0.279,0.49,0.191,0.356,0.649,0.61,0.385
RP,0.8917491436004639,LR,0.71,0.229,0.51,0.259,0.316,0.625,0.604,0.392
RP,0.8917491436004639,DT,0.783,0.271,0.388,0.157,0.319,0.615,0.531,0.447
RP,0.8917491436004639,RF,0.845,0.395,0.347,0.08,0.37,0.633,0.504,0.465
RP,0.8917491436004639,LightGBM,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
RP,0.8917491436004639,Adaboost,0.836,0.375,0.367,0.093,0.371,0.637,0.523,0.452
RP,0.8917491436004639,GBDT,0.823,0.319,0.306,0.099,0.312,0.604,0.457,0.496
Diveplane1,47.33275818824768,SVM,0.643,0.212,0.633,0.355,0.318,0.639,0.639,0.361
Diveplane1,47.33275818824768,KNN,0.71,0.234,0.531,0.262,0.325,0.634,0.617,0.38
Diveplane1,47.33275818824768,LR,0.676,0.227,0.612,0.315,0.331,0.649,0.647,0.353
Diveplane1,47.33275818824768,DT,0.649,0.241,0.776,0.37,0.367,0.703,0.695,0.306
Diveplane1,47.33275818824768,RF,0.708,0.237,0.551,0.269,0.331,0.641,0.629,0.37
Diveplane1,47.33275818824768,LightGBM,0.718,0.259,0.612,0.265,0.364,0.673,0.668,0.332
Diveplane1,47.33275818824768,Adaboost,0.633,0.211,0.653,0.37,0.318,0.641,0.641,0.359
Diveplane1,47.33275818824768,GBDT,0.692,0.23,0.571,0.29,0.327,0.641,0.633,0.366
Diveplane2,43.87142491340637,SVM,0.692,0.23,0.571,0.29,0.327,0.641,0.633,0.366
Diveplane2,43.87142491340637,KNN,0.786,0.282,0.408,0.157,0.333,0.625,0.55,0.433
Diveplane2,43.87142491340637,LR,0.678,0.202,0.49,0.293,0.286,0.598,0.579,0.416
Diveplane2,43.87142491340637,DT,0.788,0.2,0.204,0.123,0.202,0.54,0.331,0.57
Diveplane2,43.87142491340637,RF,0.831,0.341,0.306,0.09,0.323,0.608,0.458,0.495
Diveplane2,43.87142491340637,LightGBM,0.842,0.361,0.265,0.071,0.306,0.597,0.413,0.522
Diveplane2,43.87142491340637,Adaboost,0.807,0.244,0.224,0.105,0.234,0.56,0.359,0.553
Diveplane2,43.87142491340637,GBDT,0.82,0.263,0.204,0.086,0.23,0.559,0.334,0.566
DS,0.29099607467651367,SVM,0.866,0.333,0.02,0.006,0.038,0.507,0.04,0.693
DS,0.29099607467651367,KNN,0.847,0.318,0.143,0.046,0.197,0.548,0.248,0.607
DS,0.29099607467651367,LR,0.863,0.4,0.082,0.019,0.136,0.532,0.151,0.65
DS,0.29099607467651367,DT,0.812,0.294,0.306,0.111,0.3,0.598,0.455,0.497
DS,0.29099607467651367,RF,0.871,0.538,0.143,0.019,0.226,0.562,0.249,0.606
DS,0.29099607467651367,LightGBM,0.858,0.389,0.143,0.034,0.209,0.554,0.249,0.607
DS,0.29099607467651367,Adaboost,0.845,0.304,0.143,0.049,0.194,0.547,0.248,0.607
DS,0.29099607467651367,GBDT,0.834,0.324,0.245,0.077,0.279,0.584,0.387,0.537
SDV_FASTML,0.5652940273284912,SVM,0.866,0.462,0.122,0.022,0.194,0.55,0.218,0.621
SDV_FASTML,0.5652940273284912,KNN,0.853,0.4,0.245,0.056,0.304,0.595,0.389,0.535
SDV_FASTML,0.5652940273284912,LR,0.839,0.28,0.143,0.056,0.189,0.544,0.248,0.607
SDV_FASTML,0.5652940273284912,DT,0.775,0.203,0.245,0.145,0.222,0.55,0.381,0.544
SDV_FASTML,0.5652940273284912,RF,0.874,0.556,0.204,0.025,0.299,0.59,0.338,0.563
SDV_FASTML,0.5652940273284912,LightGBM,0.869,0.5,0.224,0.034,0.31,0.595,0.364,0.549
SDV_FASTML,0.5652940273284912,Adaboost,0.839,0.323,0.204,0.065,0.25,0.57,0.335,0.565
SDV_FASTML,0.5652940273284912,GBDT,0.834,0.349,0.306,0.086,0.326,0.61,0.459,0.494
SDV_GC,4.179692506790161,SVM,0.85,0.231,0.061,0.031,0.097,0.515,0.115,0.664
SDV_GC,4.179692506790161,KNN,0.842,0.321,0.184,0.059,0.234,0.563,0.307,0.579
SDV_GC,4.179692506790161,LR,0.869,0.5,0.143,0.022,0.222,0.561,0.249,0.606
SDV_GC,4.179692506790161,DT,0.823,0.302,0.265,0.093,0.283,0.586,0.411,0.524
SDV_GC,4.179692506790161,RF,0.861,0.412,0.143,0.031,0.212,0.556,0.249,0.606
SDV_GC,4.179692506790161,LightGBM,0.866,0.478,0.224,0.037,0.306,0.594,0.364,0.549
SDV_GC,4.179692506790161,Adaboost,0.861,0.412,0.143,0.031,0.212,0.556,0.249,0.606
SDV_GC,4.179692506790161,GBDT,0.823,0.257,0.184,0.08,0.214,0.552,0.306,0.58
SDV_GAN,25.19015860557556,SVM,0.853,0.286,0.082,0.031,0.127,0.525,0.151,0.65
SDV_GAN,25.19015860557556,KNN,0.847,0.333,0.163,0.049,0.219,0.557,0.279,0.593
SDV_GAN,25.19015860557556,LR,0.863,0.375,0.061,0.015,0.105,0.523,0.115,0.664
SDV_GAN,25.19015860557556,DT,0.799,0.276,0.327,0.13,0.299,0.598,0.475,0.485
SDV_GAN,25.19015860557556,RF,0.863,0.444,0.163,0.031,0.239,0.566,0.279,0.592
SDV_GAN,25.19015860557556,LightGBM,0.853,0.35,0.143,0.04,0.203,0.551,0.249,0.607
SDV_GAN,25.19015860557556,Adaboost,0.85,0.348,0.163,0.046,0.222,0.558,0.279,0.593
SDV_GAN,25.19015860557556,GBDT,0.834,0.324,0.245,0.077,0.279,0.584,0.387,0.537
DAZZLE1,472.3553726673126,SVM,0.866,0.429,0.061,0.012,0.107,0.524,0.115,0.664
DAZZLE1,472.3553726673126,KNN,0.836,0.286,0.163,0.062,0.208,0.551,0.278,0.593
DAZZLE1,472.3553726673126,LR,0.807,0.22,0.184,0.099,0.2,0.542,0.305,0.581
DAZZLE1,472.3553726673126,DT,0.796,0.255,0.286,0.127,0.269,0.58,0.431,0.513
DAZZLE1,472.3553726673126,RF,0.863,0.438,0.143,0.028,0.215,0.558,0.249,0.606
DAZZLE1,472.3553726673126,LightGBM,0.858,0.375,0.122,0.031,0.185,0.546,0.217,0.621
DAZZLE1,472.3553726673126,Adaboost,0.853,0.312,0.102,0.034,0.154,0.534,0.185,0.635
DAZZLE1,472.3553726673126,GBDT,0.839,0.392,0.408,0.096,0.4,0.656,0.562,0.424
DAZZLE2,739.2068729400635,SVM,0.866,0.467,0.143,0.025,0.219,0.559,0.249,0.606
DAZZLE2,739.2068729400635,KNN,0.831,0.25,0.143,0.065,0.182,0.539,0.248,0.608
