oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.863,0.25,0.02,0.009,0.038,0.506,0.04,0.693
No,0,KNN,0.85,0.379,0.224,0.056,0.282,0.584,0.363,0.55
No,0,LR,0.877,0.667,0.122,0.009,0.207,0.557,0.218,0.621
No,0,DT,0.818,0.321,0.347,0.111,0.333,0.618,0.499,0.468
No,0,RF,0.885,0.688,0.224,0.015,0.338,0.605,0.366,0.548
No,0,LightGBM,0.893,0.714,0.306,0.019,0.429,0.644,0.467,0.491
No,0,Adaboost,0.866,0.481,0.265,0.043,0.342,0.611,0.415,0.52
No,0,GBDT,0.869,0.5,0.429,0.065,0.462,0.682,0.588,0.407
Random,0.01,SVM,0.724,0.255,0.571,0.253,0.352,0.659,0.647,0.352
Random,0.01,KNN,0.791,0.337,0.612,0.182,0.435,0.715,0.7,0.303
Random,0.01,LR,0.748,0.297,0.673,0.241,0.413,0.716,0.714,0.287
Random,0.01,DT,0.831,0.36,0.367,0.099,0.364,0.634,0.522,0.453
Random,0.01,RF,0.877,0.548,0.347,0.043,0.425,0.652,0.509,0.463
Random,0.01,LightGBM,0.885,0.615,0.327,0.031,0.427,0.648,0.488,0.477
Random,0.01,Adaboost,0.796,0.348,0.633,0.179,0.449,0.727,0.715,0.289
Random,0.01,GBDT,0.847,0.433,0.531,0.105,0.477,0.713,0.666,0.34
ADASYN,0.01,SVM,0.764,0.281,0.51,0.198,0.362,0.656,0.624,0.373
ADASYN,0.01,KNN,0.761,0.315,0.694,0.228,0.433,0.733,0.731,0.27
ADASYN,0.01,LR,0.705,0.252,0.633,0.284,0.36,0.674,0.672,0.328
ADASYN,0.01,DT,0.823,0.34,0.367,0.108,0.353,0.63,0.52,0.454
ADASYN,0.01,RF,0.869,0.5,0.408,0.062,0.449,0.673,0.569,0.421
ADASYN,0.01,LightGBM,0.871,0.516,0.327,0.046,0.4,0.64,0.486,0.477
ADASYN,0.01,Adaboost,0.818,0.344,0.429,0.123,0.382,0.653,0.576,0.413
ADASYN,0.01,GBDT,0.839,0.396,0.429,0.099,0.412,0.665,0.581,0.41
BorderlineSMOTE,0.01,SVM,0.775,0.299,0.531,0.188,0.382,0.671,0.642,0.358
BorderlineSMOTE,0.01,KNN,0.791,0.347,0.673,0.191,0.458,0.741,0.735,0.268
