oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.871,1.0,0.02,0.0,0.04,0.51,0.04,0.693
No,0,KNN,0.845,0.345,0.204,0.059,0.256,0.573,0.335,0.564
No,0,LR,0.877,0.615,0.163,0.015,0.258,0.574,0.28,0.592
No,0,DT,0.802,0.288,0.347,0.13,0.315,0.609,0.496,0.471
No,0,RF,0.885,0.714,0.204,0.012,0.317,0.596,0.338,0.563
No,0,LightGBM,0.874,0.542,0.265,0.034,0.356,0.616,0.416,0.52
No,0,Adaboost,0.861,0.435,0.204,0.04,0.278,0.582,0.337,0.564
No,0,GBDT,0.828,0.297,0.224,0.08,0.256,0.572,0.361,0.551
Random,0.01,SVM,0.729,0.25,0.531,0.241,0.34,0.645,0.625,0.373
Random,0.01,KNN,0.802,0.319,0.449,0.145,0.373,0.652,0.589,0.403
Random,0.01,LR,0.681,0.213,0.531,0.296,0.304,0.617,0.605,0.393
Random,0.01,DT,0.81,0.333,0.449,0.136,0.383,0.657,0.591,0.401
Random,0.01,RF,0.882,0.593,0.327,0.034,0.421,0.646,0.488,0.477
Random,0.01,LightGBM,0.855,0.429,0.306,0.062,0.357,0.622,0.462,0.493
Random,0.01,Adaboost,0.78,0.286,0.449,0.17,0.349,0.64,0.583,0.408
Random,0.01,GBDT,0.861,0.463,0.388,0.068,0.422,0.66,0.548,0.436
ADASYN,0.02,SVM,0.788,0.303,0.469,0.164,0.368,0.653,0.601,0.393
ADASYN,0.02,KNN,0.794,0.341,0.612,0.179,0.438,0.717,0.701,0.302
ADASYN,0.02,LR,0.692,0.22,0.531,0.284,0.311,0.623,0.61,0.388
ADASYN,0.02,DT,0.78,0.23,0.286,0.145,0.255,0.57,0.428,0.515
ADASYN,0.02,RF,0.885,0.579,0.449,0.049,0.506,0.7,0.61,0.391
ADASYN,0.02,LightGBM,0.885,0.583,0.429,0.046,0.494,0.691,0.591,0.405
ADASYN,0.02,Adaboost,0.826,0.346,0.367,0.105,0.356,0.631,0.521,0.453
ADASYN,0.02,GBDT,0.834,0.373,0.388,0.099,0.38,0.644,0.542,0.439
BorderlineSMOTE,0.02,SVM,0.794,0.325,0.531,0.167,0.403,0.682,0.648,0.352
BorderlineSMOTE,0.02,KNN,0.791,0.329,0.571,0.176,0.418,0.698,0.675,0.328
BorderlineSMOTE,0.02,LR,0.7,0.226,0.531,0.275,0.317,0.628,0.613,0.385
BorderlineSMOTE,0.02,DT,0.783,0.289,0.449,0.167,0.352,0.641,0.584,0.407
BorderlineSMOTE,0.02,RF,0.879,0.55,0.449,0.056,0.494,0.697,0.609,0.392
BorderlineSMOTE,0.02,LightGBM,0.885,0.575,0.469,0.052,0.517,0.708,0.628,0.377
BorderlineSMOTE,0.02,Adaboost,0.818,0.327,0.367,0.114,0.346,0.627,0.519,0.455
BorderlineSMOTE,0.02,GBDT,0.834,0.373,0.388,0.099,0.38,0.644,0.542,0.439
SMOTE,0.01,SVM,0.807,0.333,0.469,0.142,0.39,0.664,0.607,0.388
SMOTE,0.01,KNN,0.81,0.366,0.612,0.16,0.458,0.726,0.708,0.297
SMOTE,0.01,LR,0.697,0.229,0.551,0.281,0.323,0.635,0.624,0.374
SMOTE,0.01,DT,0.796,0.315,0.469,0.154,0.377,0.658,0.604,0.391
SMOTE,0.01,RF,0.863,0.479,0.469,0.077,0.474,0.696,0.622,0.379
SMOTE,0.01,LightGBM,0.879,0.55,0.449,0.056,0.494,0.697,0.609,0.392
SMOTE,0.01,Adaboost,0.826,0.34,0.347,0.102,0.343,0.623,0.501,0.467
SMOTE,0.01,GBDT,0.847,0.4,0.327,0.074,0.36,0.626,0.483,0.479
SVMSMOTE,0.04,SVM,0.834,0.349,0.306,0.086,0.326,0.61,0.459,0.494
SVMSMOTE,0.04,KNN,0.802,0.302,0.388,0.136,0.339,0.626,0.535,0.443
SVMSMOTE,0.04,LR,0.81,0.328,0.429,0.133,0.372,0.648,0.574,0.415
SVMSMOTE,0.04,DT,0.761,0.214,0.306,0.17,0.252,0.568,0.447,0.505
SVMSMOTE,0.04,RF,0.877,0.543,0.388,0.049,0.452,0.669,0.551,0.434
SVMSMOTE,0.04,LightGBM,0.871,0.513,0.408,0.059,0.455,0.675,0.569,0.421
SVMSMOTE,0.04,Adaboost,0.826,0.34,0.347,0.102,0.343,0.623,0.501,0.467
SVMSMOTE,0.04,GBDT,0.828,0.358,0.388,0.105,0.373,0.641,0.541,0.439
SMOTUNED,40.14,SVM,0.716,0.248,0.571,0.262,0.346,0.655,0.644,0.355
SMOTUNED,28.63,KNN,0.767,0.293,0.551,0.201,0.383,0.675,0.652,0.348
SMOTUNED,701.9,LR,0.665,0.212,0.571,0.321,0.309,0.625,0.621,0.379
SMOTUNED,33.91,DT,0.689,0.24,0.633,0.302,0.348,0.665,0.664,0.336
SMOTUNED,191.78,RF,0.735,0.255,0.531,0.235,0.344,0.648,0.627,0.371
SMOTUNED,75.47,LightGBM,0.745,0.279,0.592,0.231,0.379,0.68,0.669,0.332
SMOTUNED,219.6,Adaboost,0.748,0.253,0.469,0.21,0.329,0.63,0.589,0.403
SMOTUNED,425.07,GBDT,0.777,0.311,0.571,0.191,0.403,0.69,0.67,0.332
DAZZLE,697.68,SVM,0.842,0.0,0.0,0.031,0.0,0.485,0.0,0.707
DAZZLE,697.68,KNN,0.386,0.137,0.694,0.66,0.229,0.517,0.456,0.515
DAZZLE,697.68,LR,0.737,0.19,0.306,0.198,0.234,0.554,0.443,0.51
DAZZLE,697.68,DT,0.394,0.077,0.327,0.596,0.124,0.365,0.361,0.636
DAZZLE,697.68,RF,0.335,0.136,0.755,0.728,0.23,0.513,0.4,0.543
DAZZLE,697.68,LightGBM,0.45,0.149,0.673,0.583,0.244,0.545,0.515,0.473
DAZZLE,697.68,Adaboost,0.839,0.077,0.02,0.037,0.032,0.492,0.04,0.693
DAZZLE,697.68,GBDT,0.158,0.129,0.939,0.96,0.227,0.489,0.077,0.68
WGAN,47.83,SVM,0.853,0.0,0.0,0.019,0.0,0.491,0.0,0.707
WGAN,47.83,KNN,0.354,0.125,0.653,0.691,0.21,0.481,0.419,0.547
WGAN,47.83,LR,0.413,0.14,0.673,0.627,0.232,0.523,0.48,0.5
WGAN,47.83,DT,0.324,0.128,0.714,0.735,0.217,0.49,0.387,0.557
WGAN,47.83,RF,0.172,0.129,0.918,0.941,0.226,0.489,0.11,0.668
WGAN,47.83,LightGBM,0.244,0.142,0.939,0.861,0.246,0.539,0.242,0.61
WGAN,47.83,Adaboost,0.804,0.1,0.061,0.083,0.076,0.489,0.115,0.666
WGAN,47.83,GBDT,0.263,0.14,0.898,0.833,0.242,0.532,0.281,0.594
RP,0.8966732025146484,SVM,0.732,0.248,0.51,0.235,0.333,0.638,0.612,0.384
RP,0.8966732025146484,KNN,0.796,0.333,0.551,0.167,0.415,0.692,0.663,0.339
RP,0.8966732025146484,LR,0.673,0.213,0.551,0.309,0.307,0.621,0.613,0.385
RP,0.8966732025146484,DT,0.807,0.283,0.306,0.117,0.294,0.594,0.455,0.498
RP,0.8966732025146484,RF,0.847,0.42,0.429,0.09,0.424,0.67,0.583,0.409
RP,0.8966732025146484,LightGBM,0.882,0.571,0.408,0.046,0.476,0.681,0.572,0.42
RP,0.8966732025146484,Adaboost,0.831,0.365,0.388,0.102,0.376,0.643,0.542,0.439
RP,0.8966732025146484,GBDT,0.828,0.333,0.306,0.093,0.319,0.607,0.458,0.495
Howso1,56.29312443733215,SVM,0.649,0.219,0.653,0.352,0.328,0.651,0.651,0.349
Howso1,56.29312443733215,KNN,0.67,0.215,0.571,0.315,0.313,0.628,0.623,0.376
Howso1,56.29312443733215,LR,0.657,0.22,0.633,0.34,0.326,0.647,0.646,0.354
Howso1,56.29312443733215,DT,0.66,0.2,0.531,0.321,0.291,0.605,0.596,0.402
Howso1,56.29312443733215,RF,0.705,0.239,0.571,0.275,0.337,0.648,0.639,0.36
Howso1,56.29312443733215,LightGBM,0.748,0.286,0.612,0.231,0.39,0.69,0.682,0.319
Howso1,56.29312443733215,Adaboost,0.678,0.237,0.653,0.318,0.348,0.668,0.667,0.333
Howso1,56.29312443733215,GBDT,0.737,0.242,0.469,0.222,0.319,0.624,0.585,0.407
Howso2,52.157360792160034,SVM,0.732,0.248,0.51,0.235,0.333,0.638,0.612,0.384
Howso2,52.157360792160034,KNN,0.82,0.333,0.367,0.111,0.35,0.628,0.52,0.454
Howso2,52.157360792160034,LR,0.689,0.218,0.531,0.287,0.31,0.622,0.608,0.389
Howso2,52.157360792160034,DT,0.802,0.324,0.469,0.148,0.383,0.661,0.605,0.39
Howso2,52.157360792160034,RF,0.861,0.463,0.388,0.068,0.422,0.66,0.548,0.436
Howso2,52.157360792160034,LightGBM,0.866,0.478,0.224,0.037,0.306,0.594,0.364,0.549
Howso2,52.157360792160034,Adaboost,0.836,0.35,0.286,0.08,0.315,0.603,0.436,0.508
Howso2,52.157360792160034,GBDT,0.842,0.375,0.306,0.077,0.337,0.614,0.46,0.494
DS,0.32158923149108887,SVM,0.869,0.5,0.02,0.003,0.039,0.509,0.04,0.693
DS,0.32158923149108887,KNN,0.853,0.364,0.163,0.043,0.225,0.56,0.279,0.592
DS,0.32158923149108887,LR,0.879,0.7,0.143,0.009,0.237,0.567,0.25,0.606
DS,0.32158923149108887,DT,0.783,0.25,0.327,0.148,0.283,0.589,0.472,0.488
DS,0.32158923149108887,RF,0.885,0.688,0.224,0.015,0.338,0.605,0.366,0.548
DS,0.32158923149108887,LightGBM,0.871,0.52,0.265,0.037,0.351,0.614,0.416,0.52
DS,0.32158923149108887,Adaboost,0.853,0.393,0.224,0.052,0.286,0.586,0.363,0.55
DS,0.32158923149108887,GBDT,0.826,0.3,0.245,0.086,0.27,0.579,0.386,0.537
SDV_FASTML,0.5782408714294434,SVM,0.869,0.5,0.143,0.022,0.222,0.561,0.249,0.606
SDV_FASTML,0.5782408714294434,KNN,0.847,0.389,0.286,0.068,0.329,0.609,0.437,0.507
SDV_FASTML,0.5782408714294434,LR,0.847,0.367,0.224,0.059,0.278,0.583,0.363,0.55
SDV_FASTML,0.5782408714294434,DT,0.812,0.309,0.347,0.117,0.327,0.615,0.498,0.469
SDV_FASTML,0.5782408714294434,RF,0.866,0.483,0.286,0.046,0.359,0.62,0.44,0.506
SDV_FASTML,0.5782408714294434,LightGBM,0.853,0.406,0.265,0.059,0.321,0.603,0.414,0.521
SDV_FASTML,0.5782408714294434,Adaboost,0.853,0.385,0.204,0.049,0.267,0.577,0.336,0.564
SDV_FASTML,0.5782408714294434,GBDT,0.845,0.395,0.347,0.08,0.37,0.633,0.504,0.465
