oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.871,0.667,0.041,0.003,0.077,0.519,0.078,0.678
No,0,KNN,0.863,0.464,0.265,0.046,0.338,0.61,0.415,0.521
No,0,LR,0.858,0.389,0.143,0.034,0.209,0.554,0.249,0.607
No,0,DT,0.815,0.321,0.367,0.117,0.343,0.625,0.519,0.455
No,0,RF,0.887,0.667,0.286,0.022,0.4,0.632,0.442,0.505
No,0,LightGBM,0.885,0.667,0.245,0.019,0.358,0.613,0.392,0.534
No,0,Adaboost,0.845,0.304,0.143,0.049,0.194,0.547,0.248,0.607
No,0,GBDT,0.866,0.487,0.388,0.062,0.432,0.663,0.549,0.435
Random,0.01,SVM,0.716,0.234,0.51,0.253,0.321,0.629,0.606,0.39
Random,0.01,KNN,0.78,0.31,0.551,0.185,0.397,0.683,0.657,0.343
Random,0.01,LR,0.71,0.248,0.592,0.272,0.349,0.66,0.653,0.347
Random,0.01,DT,0.796,0.255,0.286,0.127,0.269,0.58,0.431,0.513
Random,0.01,RF,0.89,0.625,0.408,0.037,0.494,0.686,0.573,0.419
Random,0.01,LightGBM,0.871,0.516,0.327,0.046,0.4,0.64,0.486,0.477
Random,0.01,Adaboost,0.802,0.333,0.51,0.154,0.403,0.678,0.636,0.363
Random,0.01,GBDT,0.861,0.473,0.531,0.09,0.5,0.721,0.67,0.338
ADASYN,0.02,SVM,0.78,0.296,0.49,0.176,0.369,0.657,0.614,0.382
ADASYN,0.02,KNN,0.761,0.308,0.653,0.222,0.418,0.715,0.71,0.291
ADASYN,0.02,LR,0.724,0.275,0.673,0.269,0.391,0.702,0.701,0.299
ADASYN,0.02,DT,0.799,0.314,0.449,0.148,0.37,0.65,0.588,0.403
ADASYN,0.02,RF,0.871,0.511,0.469,0.068,0.489,0.701,0.624,0.378
ADASYN,0.02,LightGBM,0.885,0.594,0.388,0.04,0.469,0.674,0.552,0.434
ADASYN,0.02,Adaboost,0.82,0.333,0.367,0.111,0.35,0.628,0.52,0.454
ADASYN,0.02,GBDT,0.861,0.467,0.429,0.074,0.447,0.677,0.586,0.407
BorderlineSMOTE,0.01,SVM,0.807,0.358,0.592,0.16,0.446,0.716,0.694,0.31
BorderlineSMOTE,0.01,KNN,0.796,0.348,0.633,0.179,0.449,0.727,0.715,0.289
BorderlineSMOTE,0.01,LR,0.716,0.261,0.633,0.272,0.369,0.681,0.677,0.323
BorderlineSMOTE,0.01,DT,0.786,0.282,0.408,0.157,0.333,0.625,0.55,0.433
BorderlineSMOTE,0.01,RF,0.871,0.512,0.449,0.065,0.478,0.692,0.607,0.392
BorderlineSMOTE,0.01,LightGBM,0.89,0.625,0.408,0.037,0.494,0.686,0.573,0.419
BorderlineSMOTE,0.01,Adaboost,0.82,0.35,0.429,0.12,0.385,0.654,0.576,0.413
BorderlineSMOTE,0.01,GBDT,0.869,0.5,0.551,0.083,0.524,0.734,0.688,0.323
SMOTE,0.01,SVM,0.769,0.282,0.49,0.188,0.358,0.651,0.611,0.385
SMOTE,0.01,KNN,0.772,0.327,0.694,0.216,0.444,0.739,0.736,0.265
SMOTE,0.01,LR,0.721,0.261,0.612,0.262,0.366,0.675,0.669,0.331
SMOTE,0.01,DT,0.804,0.329,0.469,0.145,0.387,0.662,0.606,0.389
SMOTE,0.01,RF,0.887,0.574,0.551,0.062,0.562,0.745,0.694,0.32
SMOTE,0.01,LightGBM,0.887,0.6,0.429,0.043,0.5,0.693,0.592,0.405
SMOTE,0.01,Adaboost,0.831,0.37,0.408,0.105,0.388,0.652,0.561,0.425
SMOTE,0.01,GBDT,0.836,0.385,0.408,0.099,0.396,0.655,0.562,0.424
SVMSMOTE,0.04,SVM,0.807,0.317,0.408,0.133,0.357,0.638,0.555,0.429
SVMSMOTE,0.04,KNN,0.783,0.326,0.612,0.191,0.426,0.71,0.697,0.306
SVMSMOTE,0.04,LR,0.769,0.297,0.551,0.198,0.386,0.677,0.653,0.347
SVMSMOTE,0.04,DT,0.823,0.373,0.51,0.13,0.431,0.69,0.643,0.358
SVMSMOTE,0.04,RF,0.861,0.472,0.51,0.086,0.49,0.712,0.655,0.352
SVMSMOTE,0.04,LightGBM,0.882,0.576,0.388,0.043,0.463,0.672,0.552,0.434
SVMSMOTE,0.04,Adaboost,0.847,0.423,0.449,0.093,0.436,0.678,0.601,0.395
SVMSMOTE,0.04,GBDT,0.847,0.423,0.449,0.093,0.436,0.678,0.601,0.395
SMOTUNED,38.86,SVM,0.743,0.253,0.49,0.219,0.333,0.635,0.602,0.393
SMOTUNED,27.82,KNN,0.756,0.29,0.592,0.219,0.389,0.686,0.673,0.328
SMOTUNED,838.08,LR,0.727,0.252,0.551,0.247,0.346,0.652,0.636,0.362
SMOTUNED,38.4,DT,0.657,0.224,0.653,0.343,0.333,0.655,0.655,0.345
SMOTUNED,223.99,RF,0.839,0.425,0.633,0.13,0.508,0.752,0.733,0.275
SMOTUNED,1691.96,LightGBM,0.788,0.333,0.612,0.185,0.432,0.714,0.699,0.304
SMOTUNED,236.27,Adaboost,0.732,0.262,0.571,0.244,0.359,0.664,0.651,0.349
SMOTUNED,450.14,GBDT,0.748,0.258,0.49,0.213,0.338,0.638,0.604,0.391
DAZZLE,1108.04,SVM,0.217,0.142,0.98,0.898,0.247,0.541,0.185,0.635
DAZZLE,1108.04,KNN,0.595,0.169,0.531,0.395,0.256,0.568,0.565,0.434
DAZZLE,1108.04,LR,0.523,0.173,0.694,0.503,0.276,0.595,0.579,0.416
DAZZLE,1108.04,DT,0.292,0.12,0.694,0.769,0.205,0.463,0.347,0.585
DAZZLE,1108.04,RF,0.346,0.143,0.796,0.722,0.242,0.537,0.412,0.531
DAZZLE,1108.04,LightGBM,0.359,0.148,0.816,0.71,0.251,0.553,0.428,0.518
DAZZLE,1108.04,Adaboost,0.335,0.141,0.796,0.735,0.239,0.531,0.398,0.539
DAZZLE,1108.04,GBDT,0.137,0.13,0.98,0.991,0.23,0.494,0.018,0.701
WGAN,73.41,SVM,0.847,0.1,0.02,0.028,0.034,0.496,0.04,0.693
WGAN,73.41,KNN,0.375,0.132,0.673,0.67,0.221,0.502,0.443,0.527
WGAN,73.41,LR,0.434,0.132,0.592,0.59,0.216,0.501,0.485,0.507
WGAN,73.41,DT,0.697,0.119,0.204,0.228,0.15,0.488,0.323,0.586
WGAN,73.41,RF,0.193,0.136,0.959,0.923,0.238,0.518,0.143,0.653
WGAN,73.41,LightGBM,0.416,0.143,0.694,0.627,0.238,0.534,0.486,0.493
WGAN,73.41,Adaboost,0.314,0.139,0.816,0.762,0.238,0.527,0.368,0.554
WGAN,73.41,GBDT,0.137,0.132,1.0,0.994,0.233,0.503,0.012,0.703
RP,1.110607624053955,SVM,0.716,0.234,0.51,0.253,0.321,0.629,0.606,0.39
RP,1.110607624053955,KNN,0.767,0.31,0.633,0.213,0.416,0.71,0.701,0.3
RP,1.110607624053955,LR,0.727,0.277,0.673,0.265,0.393,0.704,0.703,0.298
RP,1.110607624053955,DT,0.777,0.276,0.429,0.17,0.336,0.629,0.565,0.422
RP,1.110607624053955,RF,0.853,0.446,0.51,0.096,0.476,0.707,0.652,0.353
RP,1.110607624053955,LightGBM,0.882,0.571,0.408,0.046,0.476,0.681,0.572,0.42
RP,1.110607624053955,Adaboost,0.831,0.348,0.327,0.093,0.337,0.617,0.48,0.481
RP,1.110607624053955,GBDT,0.855,0.444,0.408,0.077,0.426,0.666,0.566,0.422
Howso1,61.92068934440613,SVM,0.681,0.222,0.571,0.302,0.32,0.634,0.628,0.371
Howso1,61.92068934440613,KNN,0.66,0.209,0.571,0.327,0.306,0.622,0.618,0.381
Howso1,61.92068934440613,LR,0.662,0.206,0.551,0.321,0.3,0.615,0.608,0.39
Howso1,61.92068934440613,DT,0.67,0.228,0.633,0.324,0.335,0.654,0.654,0.346
Howso1,61.92068934440613,RF,0.708,0.246,0.592,0.275,0.347,0.659,0.652,0.348
Howso1,61.92068934440613,LightGBM,0.729,0.259,0.571,0.247,0.357,0.662,0.65,0.35
Howso1,61.92068934440613,Adaboost,0.727,0.27,0.633,0.259,0.378,0.687,0.682,0.318
Howso1,61.92068934440613,GBDT,0.713,0.25,0.592,0.269,0.352,0.662,0.654,0.345
Howso2,59.45046329498291,SVM,0.761,0.3,0.612,0.216,0.403,0.698,0.688,0.314
Howso2,59.45046329498291,KNN,0.831,0.383,0.469,0.114,0.422,0.678,0.614,0.384
Howso2,59.45046329498291,LR,0.729,0.28,0.673,0.262,0.395,0.706,0.704,0.296
Howso2,59.45046329498291,DT,0.804,0.3,0.367,0.13,0.33,0.619,0.517,0.457
Howso2,59.45046329498291,RF,0.85,0.436,0.49,0.096,0.462,0.697,0.635,0.367
Howso2,59.45046329498291,LightGBM,0.871,0.514,0.367,0.052,0.429,0.657,0.529,0.449
Howso2,59.45046329498291,Adaboost,0.82,0.295,0.265,0.096,0.28,0.585,0.41,0.524
Howso2,59.45046329498291,GBDT,0.842,0.391,0.367,0.086,0.379,0.64,0.524,0.452
DS,0.3724708557128906,SVM,0.869,0.5,0.02,0.003,0.039,0.509,0.04,0.693
DS,0.3724708557128906,KNN,0.869,0.5,0.265,0.04,0.347,0.613,0.416,0.52
DS,0.3724708557128906,LR,0.863,0.429,0.122,0.025,0.19,0.549,0.218,0.621
DS,0.3724708557128906,DT,0.82,0.333,0.367,0.111,0.35,0.628,0.52,0.454
DS,0.3724708557128906,RF,0.893,0.765,0.265,0.012,0.394,0.626,0.418,0.52
DS,0.3724708557128906,LightGBM,0.885,0.636,0.286,0.025,0.394,0.631,0.442,0.505
DS,0.3724708557128906,Adaboost,0.855,0.391,0.184,0.043,0.25,0.57,0.308,0.578
DS,0.3724708557128906,GBDT,0.855,0.439,0.367,0.071,0.4,0.648,0.527,0.45
SDV_FASTML,0.8510615825653076,SVM,0.855,0.333,0.102,0.031,0.156,0.536,0.185,0.635
SDV_FASTML,0.8510615825653076,KNN,0.845,0.371,0.265,0.068,0.31,0.599,0.413,0.522
SDV_FASTML,0.8510615825653076,LR,0.834,0.314,0.224,0.074,0.262,0.575,0.361,0.551
SDV_FASTML,0.8510615825653076,DT,0.796,0.286,0.367,0.139,0.321,0.614,0.515,0.458
SDV_FASTML,0.8510615825653076,RF,0.866,0.483,0.286,0.046,0.359,0.62,0.44,0.506
SDV_FASTML,0.8510615825653076,LightGBM,0.887,0.652,0.306,0.025,0.417,0.641,0.466,0.491
SDV_FASTML,0.8510615825653076,Adaboost,0.855,0.414,0.245,0.052,0.308,0.596,0.389,0.535
SDV_FASTML,0.8510615825653076,GBDT,0.853,0.425,0.347,0.071,0.382,0.638,0.505,0.465
SDV_GC,5.305325984954834,SVM,0.861,0.364,0.082,0.022,0.133,0.53,0.151,0.65
SDV_GC,5.305325984954834,KNN,0.863,0.469,0.306,0.052,0.37,0.627,0.463,0.492
SDV_GC,5.305325984954834,LR,0.845,0.286,0.122,0.046,0.171,0.538,0.217,0.621
SDV_GC,5.305325984954834,DT,0.807,0.305,0.367,0.127,0.333,0.62,0.517,0.456
SDV_GC,5.305325984954834,RF,0.877,0.579,0.224,0.025,0.324,0.6,0.365,0.549
SDV_GC,5.305325984954834,LightGBM,0.879,0.6,0.245,0.025,0.348,0.61,0.391,0.534
SDV_GC,5.305325984954834,Adaboost,0.839,0.28,0.143,0.056,0.189,0.544,0.248,0.607
SDV_GC,5.305325984954834,GBDT,0.839,0.378,0.347,0.086,0.362,0.63,0.503,0.466
SDV_GAN,40.19581413269043,SVM,0.847,0.25,0.082,0.037,0.123,0.522,0.151,0.65
SDV_GAN,40.19581413269043,KNN,0.85,0.36,0.184,0.049,0.243,0.567,0.308,0.578
SDV_GAN,40.19581413269043,LR,0.853,0.35,0.143,0.04,0.203,0.551,0.249,0.607
SDV_GAN,40.19581413269043,DT,0.828,0.373,0.449,0.114,0.407,0.667,0.596,0.398
SDV_GAN,40.19581413269043,RF,0.895,0.727,0.327,0.019,0.451,0.654,0.49,0.476
SDV_GAN,40.19581413269043,LightGBM,0.874,0.538,0.286,0.037,0.373,0.624,0.441,0.506
SDV_GAN,40.19581413269043,Adaboost,0.858,0.417,0.204,0.043,0.274,0.58,0.336,0.564
SDV_GAN,40.19581413269043,GBDT,0.855,0.444,0.408,0.077,0.426,0.666,0.566,0.422
DAZZLE1,454.7141749858856,SVM,0.866,0.0,0.0,0.003,0.0,0.498,0.0,0.707
