oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.903,0.954,0.343,0.003,0.504,0.67,0.51,0.465
No,0,KNN,0.892,0.686,0.459,0.035,0.55,0.712,0.622,0.384
No,0,LR,0.873,0.8,0.155,0.007,0.259,0.574,0.268,0.598
No,0,DT,0.845,0.466,0.497,0.096,0.481,0.701,0.642,0.362
No,0,RF,0.897,0.736,0.448,0.027,0.557,0.71,0.613,0.391
No,0,LightGBM,0.907,0.802,0.47,0.02,0.592,0.725,0.635,0.375
No,0,Adaboost,0.901,0.806,0.414,0.017,0.547,0.699,0.583,0.414
No,0,GBDT,0.873,0.573,0.453,0.057,0.506,0.698,0.612,0.389
Random,0.01,SVM,0.845,0.42,0.204,0.047,0.275,0.578,0.337,0.564
Random,0.01,KNN,0.816,0.398,0.541,0.138,0.459,0.702,0.665,0.339
Random,0.01,LR,0.449,0.171,0.735,0.6,0.278,0.568,0.518,0.464
Random,0.01,DT,0.857,0.505,0.525,0.087,0.515,0.719,0.667,0.342
Random,0.01,RF,0.897,0.717,0.475,0.032,0.571,0.722,0.637,0.372
Random,0.01,LightGBM,0.881,0.595,0.552,0.063,0.573,0.745,0.695,0.32
Random,0.01,Adaboost,0.833,0.441,0.597,0.128,0.507,0.735,0.709,0.299
Random,0.01,GBDT,0.86,0.512,0.58,0.093,0.544,0.744,0.708,0.304
ADASYN,0.06,SVM,0.814,0.317,0.254,0.092,0.282,0.581,0.397,0.531
ADASYN,0.06,KNN,0.751,0.319,0.635,0.229,0.424,0.703,0.697,0.304
ADASYN,0.06,LR,0.567,0.171,0.519,0.425,0.257,0.547,0.546,0.453
ADASYN,0.06,DT,0.823,0.416,0.564,0.133,0.479,0.715,0.683,0.323
ADASYN,0.06,RF,0.863,0.524,0.541,0.083,0.533,0.729,0.681,0.33
ADASYN,0.06,LightGBM,0.865,0.528,0.58,0.088,0.553,0.746,0.709,0.303
ADASYN,0.06,Adaboost,0.784,0.352,0.591,0.183,0.441,0.704,0.686,0.317
