oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.911,0.948,0.403,0.004,0.566,0.7,0.574,0.422
No,0,KNN,0.901,0.714,0.525,0.035,0.605,0.745,0.68,0.337
No,0,LR,0.872,0.717,0.182,0.012,0.291,0.585,0.308,0.578
No,0,DT,0.862,0.522,0.536,0.083,0.529,0.727,0.677,0.333
No,0,RF,0.914,0.797,0.541,0.023,0.645,0.759,0.697,0.325
No,0,LightGBM,0.919,0.826,0.552,0.02,0.662,0.766,0.707,0.317
No,0,Adaboost,0.902,0.742,0.492,0.029,0.591,0.731,0.653,0.36
No,0,GBDT,0.887,0.62,0.558,0.058,0.587,0.75,0.701,0.315
Random,0.01,SVM,0.858,0.516,0.26,0.041,0.346,0.609,0.409,0.524
Random,0.01,KNN,0.816,0.409,0.624,0.152,0.495,0.736,0.719,0.287
Random,0.01,LR,0.45,0.147,0.586,0.573,0.235,0.507,0.494,0.5
Random,0.01,DT,0.86,0.512,0.569,0.091,0.539,0.739,0.7,0.311
Random,0.01,RF,0.912,0.755,0.58,0.032,0.656,0.774,0.726,0.298
Random,0.01,LightGBM,0.878,0.572,0.613,0.077,0.592,0.768,0.737,0.279
Random,0.01,Adaboost,0.832,0.446,0.691,0.144,0.542,0.773,0.764,0.241
Random,0.01,GBDT,0.861,0.514,0.63,0.101,0.566,0.765,0.741,0.271
ADASYN,0.03,SVM,0.826,0.376,0.309,0.087,0.339,0.611,0.462,0.492
ADASYN,0.03,KNN,0.751,0.325,0.68,0.237,0.44,0.721,0.719,0.282
ADASYN,0.03,LR,0.515,0.141,0.464,0.477,0.216,0.494,0.492,0.507
ADASYN,0.03,DT,0.822,0.419,0.602,0.141,0.494,0.731,0.708,0.298
ADASYN,0.03,RF,0.873,0.555,0.613,0.083,0.583,0.765,0.735,0.28
ADASYN,0.03,LightGBM,0.876,0.559,0.652,0.087,0.602,0.783,0.761,0.254
ADASYN,0.03,Adaboost,0.773,0.342,0.624,0.202,0.442,0.711,0.701,0.302
ADASYN,0.03,GBDT,0.85,0.485,0.619,0.111,0.544,0.754,0.73,0.281
BorderlineSMOTE,0.04,SVM,0.811,0.337,0.32,0.106,0.329,0.607,0.472,0.486
BorderlineSMOTE,0.04,KNN,0.786,0.361,0.63,0.188,0.459,0.721,0.709,0.294
BorderlineSMOTE,0.04,LR,0.523,0.143,0.464,0.467,0.219,0.498,0.496,0.503
BorderlineSMOTE,0.04,DT,0.813,0.396,0.569,0.146,0.467,0.711,0.683,0.322
BorderlineSMOTE,0.04,RF,0.879,0.578,0.591,0.073,0.585,0.759,0.722,0.294
BorderlineSMOTE,0.04,LightGBM,0.874,0.553,0.663,0.09,0.603,0.786,0.767,0.247
BorderlineSMOTE,0.04,Adaboost,0.804,0.388,0.619,0.165,0.477,0.727,0.711,0.294
BorderlineSMOTE,0.04,GBDT,0.86,0.511,0.619,0.1,0.56,0.76,0.733,0.279
SMOTE,0.06,SVM,0.861,0.54,0.26,0.037,0.351,0.611,0.409,0.524
SMOTE,0.06,KNN,0.777,0.352,0.652,0.202,0.457,0.725,0.718,0.285
SMOTE,0.06,LR,0.488,0.169,0.652,0.539,0.269,0.556,0.54,0.454
SMOTE,0.06,DT,0.831,0.44,0.624,0.134,0.516,0.745,0.726,0.282
SMOTE,0.06,RF,0.887,0.607,0.613,0.067,0.61,0.773,0.74,0.278
SMOTE,0.06,LightGBM,0.89,0.61,0.657,0.071,0.633,0.793,0.77,0.247
SMOTE,0.06,Adaboost,0.838,0.457,0.652,0.13,0.538,0.761,0.745,0.263
SMOTE,0.06,GBDT,0.874,0.556,0.635,0.086,0.593,0.775,0.75,0.265
SVMSMOTE,0.27,SVM,0.86,0.529,0.254,0.038,0.343,0.608,0.402,0.528
SVMSMOTE,0.27,KNN,0.825,0.428,0.624,0.141,0.508,0.742,0.723,0.284
SVMSMOTE,0.27,LR,0.485,0.168,0.652,0.543,0.268,0.555,0.537,0.456
SVMSMOTE,0.27,DT,0.837,0.447,0.564,0.117,0.499,0.723,0.688,0.32
SVMSMOTE,0.27,RF,0.904,0.685,0.613,0.047,0.647,0.783,0.746,0.276
SVMSMOTE,0.27,LightGBM,0.906,0.698,0.613,0.045,0.653,0.784,0.747,0.275
SVMSMOTE,0.27,Adaboost,0.873,0.552,0.619,0.085,0.583,0.767,0.738,0.276
SVMSMOTE,0.27,GBDT,0.88,0.58,0.619,0.075,0.599,0.772,0.741,0.275
SMOTUNED,103.04,SVM,0.856,0.5,0.276,0.047,0.356,0.615,0.428,0.513
SMOTUNED,51.23,KNN,0.749,0.327,0.702,0.243,0.446,0.729,0.728,0.272
SMOTUNED,851.58,LR,0.335,0.129,0.63,0.714,0.215,0.458,0.393,0.569
SMOTUNED,46.51,DT,0.716,0.293,0.685,0.278,0.411,0.703,0.703,0.297
SMOTUNED,221.58,RF,0.828,0.439,0.696,0.15,0.538,0.773,0.765,0.24
SMOTUNED,91.63,LightGBM,0.841,0.465,0.691,0.134,0.556,0.778,0.768,0.238
SMOTUNED,181.37,Adaboost,0.853,0.492,0.713,0.124,0.582,0.794,0.786,0.221
SMOTUNED,284.98,GBDT,0.76,0.346,0.746,0.237,0.473,0.754,0.754,0.246
DAZZLE,62.08,SVM,0.314,0.138,0.718,0.754,0.232,0.482,0.366,0.569
DAZZLE,62.08,KNN,0.857,0.533,0.044,0.007,0.082,0.519,0.085,0.676
DAZZLE,62.08,LR,0.516,0.173,0.624,0.502,0.271,0.561,0.554,0.443
DAZZLE,62.08,DT,0.507,0.144,0.492,0.491,0.223,0.501,0.5,0.5
DAZZLE,62.08,RF,0.769,0.221,0.238,0.142,0.229,0.548,0.372,0.548
DAZZLE,62.08,LightGBM,0.558,0.16,0.486,0.43,0.241,0.528,0.525,0.474
DAZZLE,62.08,Adaboost,0.862,0.9,0.05,0.001,0.094,0.524,0.095,0.672
DAZZLE,62.08,GBDT,0.723,0.135,0.171,0.184,0.151,0.493,0.283,0.6
WGAN,174.64,SVM,0.855,0.0,0.0,0.001,0.0,0.5,0.0,0.707
