oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
BorderlineSMOTE,0.04,LightGBM,0.853,0.493,0.569,0.099,0.528,0.735,0.698,0.313
BorderlineSMOTE,0.04,Adaboost,0.798,0.378,0.624,0.173,0.471,0.726,0.711,0.293
BorderlineSMOTE,0.04,GBDT,0.844,0.464,0.541,0.105,0.5,0.718,0.675,0.333
SMOTE,0.03,SVM,0.861,0.539,0.265,0.038,0.356,0.614,0.416,0.52
SMOTE,0.03,KNN,0.775,0.339,0.586,0.193,0.429,0.696,0.679,0.323
SMOTE,0.03,LR,0.438,0.144,0.586,0.587,0.231,0.5,0.485,0.508
SMOTE,0.03,DT,0.826,0.416,0.508,0.12,0.458,0.694,0.644,0.358
SMOTE,0.03,RF,0.876,0.576,0.525,0.065,0.549,0.73,0.672,0.339
SMOTE,0.03,LightGBM,0.88,0.594,0.541,0.062,0.566,0.74,0.686,0.327
SMOTE,0.03,Adaboost,0.84,0.457,0.591,0.118,0.516,0.736,0.708,0.301
SMOTE,0.03,GBDT,0.859,0.51,0.541,0.088,0.525,0.727,0.68,0.33
SVMSMOTE,0.28,SVM,0.843,0.434,0.293,0.064,0.35,0.614,0.446,0.502
SVMSMOTE,0.28,KNN,0.786,0.354,0.58,0.179,0.439,0.701,0.68,0.323
SVMSMOTE,0.28,LR,0.47,0.155,0.602,0.552,0.247,0.525,0.514,0.481
SVMSMOTE,0.28,DT,0.824,0.42,0.58,0.135,0.487,0.723,0.694,0.312
SVMSMOTE,0.28,RF,0.87,0.554,0.514,0.07,0.533,0.722,0.662,0.347
SVMSMOTE,0.28,LightGBM,0.876,0.576,0.541,0.067,0.558,0.737,0.685,0.328
SVMSMOTE,0.28,Adaboost,0.829,0.433,0.608,0.134,0.506,0.737,0.714,0.293
SVMSMOTE,0.28,GBDT,0.846,0.471,0.536,0.101,0.501,0.717,0.671,0.336
SMOTUNED,100.04,SVM,0.853,0.486,0.282,0.05,0.357,0.616,0.435,0.509
SMOTUNED,53.54,KNN,0.743,0.309,0.63,0.237,0.415,0.696,0.69,0.311
SMOTUNED,813.57,LR,0.312,0.123,0.613,0.738,0.205,0.437,0.367,0.589
SMOTUNED,48.15,DT,0.724,0.28,0.586,0.253,0.379,0.666,0.656,0.343
SMOTUNED,221.52,RF,0.826,0.43,0.63,0.141,0.511,0.745,0.727,0.28
SMOTUNED,104.95,LightGBM,0.806,0.393,0.641,0.167,0.487,0.737,0.725,0.28
SMOTUNED,181.92,Adaboost,0.807,0.397,0.652,0.167,0.494,0.743,0.732,0.273
SMOTUNED,285.71,GBDT,0.754,0.327,0.669,0.232,0.439,0.718,0.715,0.286
DAZZLE,63.66,SVM,0.856,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,63.66,KNN,0.864,0.778,0.077,0.004,0.141,0.537,0.144,0.652
DAZZLE,63.66,LR,0.237,0.146,0.884,0.872,0.251,0.506,0.224,0.622
DAZZLE,63.66,DT,0.788,0.211,0.171,0.108,0.189,0.532,0.287,0.591
DAZZLE,63.66,RF,0.847,0.366,0.083,0.024,0.135,0.529,0.153,0.649
DAZZLE,63.66,LightGBM,0.288,0.154,0.878,0.812,0.262,0.533,0.31,0.581
DAZZLE,63.66,Adaboost,0.711,0.246,0.486,0.251,0.327,0.617,0.59,0.404
DAZZLE,63.66,GBDT,0.794,0.227,0.177,0.101,0.199,0.538,0.295,0.587
WGAN,172.03,SVM,0.854,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,172.03,KNN,0.863,0.737,0.077,0.005,0.14,0.536,0.144,0.652
WGAN,172.03,LR,0.865,0.641,0.138,0.013,0.227,0.563,0.242,0.61
WGAN,172.03,DT,0.155,0.138,0.923,0.974,0.24,0.474,0.051,0.691
WGAN,172.03,RF,0.258,0.157,0.945,0.858,0.269,0.544,0.248,0.608
WGAN,172.03,LightGBM,0.189,0.138,0.884,0.928,0.239,0.478,0.133,0.662
WGAN,172.03,Adaboost,0.863,0.8,0.066,0.003,0.122,0.532,0.124,0.66
WGAN,172.03,GBDT,0.273,0.142,0.801,0.816,0.241,0.493,0.3,0.594
RP,1.871741771697998,SVM,0.868,0.603,0.243,0.027,0.346,0.608,0.389,0.536
RP,1.871741771697998,KNN,0.829,0.424,0.525,0.12,0.469,0.702,0.658,0.347
RP,1.871741771697998,LR,0.484,0.152,0.564,0.529,0.24,0.517,0.513,0.485
RP,1.871741771697998,DT,0.865,0.53,0.541,0.081,0.536,0.73,0.681,0.329
RP,1.871741771697998,RF,0.897,0.717,0.475,0.032,0.571,0.722,0.637,0.372
RP,1.871741771697998,LightGBM,0.909,0.802,0.492,0.02,0.61,0.736,0.655,0.36
RP,1.871741771697998,Adaboost,0.896,0.718,0.464,0.031,0.564,0.717,0.628,0.38
RP,1.871741771697998,GBDT,0.883,0.623,0.475,0.048,0.539,0.713,0.634,0.373
Diveplane,38.24310636520386,SVM,0.139,0.125,0.829,0.977,0.217,0.426,0.045,0.701
Diveplane,38.24310636520386,KNN,0.613,0.123,0.276,0.331,0.171,0.473,0.391,0.563
Diveplane,38.24310636520386,LR,0.169,0.125,0.79,0.936,0.215,0.427,0.119,0.678
Diveplane,38.24310636520386,DT,0.618,0.138,0.315,0.331,0.192,0.492,0.428,0.538
Diveplane,38.24310636520386,RF,0.706,0.136,0.193,0.208,0.159,0.493,0.311,0.589
Diveplane,38.24310636520386,LightGBM,0.713,0.157,0.227,0.205,0.186,0.511,0.353,0.566
Diveplane,38.24310636520386,Adaboost,0.54,0.116,0.331,0.425,0.172,0.453,0.421,0.56
Diveplane,38.24310636520386,GBDT,0.745,0.194,0.243,0.17,0.216,0.536,0.376,0.549
DS,0.2257397174835205,SVM,0.853,0.2,0.006,0.004,0.011,0.501,0.011,0.703
DS,0.2257397174835205,KNN,0.887,0.667,0.431,0.036,0.523,0.697,0.596,0.403
DS,0.2257397174835205,LR,0.849,0.371,0.072,0.02,0.12,0.526,0.134,0.656
DS,0.2257397174835205,DT,0.849,0.475,0.47,0.088,0.472,0.691,0.62,0.38
DS,0.2257397174835205,RF,0.9,0.775,0.436,0.021,0.558,0.708,0.604,0.399
DS,0.2257397174835205,LightGBM,0.904,0.794,0.448,0.02,0.572,0.714,0.615,0.391
DS,0.2257397174835205,Adaboost,0.897,0.777,0.403,0.02,0.531,0.692,0.572,0.422
DS,0.2257397174835205,GBDT,0.886,0.628,0.514,0.051,0.565,0.731,0.667,0.346
SDV_FASTML,0.3421351909637451,SVM,0.86,0.526,0.276,0.042,0.362,0.617,0.429,0.513
SDV_FASTML,0.3421351909637451,KNN,0.874,0.574,0.492,0.061,0.53,0.715,0.645,0.362
SDV_FASTML,0.3421351909637451,LR,0.444,0.168,0.724,0.603,0.273,0.56,0.512,0.469
SDV_FASTML,0.3421351909637451,DT,0.841,0.448,0.425,0.088,0.436,0.668,0.58,0.411
SDV_FASTML,0.3421351909637451,RF,0.899,0.737,0.464,0.028,0.569,0.718,0.628,0.379
SDV_FASTML,0.3421351909637451,LightGBM,0.908,0.806,0.481,0.02,0.602,0.731,0.645,0.367
SDV_FASTML,0.3421351909637451,Adaboost,0.896,0.722,0.459,0.03,0.561,0.714,0.623,0.383
SDV_FASTML,0.3421351909637451,GBDT,0.878,0.593,0.492,0.057,0.538,0.717,0.646,0.362
SDV_GC,2.192899227142334,SVM,0.829,0.391,0.326,0.086,0.355,0.62,0.481,0.48
SDV_GC,2.192899227142334,KNN,0.866,0.538,0.508,0.074,0.523,0.717,0.656,0.352
SDV_GC,2.192899227142334,LR,0.502,0.157,0.564,0.508,0.246,0.528,0.525,0.474
SDV_GC,2.192899227142334,DT,0.859,0.511,0.525,0.085,0.518,0.72,0.667,0.341
SDV_GC,2.192899227142334,RF,0.9,0.757,0.448,0.024,0.562,0.712,0.614,0.391
SDV_GC,2.192899227142334,LightGBM,0.908,0.816,0.464,0.018,0.592,0.723,0.63,0.379
SDV_GC,2.192899227142334,Adaboost,0.902,0.796,0.431,0.019,0.559,0.706,0.599,0.403
SDV_GC,2.192899227142334,GBDT,0.882,0.617,0.481,0.05,0.54,0.715,0.638,0.369
SDV_GAN,15.909083843231201,SVM,0.798,0.32,0.354,0.127,0.336,0.613,0.503,0.466
SDV_GAN,15.909083843231201,KNN,0.887,0.664,0.436,0.037,0.527,0.7,0.601,0.399
SDV_GAN,15.909083843231201,LR,0.814,0.363,0.387,0.115,0.374,0.636,0.538,0.441
SDV_GAN,15.909083843231201,DT,0.848,0.472,0.459,0.087,0.465,0.686,0.611,0.388
SDV_GAN,15.909083843231201,RF,0.9,0.757,0.448,0.024,0.562,0.712,0.614,0.391
SDV_GAN,15.909083843231201,LightGBM,0.908,0.828,0.453,0.016,0.586,0.719,0.62,0.387
SDV_GAN,15.909083843231201,Adaboost,0.892,0.73,0.403,0.025,0.52,0.689,0.571,0.422
SDV_GAN,15.909083843231201,GBDT,0.884,0.629,0.486,0.048,0.548,0.719,0.644,0.365
