oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
ADASYN,0.06,GBDT,0.853,0.492,0.525,0.091,0.508,0.717,0.665,0.342
BorderlineSMOTE,0.04,SVM,0.811,0.313,0.26,0.096,0.284,0.582,0.403,0.528
BorderlineSMOTE,0.04,KNN,0.775,0.344,0.619,0.199,0.442,0.71,0.698,0.304
BorderlineSMOTE,0.04,LR,0.566,0.186,0.597,0.439,0.284,0.579,0.578,0.422
BorderlineSMOTE,0.04,DT,0.818,0.4,0.519,0.131,0.452,0.694,0.65,0.352
BorderlineSMOTE,0.04,RF,0.871,0.553,0.547,0.074,0.55,0.736,0.688,0.325
BorderlineSMOTE,0.04,LightGBM,0.87,0.548,0.569,0.079,0.558,0.745,0.703,0.31
BorderlineSMOTE,0.04,Adaboost,0.777,0.336,0.558,0.186,0.419,0.686,0.662,0.339
BorderlineSMOTE,0.04,GBDT,0.86,0.512,0.586,0.094,0.546,0.746,0.711,0.3
SMOTE,0.03,SVM,0.849,0.446,0.204,0.043,0.28,0.581,0.337,0.563
SMOTE,0.03,KNN,0.781,0.346,0.586,0.186,0.435,0.7,0.681,0.321
SMOTE,0.03,LR,0.451,0.172,0.735,0.597,0.279,0.569,0.521,0.462
SMOTE,0.03,DT,0.818,0.409,0.58,0.142,0.479,0.719,0.692,0.313
SMOTE,0.03,RF,0.878,0.581,0.552,0.067,0.567,0.743,0.694,0.32
SMOTE,0.03,LightGBM,0.892,0.645,0.552,0.051,0.595,0.751,0.698,0.319
SMOTE,0.03,Adaboost,0.843,0.463,0.558,0.109,0.506,0.725,0.686,0.322
SMOTE,0.03,GBDT,0.872,0.556,0.547,0.074,0.552,0.737,0.688,0.325
SVMSMOTE,0.26,SVM,0.84,0.394,0.204,0.053,0.269,0.576,0.336,0.564
SVMSMOTE,0.26,KNN,0.802,0.383,0.613,0.167,0.471,0.723,0.707,0.298
SVMSMOTE,0.26,LR,0.466,0.174,0.724,0.577,0.281,0.573,0.534,0.453
SVMSMOTE,0.26,DT,0.827,0.423,0.547,0.126,0.477,0.711,0.673,0.332
SVMSMOTE,0.26,RF,0.878,0.581,0.552,0.067,0.567,0.743,0.694,0.32
SVMSMOTE,0.26,LightGBM,0.879,0.583,0.564,0.068,0.573,0.748,0.702,0.312
SVMSMOTE,0.26,Adaboost,0.843,0.466,0.602,0.116,0.525,0.743,0.716,0.293
SVMSMOTE,0.26,GBDT,0.868,0.541,0.547,0.078,0.544,0.734,0.687,0.325
SMOTUNED,97.44,SVM,0.837,0.384,0.21,0.057,0.271,0.577,0.343,0.56
SMOTUNED,49.7,KNN,0.751,0.325,0.68,0.237,0.44,0.721,0.719,0.282
SMOTUNED,767.74,LR,0.351,0.142,0.691,0.706,0.235,0.492,0.413,0.545
SMOTUNED,45.44,DT,0.724,0.28,0.586,0.253,0.379,0.666,0.656,0.343
SMOTUNED,219.72,RF,0.833,0.444,0.641,0.135,0.525,0.753,0.736,0.271
SMOTUNED,88.69,LightGBM,0.815,0.414,0.674,0.161,0.513,0.756,0.747,0.257
SMOTUNED,180.47,Adaboost,0.812,0.404,0.641,0.159,0.496,0.741,0.727,0.278
SMOTUNED,284.87,GBDT,0.778,0.357,0.669,0.203,0.465,0.733,0.727,0.275
DAZZLE,56.19,SVM,0.868,1.0,0.083,0.0,0.153,0.541,0.153,0.649
DAZZLE,56.19,KNN,0.862,0.682,0.083,0.007,0.148,0.538,0.153,0.649
DAZZLE,56.19,LR,0.837,0.398,0.26,0.066,0.314,0.597,0.406,0.526
DAZZLE,56.19,DT,0.397,0.117,0.486,0.618,0.189,0.434,0.428,0.568
DAZZLE,56.19,RF,0.608,0.158,0.398,0.357,0.226,0.521,0.492,0.495
DAZZLE,56.19,LightGBM,0.55,0.17,0.547,0.45,0.26,0.549,0.549,0.451
DAZZLE,56.19,Adaboost,0.869,0.947,0.099,0.001,0.18,0.549,0.181,0.637
DAZZLE,56.19,GBDT,0.363,0.128,0.591,0.676,0.211,0.458,0.419,0.559
WGAN,168.51,SVM,0.854,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,168.51,KNN,0.862,0.682,0.083,0.007,0.148,0.538,0.153,0.649
WGAN,168.51,LR,0.873,0.723,0.188,0.012,0.298,0.588,0.316,0.574
WGAN,168.51,DT,0.297,0.146,0.801,0.788,0.247,0.507,0.336,0.574
WGAN,168.51,RF,0.18,0.148,0.989,0.956,0.258,0.516,0.084,0.676
WGAN,168.51,LightGBM,0.558,0.123,0.337,0.405,0.18,0.466,0.43,0.549
WGAN,168.51,Adaboost,0.88,0.841,0.204,0.007,0.329,0.599,0.339,0.563
WGAN,168.51,GBDT,0.824,0.377,0.337,0.094,0.356,0.621,0.491,0.473
RP,1.8232040405273438,SVM,0.852,0.467,0.193,0.037,0.273,0.578,0.322,0.571
RP,1.8232040405273438,KNN,0.817,0.401,0.547,0.138,0.463,0.705,0.669,0.335
RP,1.8232040405273438,LR,0.492,0.18,0.707,0.544,0.287,0.582,0.555,0.437
RP,1.8232040405273438,DT,0.837,0.441,0.492,0.105,0.465,0.693,0.635,0.367
RP,1.8232040405273438,RF,0.894,0.685,0.492,0.038,0.572,0.727,0.651,0.36
RP,1.8232040405273438,LightGBM,0.908,0.793,0.486,0.021,0.603,0.732,0.65,0.364
RP,1.8232040405273438,Adaboost,0.9,0.755,0.459,0.025,0.57,0.717,0.624,0.383
RP,1.8232040405273438,GBDT,0.895,0.693,0.486,0.036,0.571,0.725,0.646,0.364
Diveplane,38.17089009284973,SVM,0.162,0.124,0.796,0.945,0.215,0.425,0.103,0.684
Diveplane,38.17089009284973,KNN,0.606,0.126,0.293,0.341,0.177,0.476,0.406,0.555
Diveplane,38.17089009284973,LR,0.211,0.132,0.801,0.888,0.227,0.456,0.196,0.644
Diveplane,38.17089009284973,DT,0.629,0.143,0.315,0.318,0.197,0.499,0.431,0.534
Diveplane,38.17089009284973,RF,0.711,0.127,0.171,0.198,0.146,0.486,0.282,0.603
Diveplane,38.17089009284973,LightGBM,0.715,0.123,0.16,0.192,0.139,0.484,0.267,0.609
Diveplane,38.17089009284973,Adaboost,0.562,0.13,0.359,0.404,0.191,0.478,0.448,0.536
Diveplane,38.17089009284973,GBDT,0.722,0.156,0.21,0.192,0.179,0.509,0.333,0.575
DS,0.2167799472808838,SVM,0.853,0.2,0.006,0.004,0.011,0.501,0.011,0.703
DS,0.2167799472808838,KNN,0.894,0.703,0.459,0.033,0.555,0.713,0.622,0.384
DS,0.2167799472808838,LR,0.741,0.271,0.47,0.213,0.343,0.628,0.588,0.404
DS,0.2167799472808838,DT,0.85,0.481,0.486,0.088,0.484,0.699,0.634,0.369
DS,0.2167799472808838,RF,0.898,0.748,0.442,0.025,0.556,0.708,0.608,0.395
DS,0.2167799472808838,LightGBM,0.908,0.822,0.459,0.017,0.589,0.721,0.625,0.383
DS,0.2167799472808838,Adaboost,0.905,0.83,0.431,0.015,0.567,0.708,0.6,0.403
DS,0.2167799472808838,GBDT,0.896,0.698,0.486,0.035,0.573,0.725,0.647,0.364
SDV_FASTML,0.32930636405944824,SVM,0.845,0.42,0.204,0.047,0.275,0.578,0.337,0.564
SDV_FASTML,0.32930636405944824,KNN,0.87,0.554,0.508,0.069,0.53,0.72,0.658,0.351
SDV_FASTML,0.32930636405944824,LR,0.437,0.171,0.757,0.617,0.279,0.57,0.508,0.469
SDV_FASTML,0.32930636405944824,DT,0.847,0.47,0.481,0.091,0.475,0.695,0.629,0.373
SDV_FASTML,0.32930636405944824,RF,0.896,0.714,0.47,0.032,0.567,0.719,0.632,0.376
SDV_FASTML,0.32930636405944824,LightGBM,0.907,0.791,0.481,0.021,0.598,0.73,0.645,0.368
SDV_FASTML,0.32930636405944824,Adaboost,0.892,0.692,0.448,0.034,0.544,0.707,0.612,0.391
SDV_FASTML,0.32930636405944824,GBDT,0.889,0.659,0.481,0.042,0.556,0.719,0.64,0.368
SDV_GC,2.1185948848724365,SVM,0.81,0.309,0.254,0.096,0.279,0.579,0.397,0.532
SDV_GC,2.1185948848724365,KNN,0.86,0.514,0.503,0.08,0.508,0.711,0.65,0.356
SDV_GC,2.1185948848724365,LR,0.576,0.186,0.575,0.424,0.281,0.575,0.575,0.425
SDV_GC,2.1185948848724365,DT,0.849,0.476,0.492,0.091,0.484,0.7,0.638,0.365
SDV_GC,2.1185948848724365,RF,0.899,0.75,0.448,0.025,0.561,0.711,0.613,0.391
SDV_GC,2.1185948848724365,LightGBM,0.909,0.825,0.47,0.017,0.599,0.726,0.636,0.375
SDV_GC,2.1185948848724365,Adaboost,0.888,0.7,0.387,0.028,0.498,0.679,0.553,0.434
SDV_GC,2.1185948848724365,GBDT,0.886,0.644,0.47,0.044,0.543,0.713,0.63,0.376
SDV_GAN,14.649272203445435,SVM,0.767,0.242,0.287,0.152,0.263,0.568,0.429,0.515
SDV_GAN,14.649272203445435,KNN,0.888,0.661,0.453,0.039,0.538,0.707,0.616,0.388
SDV_GAN,14.649272203445435,LR,0.155,0.146,1.0,0.988,0.254,0.506,0.024,0.699
SDV_GAN,14.649272203445435,DT,0.842,0.455,0.481,0.097,0.468,0.692,0.627,0.374
SDV_GAN,14.649272203445435,RF,0.898,0.748,0.442,0.025,0.556,0.708,0.608,0.395
SDV_GAN,14.649272203445435,LightGBM,0.908,0.816,0.464,0.018,0.592,0.723,0.63,0.379
SDV_GAN,14.649272203445435,Adaboost,0.899,0.776,0.42,0.02,0.545,0.7,0.588,0.41
SDV_GAN,14.649272203445435,GBDT,0.891,0.657,0.508,0.045,0.573,0.732,0.664,0.349
