oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.85,0.824,0.341,0.019,0.483,0.661,0.507,0.466
No,0,KNN,0.82,0.568,0.512,0.101,0.538,0.706,0.653,0.352
No,0,LR,0.85,0.69,0.488,0.057,0.571,0.716,0.643,0.364
No,0,DT,0.795,0.5,0.561,0.145,0.529,0.708,0.678,0.327
No,0,RF,0.855,0.667,0.585,0.075,0.623,0.755,0.717,0.298
No,0,LightGBM,0.855,0.667,0.585,0.075,0.623,0.755,0.717,0.298
No,0,Adaboost,0.88,0.743,0.634,0.057,0.684,0.789,0.758,0.262
No,0,GBDT,0.865,0.694,0.61,0.069,0.649,0.77,0.737,0.28
Random,0.01,SVM,0.77,0.459,0.683,0.208,0.549,0.738,0.734,0.268
Random,0.01,KNN,0.75,0.426,0.634,0.22,0.51,0.707,0.7,0.302
Random,0.01,LR,0.775,0.468,0.707,0.208,0.563,0.75,0.747,0.254
Random,0.01,DT,0.77,0.442,0.463,0.151,0.452,0.656,0.6,0.394
Random,0.01,RF,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
Random,0.01,LightGBM,0.865,0.684,0.634,0.075,0.658,0.779,0.752,0.264
Random,0.01,Adaboost,0.85,0.608,0.756,0.126,0.674,0.815,0.811,0.194
Random,0.01,GBDT,0.845,0.625,0.61,0.094,0.617,0.758,0.729,0.284
ADASYN,0.03,SVM,0.705,0.378,0.683,0.289,0.487,0.697,0.697,0.304
ADASYN,0.03,KNN,0.71,0.373,0.61,0.264,0.463,0.673,0.667,0.333
ADASYN,0.03,LR,0.765,0.455,0.732,0.226,0.561,0.753,0.752,0.248
ADASYN,0.03,DT,0.74,0.378,0.415,0.176,0.395,0.619,0.552,0.432
ADASYN,0.03,RF,0.85,0.617,0.707,0.113,0.659,0.797,0.787,0.222
ADASYN,0.03,LightGBM,0.865,0.684,0.634,0.075,0.658,0.779,0.752,0.264
ADASYN,0.03,Adaboost,0.845,0.614,0.659,0.107,0.635,0.776,0.758,0.253
ADASYN,0.03,GBDT,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
BorderlineSMOTE,0.02,SVM,0.72,0.381,0.585,0.245,0.462,0.67,0.659,0.341
BorderlineSMOTE,0.02,KNN,0.74,0.415,0.659,0.239,0.509,0.71,0.706,0.295
BorderlineSMOTE,0.02,LR,0.78,0.475,0.683,0.195,0.56,0.744,0.739,0.263
BorderlineSMOTE,0.02,DT,0.78,0.473,0.634,0.182,0.542,0.726,0.714,0.289
BorderlineSMOTE,0.02,RF,0.86,0.651,0.683,0.094,0.667,0.794,0.779,0.234
BorderlineSMOTE,0.02,LightGBM,0.84,0.605,0.634,0.107,0.619,0.764,0.742,0.27
BorderlineSMOTE,0.02,Adaboost,0.82,0.553,0.634,0.132,0.591,0.751,0.733,0.275
BorderlineSMOTE,0.02,GBDT,0.83,0.578,0.634,0.119,0.605,0.757,0.737,0.272
SMOTE,0.02,SVM,0.77,0.459,0.683,0.208,0.549,0.738,0.734,0.268
SMOTE,0.02,KNN,0.76,0.446,0.707,0.226,0.547,0.74,0.739,0.262
SMOTE,0.02,LR,0.79,0.492,0.707,0.189,0.58,0.759,0.756,0.246
SMOTE,0.02,DT,0.805,0.521,0.61,0.145,0.562,0.733,0.712,0.294
SMOTE,0.02,RF,0.845,0.609,0.683,0.113,0.644,0.785,0.772,0.238
SMOTE,0.02,LightGBM,0.85,0.634,0.634,0.094,0.634,0.77,0.746,0.267
SMOTE,0.02,Adaboost,0.85,0.617,0.707,0.113,0.659,0.797,0.787,0.222
SMOTE,0.02,GBDT,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
SVMSMOTE,0.03,SVM,0.805,0.52,0.634,0.151,0.571,0.742,0.726,0.28
SVMSMOTE,0.03,KNN,0.76,0.441,0.634,0.208,0.52,0.713,0.705,0.297
SVMSMOTE,0.03,LR,0.815,0.538,0.683,0.151,0.602,0.766,0.757,0.248
SVMSMOTE,0.03,DT,0.8,0.511,0.585,0.145,0.545,0.72,0.695,0.311
SVMSMOTE,0.03,RF,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
SVMSMOTE,0.03,LightGBM,0.85,0.628,0.659,0.101,0.643,0.779,0.76,0.252
