oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.03,Adaboost,0.835,0.595,0.61,0.107,0.602,0.751,0.725,0.286
SVMSMOTE,0.03,GBDT,0.825,0.56,0.683,0.138,0.615,0.772,0.762,0.245
SMOTUNED,31.91,SVM,0.76,0.448,0.732,0.233,0.556,0.75,0.749,0.251
SMOTUNED,22.71,KNN,0.67,0.346,0.683,0.333,0.459,0.675,0.675,0.325
SMOTUNED,432.17,LR,0.755,0.438,0.683,0.226,0.533,0.728,0.725,0.275
SMOTUNED,37.84,DT,0.76,0.439,0.61,0.201,0.51,0.704,0.692,0.31
SMOTUNED,192.79,RF,0.835,0.574,0.756,0.145,0.653,0.806,0.803,0.201
SMOTUNED,1364.89,LightGBM,0.855,0.63,0.707,0.107,0.667,0.8,0.789,0.22
SMOTUNED,347.32,Adaboost,0.83,0.578,0.634,0.119,0.605,0.757,0.737,0.272
SMOTUNED,624.96,GBDT,0.815,0.53,0.854,0.195,0.654,0.829,0.829,0.172
DAZZLE,1119.5,SVM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,1119.5,KNN,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
DAZZLE,1119.5,LR,0.595,0.256,0.512,0.384,0.341,0.564,0.559,0.439
DAZZLE,1119.5,DT,0.23,0.21,1.0,0.969,0.347,0.516,0.061,0.685
DAZZLE,1119.5,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,1119.5,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,1119.5,Adaboost,0.22,0.199,0.927,0.962,0.328,0.482,0.073,0.682
DAZZLE,1119.5,GBDT,0.225,0.209,1.0,0.975,0.346,0.513,0.049,0.689
WGAN,50.0,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,50.0,KNN,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,50.0,LR,0.305,0.205,0.829,0.83,0.329,0.5,0.282,0.599
WGAN,50.0,DT,0.23,0.21,1.0,0.969,0.347,0.516,0.061,0.685
WGAN,50.0,RF,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,50.0,LightGBM,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,50.0,Adaboost,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,50.0,GBDT,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
RP,0.5345156192779541,SVM,0.765,0.453,0.707,0.22,0.552,0.744,0.742,0.259
RP,0.5345156192779541,KNN,0.73,0.4,0.634,0.245,0.491,0.694,0.689,0.311
RP,0.5345156192779541,LR,0.765,0.456,0.756,0.233,0.569,0.762,0.762,0.238
RP,0.5345156192779541,DT,0.79,0.491,0.659,0.176,0.562,0.741,0.732,0.272
RP,0.5345156192779541,RF,0.85,0.617,0.707,0.113,0.659,0.797,0.787,0.222
RP,0.5345156192779541,LightGBM,0.85,0.628,0.659,0.101,0.643,0.779,0.76,0.252
RP,0.5345156192779541,Adaboost,0.825,0.571,0.585,0.113,0.578,0.736,0.705,0.304
RP,0.5345156192779541,GBDT,0.845,0.619,0.634,0.101,0.627,0.767,0.744,0.268
Diveplane1,46.74048399925232,SVM,0.74,0.418,0.683,0.245,0.519,0.719,0.717,0.283
Diveplane1,46.74048399925232,KNN,0.76,0.449,0.756,0.239,0.564,0.759,0.759,0.241
Diveplane1,46.74048399925232,LR,0.745,0.419,0.634,0.226,0.505,0.704,0.697,0.304
Diveplane1,46.74048399925232,DT,0.705,0.385,0.732,0.302,0.504,0.715,0.715,0.286
Diveplane1,46.74048399925232,RF,0.8,0.507,0.829,0.208,0.63,0.811,0.81,0.19
Diveplane1,46.74048399925232,LightGBM,0.78,0.478,0.805,0.226,0.6,0.789,0.789,0.211
Diveplane1,46.74048399925232,Adaboost,0.74,0.427,0.78,0.27,0.552,0.755,0.754,0.246
Diveplane1,46.74048399925232,GBDT,0.75,0.437,0.756,0.252,0.554,0.752,0.752,0.248
Diveplane2,45.76072907447815,SVM,0.78,0.476,0.732,0.208,0.577,0.762,0.761,0.24
Diveplane2,45.76072907447815,KNN,0.76,0.429,0.512,0.176,0.467,0.668,0.632,0.367
Diveplane2,45.76072907447815,LR,0.76,0.443,0.659,0.214,0.529,0.722,0.717,0.285
Diveplane2,45.76072907447815,DT,0.775,0.466,0.659,0.195,0.545,0.732,0.724,0.278
Diveplane2,45.76072907447815,RF,0.83,0.566,0.732,0.145,0.638,0.794,0.789,0.216
Diveplane2,45.76072907447815,LightGBM,0.875,0.69,0.707,0.082,0.699,0.813,0.799,0.215
Diveplane2,45.76072907447815,Adaboost,0.845,0.609,0.683,0.113,0.644,0.785,0.772,0.238
Diveplane2,45.76072907447815,GBDT,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
DS,0.29033350944519043,SVM,0.85,0.867,0.317,0.013,0.464,0.652,0.48,0.483
DS,0.29033350944519043,KNN,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
DS,0.29033350944519043,LR,0.845,0.692,0.439,0.05,0.537,0.694,0.6,0.398
DS,0.29033350944519043,DT,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
DS,0.29033350944519043,RF,0.855,0.667,0.585,0.075,0.623,0.755,0.717,0.298
DS,0.29033350944519043,LightGBM,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
DS,0.29033350944519043,Adaboost,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
DS,0.29033350944519043,GBDT,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
SDV_FASTML,0.6752159595489502,SVM,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
SDV_FASTML,0.6752159595489502,KNN,0.81,0.541,0.488,0.107,0.513,0.69,0.631,0.37
SDV_FASTML,0.6752159595489502,LR,0.845,0.647,0.537,0.075,0.587,0.731,0.679,0.332
SDV_FASTML,0.6752159595489502,DT,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
SDV_FASTML,0.6752159595489502,RF,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
SDV_FASTML,0.6752159595489502,LightGBM,0.865,0.684,0.634,0.075,0.658,0.779,0.752,0.264
SDV_FASTML,0.6752159595489502,Adaboost,0.86,0.667,0.634,0.082,0.65,0.776,0.75,0.265
SDV_FASTML,0.6752159595489502,GBDT,0.865,0.675,0.659,0.082,0.667,0.788,0.767,0.248
SDV_GC,4.549466133117676,SVM,0.865,0.769,0.488,0.038,0.597,0.725,0.647,0.363
SDV_GC,4.549466133117676,KNN,0.805,0.529,0.439,0.101,0.48,0.669,0.59,0.403
SDV_GC,4.549466133117676,LR,0.835,0.625,0.488,0.075,0.548,0.706,0.639,0.366
SDV_GC,4.549466133117676,DT,0.79,0.491,0.634,0.17,0.553,0.732,0.719,0.285
SDV_GC,4.549466133117676,RF,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
SDV_GC,4.549466133117676,LightGBM,0.855,0.658,0.61,0.082,0.633,0.764,0.733,0.282
SDV_GC,4.549466133117676,Adaboost,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
SDV_GC,4.549466133117676,GBDT,0.885,0.725,0.707,0.069,0.716,0.819,0.804,0.213
SDV_GAN,35.51646637916565,SVM,0.84,0.667,0.439,0.057,0.529,0.691,0.599,0.399
SDV_GAN,35.51646637916565,KNN,0.815,0.556,0.488,0.101,0.519,0.694,0.633,0.369
SDV_GAN,35.51646637916565,LR,0.85,0.704,0.463,0.05,0.559,0.707,0.623,0.381
SDV_GAN,35.51646637916565,DT,0.8,0.513,0.488,0.119,0.5,0.684,0.628,0.372
SDV_GAN,35.51646637916565,RF,0.865,0.684,0.634,0.075,0.658,0.779,0.752,0.264
SDV_GAN,35.51646637916565,LightGBM,0.86,0.686,0.585,0.069,0.632,0.758,0.719,0.297
SDV_GAN,35.51646637916565,Adaboost,0.83,0.581,0.61,0.113,0.595,0.748,0.723,0.287
SDV_GAN,35.51646637916565,GBDT,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
DAZZLE1,298.5583407878876,SVM,0.835,0.667,0.39,0.05,0.492,0.67,0.553,0.433
DAZZLE1,298.5583407878876,KNN,0.835,0.611,0.537,0.088,0.571,0.724,0.676,0.334
DAZZLE1,298.5583407878876,LR,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
DAZZLE1,298.5583407878876,DT,0.775,0.463,0.61,0.182,0.526,0.714,0.699,0.305
DAZZLE1,298.5583407878876,RF,0.84,0.629,0.537,0.082,0.579,0.727,0.677,0.333
DAZZLE1,298.5583407878876,LightGBM,0.85,0.657,0.561,0.075,0.605,0.743,0.698,0.315
DAZZLE1,298.5583407878876,Adaboost,0.86,0.659,0.659,0.088,0.659,0.785,0.765,0.249
DAZZLE1,298.5583407878876,GBDT,0.84,0.615,0.585,0.094,0.6,0.746,0.711,0.301
DAZZLE2,269.4914228916168,SVM,0.835,0.633,0.463,0.069,0.535,0.697,0.619,0.383
DAZZLE2,269.4914228916168,KNN,0.85,0.657,0.561,0.075,0.605,0.743,0.698,0.315
DAZZLE2,269.4914228916168,LR,0.845,0.625,0.61,0.094,0.617,0.758,0.729,0.284
DAZZLE2,269.4914228916168,DT,0.825,0.56,0.683,0.138,0.615,0.772,0.762,0.245
DAZZLE2,269.4914228916168,RF,0.845,0.625,0.61,0.094,0.617,0.758,0.729,0.284
DAZZLE2,269.4914228916168,LightGBM,0.855,0.667,0.585,0.075,0.623,0.755,0.717,0.298
DAZZLE2,269.4914228916168,Adaboost,0.85,0.634,0.634,0.094,0.634,0.77,0.746,0.267
DAZZLE2,269.4914228916168,GBDT,0.865,0.667,0.683,0.088,0.675,0.797,0.781,0.233
