oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.805,0.55,0.268,0.057,0.361,0.606,0.418,0.519
No,0,KNN,0.785,0.472,0.415,0.119,0.442,0.648,0.564,0.422
No,0,LR,0.81,0.579,0.268,0.05,0.367,0.609,0.418,0.519
No,0,DT,0.745,0.391,0.439,0.176,0.414,0.631,0.573,0.416
No,0,RF,0.815,0.577,0.366,0.069,0.448,0.648,0.525,0.451
No,0,LightGBM,0.83,0.621,0.439,0.069,0.514,0.685,0.597,0.4
No,0,Adaboost,0.815,0.559,0.463,0.094,0.507,0.685,0.613,0.385
No,0,GBDT,0.8,0.513,0.488,0.119,0.5,0.684,0.628,0.372
Random,0.01,SVM,0.725,0.37,0.488,0.214,0.421,0.637,0.602,0.392
Random,0.01,KNN,0.725,0.383,0.561,0.233,0.455,0.664,0.648,0.351
Random,0.01,LR,0.715,0.375,0.585,0.252,0.457,0.667,0.657,0.343
Random,0.01,DT,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
Random,0.01,RF,0.815,0.553,0.512,0.107,0.532,0.703,0.651,0.353
Random,0.01,LightGBM,0.84,0.622,0.561,0.088,0.59,0.736,0.695,0.317
Random,0.01,Adaboost,0.75,0.412,0.512,0.189,0.457,0.662,0.628,0.37
Random,0.01,GBDT,0.825,0.571,0.585,0.113,0.578,0.736,0.705,0.304
ADASYN,0.01,SVM,0.65,0.321,0.634,0.346,0.426,0.644,0.644,0.356
ADASYN,0.01,KNN,0.68,0.342,0.61,0.302,0.439,0.654,0.651,0.349
ADASYN,0.01,LR,0.675,0.354,0.707,0.333,0.472,0.687,0.686,0.314
ADASYN,0.01,DT,0.77,0.46,0.707,0.214,0.558,0.747,0.745,0.256
ADASYN,0.01,RF,0.755,0.431,0.61,0.208,0.505,0.701,0.689,0.313
ADASYN,0.01,LightGBM,0.805,0.522,0.585,0.138,0.552,0.724,0.697,0.309
ADASYN,0.01,Adaboost,0.76,0.436,0.585,0.195,0.5,0.695,0.678,0.324
ADASYN,0.01,GBDT,0.745,0.411,0.561,0.208,0.474,0.677,0.657,0.343
BorderlineSMOTE,0.01,SVM,0.7,0.358,0.585,0.27,0.444,0.657,0.65,0.35
BorderlineSMOTE,0.01,KNN,0.69,0.356,0.634,0.296,0.456,0.669,0.667,0.333
BorderlineSMOTE,0.01,LR,0.695,0.365,0.659,0.296,0.47,0.681,0.681,0.319
BorderlineSMOTE,0.01,DT,0.7,0.339,0.488,0.245,0.4,0.621,0.593,0.402
BorderlineSMOTE,0.01,RF,0.775,0.458,0.537,0.164,0.494,0.687,0.654,0.347
BorderlineSMOTE,0.01,LightGBM,0.8,0.511,0.561,0.138,0.535,0.711,0.68,0.325
BorderlineSMOTE,0.01,Adaboost,0.73,0.373,0.463,0.201,0.413,0.631,0.587,0.405
BorderlineSMOTE,0.01,GBDT,0.775,0.46,0.561,0.17,0.505,0.696,0.67,0.333
SMOTE,0.06,SVM,0.745,0.407,0.537,0.201,0.463,0.668,0.642,0.357
SMOTE,0.06,KNN,0.675,0.324,0.537,0.289,0.404,0.624,0.611,0.386
SMOTE,0.06,LR,0.695,0.357,0.61,0.283,0.45,0.663,0.659,0.341
