oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.845,0.778,0.341,0.025,0.475,0.658,0.506,0.466
No,0,KNN,0.83,0.63,0.415,0.063,0.5,0.676,0.575,0.416
No,0,LR,0.83,0.63,0.415,0.063,0.5,0.676,0.575,0.416
No,0,DT,0.755,0.423,0.537,0.189,0.473,0.674,0.646,0.354
No,0,RF,0.87,0.759,0.537,0.044,0.629,0.746,0.687,0.329
No,0,LightGBM,0.835,0.633,0.463,0.069,0.535,0.697,0.619,0.383
No,0,Adaboost,0.84,0.645,0.488,0.069,0.556,0.709,0.64,0.365
No,0,GBDT,0.815,0.553,0.512,0.107,0.532,0.703,0.651,0.353
Random,0.01,SVM,0.83,0.571,0.683,0.132,0.622,0.775,0.764,0.243
Random,0.01,KNN,0.765,0.452,0.683,0.214,0.544,0.735,0.731,0.27
Random,0.01,LR,0.805,0.52,0.634,0.151,0.571,0.742,0.726,0.28
Random,0.01,DT,0.82,0.556,0.61,0.126,0.581,0.742,0.718,0.29
Random,0.01,RF,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
Random,0.01,LightGBM,0.85,0.667,0.537,0.069,0.595,0.734,0.681,0.331
Random,0.01,Adaboost,0.815,0.545,0.585,0.126,0.565,0.73,0.701,0.306
Random,0.01,GBDT,0.84,0.629,0.537,0.082,0.579,0.727,0.677,0.333
ADASYN,0.02,SVM,0.72,0.405,0.78,0.296,0.533,0.742,0.74,0.26
ADASYN,0.02,KNN,0.755,0.441,0.732,0.239,0.55,0.746,0.746,0.254
ADASYN,0.02,LR,0.74,0.418,0.683,0.245,0.519,0.719,0.717,0.283
ADASYN,0.02,DT,0.785,0.478,0.537,0.151,0.506,0.693,0.658,0.345
ADASYN,0.02,RF,0.875,0.711,0.659,0.069,0.684,0.795,0.771,0.246
ADASYN,0.02,LightGBM,0.855,0.667,0.585,0.075,0.623,0.755,0.717,0.298
ADASYN,0.02,Adaboost,0.805,0.522,0.585,0.138,0.552,0.724,0.697,0.309
ADASYN,0.02,GBDT,0.83,0.6,0.512,0.088,0.553,0.712,0.656,0.351
BorderlineSMOTE,0.04,SVM,0.785,0.483,0.707,0.195,0.574,0.756,0.753,0.249
BorderlineSMOTE,0.04,KNN,0.785,0.483,0.683,0.189,0.566,0.747,0.742,0.261
BorderlineSMOTE,0.04,LR,0.8,0.509,0.683,0.17,0.583,0.757,0.749,0.254
BorderlineSMOTE,0.04,DT,0.77,0.453,0.585,0.182,0.511,0.701,0.682,0.32
BorderlineSMOTE,0.04,RF,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
BorderlineSMOTE,0.04,LightGBM,0.835,0.605,0.561,0.094,0.582,0.733,0.693,0.318
BorderlineSMOTE,0.04,Adaboost,0.815,0.542,0.634,0.138,0.584,0.748,0.731,0.277
BorderlineSMOTE,0.04,GBDT,0.825,0.575,0.561,0.107,0.568,0.727,0.689,0.32
SMOTE,0.01,SVM,0.765,0.455,0.732,0.226,0.561,0.753,0.752,0.248
SMOTE,0.01,KNN,0.76,0.444,0.683,0.22,0.538,0.731,0.728,0.273
SMOTE,0.01,LR,0.77,0.459,0.683,0.208,0.549,0.738,0.734,0.268
SMOTE,0.01,DT,0.765,0.452,0.683,0.214,0.544,0.735,0.731,0.27
SMOTE,0.01,RF,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
SMOTE,0.01,LightGBM,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
SMOTE,0.01,Adaboost,0.835,0.595,0.61,0.107,0.602,0.751,0.725,0.286
SMOTE,0.01,GBDT,0.815,0.55,0.537,0.113,0.543,0.712,0.669,0.337
SVMSMOTE,0.11,SVM,0.82,0.549,0.683,0.145,0.609,0.769,0.759,0.246
SVMSMOTE,0.11,KNN,0.78,0.473,0.634,0.182,0.542,0.726,0.714,0.289
SVMSMOTE,0.11,LR,0.825,0.565,0.634,0.126,0.598,0.754,0.735,0.274
SVMSMOTE,0.11,DT,0.78,0.472,0.61,0.176,0.532,0.717,0.701,0.303
SVMSMOTE,0.11,RF,0.86,0.659,0.659,0.088,0.659,0.785,0.765,0.249
SVMSMOTE,0.11,LightGBM,0.83,0.585,0.585,0.107,0.585,0.739,0.707,0.303
SVMSMOTE,0.11,Adaboost,0.84,0.61,0.61,0.101,0.61,0.755,0.727,0.285
SVMSMOTE,0.11,GBDT,0.845,0.632,0.585,0.088,0.608,0.749,0.713,0.3
SMOTUNED,31.84,SVM,0.765,0.456,0.756,0.233,0.569,0.762,0.762,0.238
SMOTUNED,23.59,KNN,0.78,0.475,0.683,0.195,0.56,0.744,0.739,0.263
SMOTUNED,380.11,LR,0.82,0.553,0.634,0.132,0.591,0.751,0.733,0.275
SMOTUNED,35.13,DT,0.775,0.466,0.659,0.195,0.545,0.732,0.724,0.278
SMOTUNED,176.43,RF,0.82,0.547,0.707,0.151,0.617,0.778,0.772,0.233
SMOTUNED,63.94,LightGBM,0.85,0.6,0.805,0.138,0.688,0.833,0.832,0.169
SMOTUNED,265.7,Adaboost,0.78,0.474,0.659,0.189,0.551,0.735,0.727,0.276
SMOTUNED,537.53,GBDT,0.805,0.52,0.634,0.151,0.571,0.742,0.726,0.28
DAZZLE,923.62,SVM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,923.62,KNN,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,923.62,LR,0.38,0.197,0.659,0.692,0.303,0.483,0.42,0.546
DAZZLE,923.62,DT,0.355,0.186,0.634,0.717,0.287,0.459,0.391,0.569
DAZZLE,923.62,RF,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
DAZZLE,923.62,LightGBM,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
DAZZLE,923.62,Adaboost,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,923.62,GBDT,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,40.13,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,40.13,KNN,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,40.13,LR,0.515,0.245,0.659,0.522,0.358,0.568,0.554,0.441
WGAN,40.13,DT,0.255,0.213,0.976,0.931,0.349,0.522,0.129,0.658
WGAN,40.13,RF,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,40.13,LightGBM,0.205,0.202,0.976,0.994,0.335,0.491,0.012,0.703
WGAN,40.13,Adaboost,0.215,0.204,0.976,0.981,0.338,0.497,0.037,0.694
WGAN,40.13,GBDT,0.25,0.215,1.0,0.943,0.353,0.528,0.107,0.667
RP,0.4593033790588379,SVM,0.775,0.47,0.756,0.22,0.579,0.768,0.768,0.232
RP,0.4593033790588379,KNN,0.755,0.431,0.61,0.208,0.505,0.701,0.689,0.313
RP,0.4593033790588379,LR,0.8,0.509,0.659,0.164,0.574,0.748,0.737,0.268
RP,0.4593033790588379,DT,0.74,0.4,0.537,0.208,0.458,0.665,0.64,0.359
RP,0.4593033790588379,RF,0.875,0.7,0.683,0.075,0.691,0.804,0.786,0.23
RP,0.4593033790588379,LightGBM,0.82,0.564,0.537,0.107,0.55,0.715,0.67,0.336
RP,0.4593033790588379,Adaboost,0.84,0.636,0.512,0.075,0.568,0.718,0.659,0.349
RP,0.4593033790588379,GBDT,0.82,0.561,0.561,0.113,0.561,0.724,0.687,0.321
Howso1,42.641984701156616,SVM,0.695,0.381,0.78,0.327,0.512,0.727,0.723,0.279
Howso1,42.641984701156616,KNN,0.745,0.432,0.78,0.264,0.557,0.758,0.758,0.243
Howso1,42.641984701156616,LR,0.77,0.464,0.78,0.233,0.582,0.774,0.774,0.226
Howso1,42.641984701156616,DT,0.685,0.362,0.707,0.321,0.479,0.693,0.693,0.307
Howso1,42.641984701156616,RF,0.8,0.507,0.829,0.208,0.63,0.811,0.81,0.19
Howso1,42.641984701156616,LightGBM,0.805,0.516,0.78,0.189,0.621,0.796,0.796,0.205
Howso1,42.641984701156616,Adaboost,0.785,0.485,0.78,0.214,0.598,0.783,0.783,0.217
Howso1,42.641984701156616,GBDT,0.765,0.453,0.707,0.22,0.552,0.744,0.742,0.259
Howso2,40.742411613464355,SVM,0.805,0.519,0.659,0.157,0.581,0.751,0.739,0.266
Howso2,40.742411613464355,KNN,0.795,0.5,0.512,0.132,0.506,0.69,0.644,0.357
Howso2,40.742411613464355,LR,0.815,0.538,0.683,0.151,0.602,0.766,0.757,0.248
Howso2,40.742411613464355,DT,0.78,0.475,0.707,0.201,0.569,0.753,0.75,0.251
Howso2,40.742411613464355,RF,0.83,0.581,0.61,0.113,0.595,0.748,0.723,0.287
Howso2,40.742411613464355,LightGBM,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
Howso2,40.742411613464355,Adaboost,0.805,0.52,0.634,0.151,0.571,0.742,0.726,0.28
Howso2,40.742411613464355,GBDT,0.855,0.65,0.634,0.088,0.642,0.773,0.748,0.266
DS,0.23281025886535645,SVM,0.845,0.857,0.293,0.013,0.436,0.64,0.452,0.5
DS,0.23281025886535645,KNN,0.825,0.625,0.366,0.057,0.462,0.655,0.527,0.45
DS,0.23281025886535645,LR,0.83,0.64,0.39,0.057,0.485,0.667,0.552,0.433
DS,0.23281025886535645,DT,0.825,0.562,0.659,0.132,0.607,0.763,0.749,0.259
DS,0.23281025886535645,RF,0.855,0.7,0.512,0.057,0.592,0.728,0.664,0.347
DS,0.23281025886535645,LightGBM,0.83,0.621,0.439,0.069,0.514,0.685,0.597,0.4
DS,0.23281025886535645,Adaboost,0.855,0.714,0.488,0.05,0.58,0.719,0.645,0.364
DS,0.23281025886535645,GBDT,0.845,0.656,0.512,0.069,0.575,0.722,0.661,0.348
SDV_FASTML,0.5384609699249268,SVM,0.845,0.679,0.463,0.057,0.551,0.703,0.622,0.382
SDV_FASTML,0.5384609699249268,KNN,0.815,0.567,0.415,0.082,0.479,0.666,0.571,0.418
SDV_FASTML,0.5384609699249268,LR,0.84,0.655,0.463,0.063,0.543,0.7,0.62,0.382
SDV_FASTML,0.5384609699249268,DT,0.78,0.471,0.585,0.17,0.522,0.708,0.687,0.317
SDV_FASTML,0.5384609699249268,RF,0.85,0.657,0.561,0.075,0.605,0.743,0.698,0.315
SDV_FASTML,0.5384609699249268,LightGBM,0.83,0.595,0.537,0.094,0.564,0.721,0.674,0.334
SDV_FASTML,0.5384609699249268,Adaboost,0.825,0.583,0.512,0.094,0.545,0.709,0.654,0.351
SDV_FASTML,0.5384609699249268,GBDT,0.82,0.564,0.537,0.107,0.55,0.715,0.67,0.336
SDV_GC,4.073445796966553,SVM,0.85,0.789,0.366,0.025,0.5,0.67,0.532,0.449
