oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.85,1.0,0.268,0.0,0.423,0.634,0.423,0.517
No,0,KNN,0.84,0.68,0.415,0.05,0.515,0.682,0.577,0.415
No,0,LR,0.84,0.8,0.293,0.019,0.429,0.637,0.451,0.5
No,0,DT,0.79,0.485,0.39,0.107,0.432,0.642,0.543,0.438
No,0,RF,0.86,0.783,0.439,0.031,0.562,0.704,0.604,0.397
No,0,LightGBM,0.865,0.769,0.488,0.038,0.597,0.725,0.647,0.363
No,0,Adaboost,0.84,0.655,0.463,0.063,0.543,0.7,0.62,0.382
No,0,GBDT,0.865,0.818,0.439,0.025,0.571,0.707,0.605,0.397
Random,0.01,SVM,0.805,0.52,0.634,0.151,0.571,0.742,0.726,0.28
Random,0.01,KNN,0.81,0.527,0.707,0.164,0.604,0.772,0.766,0.237
Random,0.01,LR,0.805,0.519,0.683,0.164,0.589,0.76,0.752,0.252
Random,0.01,DT,0.8,0.517,0.366,0.088,0.429,0.639,0.522,0.453
Random,0.01,RF,0.875,0.786,0.537,0.038,0.638,0.749,0.689,0.329
Random,0.01,LightGBM,0.885,0.821,0.561,0.031,0.667,0.765,0.71,0.311
Random,0.01,Adaboost,0.8,0.512,0.512,0.126,0.512,0.693,0.646,0.356
Random,0.01,GBDT,0.845,0.639,0.561,0.082,0.597,0.74,0.696,0.316
ADASYN,0.02,SVM,0.79,0.491,0.683,0.182,0.571,0.75,0.744,0.259
ADASYN,0.02,KNN,0.8,0.508,0.756,0.189,0.608,0.784,0.783,0.218
ADASYN,0.02,LR,0.745,0.422,0.659,0.233,0.514,0.713,0.709,0.292
ADASYN,0.02,DT,0.78,0.473,0.634,0.182,0.542,0.726,0.714,0.289
ADASYN,0.02,RF,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
ADASYN,0.02,LightGBM,0.89,0.806,0.61,0.038,0.694,0.786,0.746,0.277
ADASYN,0.02,Adaboost,0.83,0.59,0.561,0.101,0.575,0.73,0.691,0.318
ADASYN,0.02,GBDT,0.89,0.88,0.537,0.019,0.667,0.759,0.694,0.328
BorderlineSMOTE,0.02,SVM,0.795,0.5,0.585,0.151,0.539,0.717,0.693,0.312
BorderlineSMOTE,0.02,KNN,0.825,0.554,0.756,0.157,0.639,0.799,0.797,0.205
BorderlineSMOTE,0.02,LR,0.8,0.511,0.585,0.145,0.545,0.72,0.695,0.311
BorderlineSMOTE,0.02,DT,0.75,0.408,0.488,0.182,0.444,0.653,0.611,0.384
BorderlineSMOTE,0.02,RF,0.86,0.676,0.61,0.075,0.641,0.767,0.735,0.281
BorderlineSMOTE,0.02,LightGBM,0.87,0.742,0.561,0.05,0.639,0.755,0.705,0.312
BorderlineSMOTE,0.02,Adaboost,0.82,0.571,0.488,0.094,0.526,0.697,0.634,0.368
BorderlineSMOTE,0.02,GBDT,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
SMOTE,0.01,SVM,0.79,0.491,0.634,0.17,0.553,0.732,0.719,0.285
SMOTE,0.01,KNN,0.815,0.534,0.756,0.17,0.626,0.793,0.791,0.21
SMOTE,0.01,LR,0.79,0.49,0.61,0.164,0.543,0.723,0.705,0.299
SMOTE,0.01,DT,0.77,0.447,0.512,0.164,0.477,0.674,0.635,0.364
SMOTE,0.01,RF,0.87,0.727,0.585,0.057,0.649,0.764,0.722,0.296
SMOTE,0.01,LightGBM,0.87,0.759,0.537,0.044,0.629,0.746,0.687,0.329
SMOTE,0.01,Adaboost,0.84,0.605,0.634,0.107,0.619,0.764,0.742,0.27
SMOTE,0.01,GBDT,0.855,0.676,0.561,0.069,0.613,0.746,0.7,0.314
SVMSMOTE,0.02,SVM,0.835,0.6,0.585,0.101,0.593,0.742,0.709,0.302
SVMSMOTE,0.02,KNN,0.82,0.551,0.659,0.138,0.6,0.76,0.747,0.261
SVMSMOTE,0.02,LR,0.815,0.548,0.561,0.119,0.554,0.721,0.685,0.322
SVMSMOTE,0.02,DT,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
SVMSMOTE,0.02,RF,0.885,0.765,0.634,0.05,0.693,0.792,0.76,0.261
SVMSMOTE,0.02,LightGBM,0.875,0.75,0.585,0.05,0.658,0.768,0.724,0.295
SVMSMOTE,0.02,Adaboost,0.825,0.588,0.488,0.088,0.533,0.7,0.636,0.367
SVMSMOTE,0.02,GBDT,0.835,0.633,0.463,0.069,0.535,0.697,0.619,0.383
SMOTUNED,31.29,SVM,0.805,0.521,0.61,0.145,0.562,0.733,0.712,0.294
SMOTUNED,23.71,KNN,0.77,0.462,0.732,0.22,0.566,0.756,0.755,0.245
SMOTUNED,421.48,LR,0.75,0.424,0.61,0.214,0.5,0.698,0.687,0.315
SMOTUNED,34.11,DT,0.755,0.435,0.659,0.22,0.524,0.719,0.714,0.287
SMOTUNED,179.4,RF,0.86,0.651,0.683,0.094,0.667,0.794,0.779,0.234
SMOTUNED,65.05,LightGBM,0.835,0.591,0.634,0.113,0.612,0.76,0.739,0.271
SMOTUNED,272.65,Adaboost,0.82,0.556,0.61,0.126,0.581,0.742,0.718,0.29
SMOTUNED,521.35,GBDT,0.83,0.571,0.683,0.132,0.622,0.775,0.764,0.243
DAZZLE,988.65,SVM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,988.65,KNN,0.22,0.208,1.0,0.981,0.345,0.509,0.037,0.694
DAZZLE,988.65,LR,0.205,0.199,0.951,0.987,0.329,0.482,0.025,0.699
DAZZLE,988.65,DT,0.695,0.045,0.024,0.132,0.032,0.446,0.047,0.696
DAZZLE,988.65,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,988.65,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,988.65,Adaboost,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
DAZZLE,988.65,GBDT,0.245,0.214,1.0,0.95,0.352,0.525,0.096,0.672
WGAN,39.6,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,39.6,KNN,0.225,0.209,1.0,0.975,0.346,0.513,0.049,0.689
WGAN,39.6,LR,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
WGAN,39.6,DT,0.655,0.15,0.146,0.214,0.148,0.466,0.247,0.622
WGAN,39.6,RF,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,39.6,LightGBM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,39.6,Adaboost,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
WGAN,39.6,GBDT,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
RP,0.4607429504394531,SVM,0.795,0.5,0.659,0.17,0.568,0.744,0.734,0.27
RP,0.4607429504394531,KNN,0.82,0.549,0.683,0.145,0.609,0.769,0.759,0.246
RP,0.4607429504394531,LR,0.78,0.474,0.659,0.189,0.551,0.735,0.727,0.276
RP,0.4607429504394531,DT,0.755,0.413,0.463,0.17,0.437,0.647,0.595,0.398
RP,0.4607429504394531,RF,0.885,0.737,0.683,0.063,0.709,0.81,0.79,0.229
RP,0.4607429504394531,LightGBM,0.875,0.767,0.561,0.044,0.648,0.758,0.707,0.312
RP,0.4607429504394531,Adaboost,0.825,0.579,0.537,0.101,0.557,0.718,0.672,0.335
RP,0.4607429504394531,GBDT,0.865,0.719,0.561,0.057,0.63,0.752,0.704,0.313
Diveplane1,45.25508999824524,SVM,0.76,0.446,0.707,0.226,0.547,0.74,0.739,0.262
Diveplane1,45.25508999824524,KNN,0.74,0.42,0.707,0.252,0.527,0.728,0.727,0.273
Diveplane1,45.25508999824524,LR,0.755,0.439,0.707,0.233,0.542,0.737,0.736,0.264
Diveplane1,45.25508999824524,DT,0.695,0.344,0.537,0.264,0.419,0.636,0.621,0.377
Diveplane1,45.25508999824524,RF,0.765,0.448,0.634,0.201,0.525,0.716,0.707,0.295
Diveplane1,45.25508999824524,LightGBM,0.79,0.492,0.707,0.189,0.58,0.759,0.756,0.246
Diveplane1,45.25508999824524,Adaboost,0.775,0.467,0.683,0.201,0.554,0.741,0.736,0.266
Diveplane1,45.25508999824524,GBDT,0.755,0.439,0.707,0.233,0.542,0.737,0.736,0.264
Diveplane2,43.501086473464966,SVM,0.795,0.5,0.61,0.157,0.549,0.726,0.708,0.297
Diveplane2,43.501086473464966,KNN,0.84,0.629,0.537,0.082,0.579,0.727,0.677,0.333
Diveplane2,43.501086473464966,LR,0.785,0.476,0.488,0.138,0.482,0.675,0.623,0.375
Diveplane2,43.501086473464966,DT,0.76,0.436,0.585,0.195,0.5,0.695,0.678,0.324
Diveplane2,43.501086473464966,RF,0.845,0.619,0.634,0.101,0.627,0.767,0.744,0.268
Diveplane2,43.501086473464966,LightGBM,0.86,0.697,0.561,0.063,0.622,0.749,0.702,0.314
Diveplane2,43.501086473464966,Adaboost,0.81,0.543,0.463,0.101,0.5,0.681,0.612,0.386
Diveplane2,43.501086473464966,GBDT,0.82,0.581,0.439,0.082,0.5,0.679,0.594,0.401
DS,0.23053884506225586,SVM,0.835,0.833,0.244,0.013,0.377,0.616,0.391,0.535
DS,0.23053884506225586,KNN,0.81,0.571,0.293,0.057,0.387,0.618,0.447,0.502
