oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.815,0.611,0.268,0.044,0.373,0.612,0.419,0.518
No,0,KNN,0.795,0.5,0.293,0.075,0.369,0.609,0.445,0.503
No,0,LR,0.83,0.684,0.317,0.038,0.433,0.64,0.477,0.484
No,0,DT,0.76,0.415,0.415,0.151,0.415,0.632,0.557,0.427
No,0,RF,0.82,0.609,0.341,0.057,0.438,0.642,0.501,0.467
No,0,LightGBM,0.81,0.579,0.268,0.05,0.367,0.609,0.418,0.519
No,0,Adaboost,0.785,0.464,0.317,0.094,0.377,0.611,0.47,0.487
No,0,GBDT,0.81,0.545,0.439,0.094,0.486,0.672,0.591,0.402
Random,0.01,SVM,0.755,0.413,0.463,0.17,0.437,0.647,0.595,0.398
Random,0.01,KNN,0.745,0.4,0.488,0.189,0.44,0.65,0.609,0.386
Random,0.01,LR,0.73,0.382,0.512,0.214,0.438,0.649,0.62,0.377
Random,0.01,DT,0.79,0.488,0.488,0.132,0.488,0.678,0.625,0.374
Random,0.01,RF,0.8,0.517,0.366,0.088,0.429,0.639,0.522,0.453
Random,0.01,LightGBM,0.795,0.5,0.317,0.082,0.388,0.618,0.471,0.486
Random,0.01,Adaboost,0.74,0.372,0.39,0.17,0.381,0.61,0.531,0.448
Random,0.01,GBDT,0.805,0.533,0.39,0.088,0.451,0.651,0.547,0.436
ADASYN,0.04,SVM,0.665,0.333,0.634,0.327,0.437,0.654,0.653,0.347
ADASYN,0.04,KNN,0.74,0.407,0.585,0.22,0.48,0.683,0.669,0.332
ADASYN,0.04,LR,0.685,0.328,0.512,0.27,0.4,0.621,0.602,0.394
ADASYN,0.04,DT,0.73,0.356,0.39,0.182,0.372,0.604,0.528,0.45
ADASYN,0.04,RF,0.8,0.514,0.463,0.113,0.487,0.675,0.609,0.388
ADASYN,0.04,LightGBM,0.81,0.545,0.439,0.094,0.486,0.672,0.591,0.402
ADASYN,0.04,Adaboost,0.77,0.444,0.488,0.157,0.465,0.665,0.618,0.379
ADASYN,0.04,GBDT,0.805,0.529,0.439,0.101,0.48,0.669,0.59,0.403
BorderlineSMOTE,0.07,SVM,0.725,0.383,0.561,0.233,0.455,0.664,0.648,0.351
BorderlineSMOTE,0.07,KNN,0.73,0.39,0.561,0.226,0.46,0.667,0.65,0.349
BorderlineSMOTE,0.07,LR,0.71,0.365,0.561,0.252,0.442,0.655,0.641,0.358
BorderlineSMOTE,0.07,DT,0.78,0.469,0.561,0.164,0.511,0.699,0.672,0.331
BorderlineSMOTE,0.07,RF,0.785,0.475,0.463,0.132,0.469,0.666,0.604,0.391
BorderlineSMOTE,0.07,LightGBM,0.815,0.559,0.463,0.094,0.507,0.685,0.613,0.385
BorderlineSMOTE,0.07,Adaboost,0.775,0.45,0.439,0.138,0.444,0.65,0.582,0.409
BorderlineSMOTE,0.07,GBDT,0.815,0.556,0.488,0.101,0.519,0.694,0.633,0.369
SMOTE,0.01,SVM,0.74,0.388,0.463,0.189,0.422,0.637,0.59,0.402
SMOTE,0.01,KNN,0.74,0.407,0.585,0.22,0.48,0.683,0.669,0.332
SMOTE,0.01,LR,0.72,0.368,0.512,0.226,0.429,0.643,0.616,0.38
SMOTE,0.01,DT,0.755,0.42,0.512,0.182,0.462,0.665,0.63,0.368
SMOTE,0.01,RF,0.81,0.543,0.463,0.101,0.5,0.681,0.612,0.386
SMOTE,0.01,LightGBM,0.8,0.515,0.415,0.101,0.459,0.657,0.568,0.42
SMOTE,0.01,Adaboost,0.775,0.452,0.463,0.145,0.458,0.659,0.601,0.393
SMOTE,0.01,GBDT,0.79,0.486,0.439,0.119,0.462,0.66,0.586,0.406
SVMSMOTE,0.11,SVM,0.775,0.455,0.488,0.151,0.471,0.668,0.62,0.378
SVMSMOTE,0.11,KNN,0.76,0.429,0.512,0.176,0.467,0.668,0.632,0.367
SVMSMOTE,0.11,LR,0.75,0.412,0.512,0.189,0.457,0.662,0.628,0.37
SVMSMOTE,0.11,DT,0.745,0.4,0.488,0.189,0.44,0.65,0.609,0.386
SVMSMOTE,0.11,RF,0.79,0.487,0.463,0.126,0.475,0.669,0.606,0.39
SVMSMOTE,0.11,LightGBM,0.8,0.516,0.39,0.094,0.444,0.648,0.545,0.436
SVMSMOTE,0.11,Adaboost,0.755,0.4,0.39,0.151,0.395,0.62,0.535,0.444
SVMSMOTE,0.11,GBDT,0.8,0.516,0.39,0.094,0.444,0.648,0.545,0.436
SMOTUNED,39.79,SVM,0.735,0.393,0.537,0.214,0.454,0.661,0.638,0.361
SMOTUNED,42.14,KNN,0.725,0.387,0.585,0.239,0.466,0.673,0.662,0.338
SMOTUNED,582.67,LR,0.735,0.389,0.512,0.208,0.442,0.652,0.622,0.375
SMOTUNED,42.74,DT,0.72,0.364,0.488,0.22,0.417,0.634,0.6,0.394
SMOTUNED,198.9,RF,0.775,0.462,0.585,0.176,0.516,0.705,0.684,0.319
SMOTUNED,1327.81,LightGBM,0.8,0.511,0.561,0.138,0.535,0.711,0.68,0.325
SMOTUNED,297.42,Adaboost,0.71,0.351,0.488,0.233,0.408,0.628,0.596,0.398
SMOTUNED,635.51,GBDT,0.775,0.458,0.537,0.164,0.494,0.687,0.654,0.347
DAZZLE,1176.5,SVM,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,1176.5,KNN,0.205,0.205,1.0,1.0,0.34,0.5,0.0,0.707
DAZZLE,1176.5,LR,0.335,0.233,0.976,0.83,0.376,0.573,0.289,0.587
DAZZLE,1176.5,DT,0.26,0.217,1.0,0.931,0.357,0.535,0.129,0.658
DAZZLE,1176.5,RF,0.22,0.208,1.0,0.981,0.345,0.509,0.037,0.694
DAZZLE,1176.5,LightGBM,0.23,0.21,1.0,0.969,0.347,0.516,0.061,0.685
DAZZLE,1176.5,Adaboost,0.21,0.206,1.0,0.994,0.342,0.503,0.012,0.703
DAZZLE,1176.5,GBDT,0.325,0.227,0.951,0.836,0.366,0.557,0.279,0.592
WGAN,48.92,SVM,0.795,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,48.92,KNN,0.23,0.21,1.0,0.969,0.347,0.516,0.061,0.685
WGAN,48.92,LR,0.45,0.248,0.829,0.648,0.382,0.591,0.494,0.474
WGAN,48.92,DT,0.295,0.195,0.78,0.83,0.312,0.475,0.279,0.607
WGAN,48.92,RF,0.23,0.21,1.0,0.969,0.347,0.516,0.061,0.685
WGAN,48.92,LightGBM,0.215,0.207,1.0,0.987,0.343,0.506,0.025,0.698
WGAN,48.92,Adaboost,0.245,0.211,0.976,0.943,0.346,0.516,0.107,0.667
WGAN,48.92,GBDT,0.29,0.218,0.951,0.881,0.355,0.535,0.212,0.624
RP,0.4952676296234131,SVM,0.735,0.4,0.585,0.226,0.475,0.679,0.666,0.334
RP,0.4952676296234131,KNN,0.745,0.4,0.488,0.189,0.44,0.65,0.609,0.386
RP,0.4952676296234131,LR,0.725,0.383,0.561,0.233,0.455,0.664,0.648,0.351
RP,0.4952676296234131,DT,0.74,0.372,0.39,0.17,0.381,0.61,0.531,0.448
RP,0.4952676296234131,RF,0.81,0.538,0.512,0.113,0.525,0.699,0.649,0.354
RP,0.4952676296234131,LightGBM,0.815,0.577,0.366,0.069,0.448,0.648,0.525,0.451
RP,0.4952676296234131,Adaboost,0.77,0.432,0.39,0.132,0.41,0.629,0.538,0.441
RP,0.4952676296234131,GBDT,0.805,0.529,0.439,0.101,0.48,0.669,0.59,0.403
Diveplane1,47.77563500404358,SVM,0.74,0.404,0.561,0.214,0.469,0.674,0.655,0.345
Diveplane1,47.77563500404358,KNN,0.73,0.382,0.512,0.214,0.438,0.649,0.62,0.377
Diveplane1,47.77563500404358,LR,0.73,0.406,0.683,0.258,0.509,0.713,0.711,0.289
Diveplane1,47.77563500404358,DT,0.675,0.333,0.585,0.302,0.425,0.642,0.637,0.363
Diveplane1,47.77563500404358,RF,0.77,0.453,0.585,0.182,0.511,0.701,0.682,0.32
Diveplane1,47.77563500404358,LightGBM,0.78,0.471,0.585,0.17,0.522,0.708,0.687,0.317
Diveplane1,47.77563500404358,Adaboost,0.75,0.421,0.585,0.208,0.49,0.689,0.673,0.328
Diveplane1,47.77563500404358,GBDT,0.775,0.46,0.561,0.17,0.505,0.696,0.67,0.333
Diveplane2,43.293105363845825,SVM,0.735,0.389,0.512,0.208,0.442,0.652,0.622,0.375
Diveplane2,43.293105363845825,KNN,0.775,0.452,0.463,0.145,0.458,0.659,0.601,0.393
Diveplane2,43.293105363845825,LR,0.725,0.379,0.537,0.226,0.444,0.655,0.634,0.365
Diveplane2,43.293105363845825,DT,0.745,0.4,0.488,0.189,0.44,0.65,0.609,0.386
Diveplane2,43.293105363845825,RF,0.785,0.477,0.512,0.145,0.494,0.684,0.641,0.36
Diveplane2,43.293105363845825,LightGBM,0.8,0.514,0.439,0.107,0.474,0.666,0.589,0.404
Diveplane2,43.293105363845825,Adaboost,0.75,0.415,0.537,0.195,0.468,0.671,0.644,0.356
Diveplane2,43.293105363845825,GBDT,0.79,0.485,0.39,0.107,0.432,0.642,0.543,0.438
DS,0.298999547958374,SVM,0.805,0.6,0.146,0.025,0.235,0.561,0.254,0.604
DS,0.298999547958374,KNN,0.775,0.417,0.244,0.088,0.308,0.578,0.385,0.538
DS,0.298999547958374,LR,0.815,0.6,0.293,0.05,0.393,0.621,0.447,0.501
DS,0.298999547958374,DT,0.785,0.478,0.537,0.151,0.506,0.693,0.658,0.345
DS,0.298999547958374,RF,0.82,0.609,0.341,0.057,0.438,0.642,0.501,0.467
DS,0.298999547958374,LightGBM,0.81,0.565,0.317,0.063,0.406,0.627,0.474,0.485
DS,0.298999547958374,Adaboost,0.805,0.542,0.317,0.069,0.4,0.624,0.473,0.485
DS,0.298999547958374,GBDT,0.78,0.455,0.366,0.113,0.405,0.626,0.518,0.455
SDV_FASTML,0.5903522968292236,SVM,0.815,0.562,0.439,0.088,0.493,0.675,0.593,0.402
SDV_FASTML,0.5903522968292236,KNN,0.78,0.444,0.293,0.094,0.353,0.599,0.442,0.505
SDV_FASTML,0.5903522968292236,LR,0.815,0.571,0.39,0.075,0.464,0.657,0.549,0.434
SDV_FASTML,0.5903522968292236,DT,0.78,0.463,0.463,0.138,0.463,0.663,0.603,0.392
SDV_FASTML,0.5903522968292236,RF,0.81,0.548,0.415,0.088,0.472,0.663,0.57,0.419
SDV_FASTML,0.5903522968292236,LightGBM,0.82,0.609,0.341,0.057,0.438,0.642,0.501,0.467
SDV_FASTML,0.5903522968292236,Adaboost,0.8,0.515,0.415,0.101,0.459,0.657,0.568,0.42
SDV_FASTML,0.5903522968292236,GBDT,0.8,0.515,0.415,0.101,0.459,0.657,0.568,0.42
SDV_GC,4.346593141555786,SVM,0.82,0.632,0.293,0.044,0.4,0.624,0.448,0.501
SDV_GC,4.346593141555786,KNN,0.795,0.5,0.317,0.082,0.388,0.618,0.471,0.486
SDV_GC,4.346593141555786,LR,0.83,0.667,0.341,0.044,0.452,0.649,0.503,0.467
SDV_GC,4.346593141555786,DT,0.765,0.421,0.39,0.138,0.405,0.626,0.537,0.442
SDV_GC,4.346593141555786,RF,0.81,0.56,0.341,0.069,0.424,0.636,0.5,0.468
SDV_GC,4.346593141555786,LightGBM,0.8,0.522,0.293,0.069,0.375,0.612,0.445,0.503
SDV_GC,4.346593141555786,Adaboost,0.785,0.464,0.317,0.094,0.377,0.611,0.47,0.487
SDV_GC,4.346593141555786,GBDT,0.77,0.419,0.317,0.113,0.361,0.602,0.467,0.489
SDV_GAN,33.6734094619751,SVM,0.81,0.565,0.317,0.063,0.406,0.627,0.474,0.485
SDV_GAN,33.6734094619751,KNN,0.81,0.565,0.317,0.063,0.406,0.627,0.474,0.485
SDV_GAN,33.6734094619751,LR,0.82,0.619,0.317,0.05,0.419,0.633,0.475,0.484
SDV_GAN,33.6734094619751,DT,0.74,0.366,0.366,0.164,0.366,0.601,0.509,0.463
SDV_GAN,33.6734094619751,RF,0.805,0.542,0.317,0.069,0.4,0.624,0.473,0.485
SDV_GAN,33.6734094619751,LightGBM,0.815,0.577,0.366,0.069,0.448,0.648,0.525,0.451
SDV_GAN,33.6734094619751,Adaboost,0.785,0.467,0.341,0.101,0.394,0.62,0.495,0.471
SDV_GAN,33.6734094619751,GBDT,0.805,0.531,0.415,0.094,0.466,0.66,0.569,0.419
DAZZLE1,575.3202879428864,SVM,0.79,0.485,0.39,0.107,0.432,0.642,0.543,0.438
DAZZLE1,575.3202879428864,KNN,0.8,0.517,0.366,0.088,0.429,0.639,0.522,0.453
DAZZLE1,575.3202879428864,LR,0.805,0.524,0.537,0.126,0.53,0.705,0.665,0.34
DAZZLE1,575.3202879428864,DT,0.76,0.431,0.537,0.182,0.478,0.677,0.648,0.352
DAZZLE1,575.3202879428864,RF,0.815,0.577,0.366,0.069,0.448,0.648,0.525,0.451
DAZZLE1,575.3202879428864,LightGBM,0.79,0.481,0.317,0.088,0.382,0.615,0.471,0.487
