oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.863,1.0,0.024,0.0,0.047,0.512,0.047,0.69
No,0,KNN,0.853,0.438,0.167,0.035,0.241,0.566,0.284,0.59
No,0,LR,0.857,0.462,0.143,0.027,0.218,0.558,0.249,0.606
No,0,DT,0.793,0.292,0.333,0.132,0.311,0.601,0.482,0.481
No,0,RF,0.857,0.429,0.071,0.016,0.122,0.528,0.133,0.657
No,0,LightGBM,0.853,0.429,0.143,0.031,0.214,0.556,0.249,0.606
No,0,Adaboost,0.88,0.714,0.238,0.016,0.357,0.611,0.383,0.539
No,0,GBDT,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
Random,0.01,SVM,0.767,0.316,0.571,0.202,0.407,0.685,0.666,0.335
Random,0.01,KNN,0.79,0.322,0.452,0.155,0.376,0.649,0.589,0.402
Random,0.01,LR,0.76,0.321,0.643,0.221,0.429,0.711,0.704,0.297
Random,0.01,DT,0.797,0.279,0.286,0.12,0.282,0.583,0.431,0.512
Random,0.01,RF,0.887,0.7,0.333,0.023,0.452,0.655,0.497,0.472
Random,0.01,LightGBM,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
Random,0.01,Adaboost,0.803,0.34,0.429,0.136,0.379,0.646,0.573,0.415
Random,0.01,GBDT,0.823,0.333,0.262,0.085,0.293,0.588,0.407,0.525
ADASYN,0.01,SVM,0.77,0.31,0.524,0.19,0.389,0.667,0.636,0.363
ADASYN,0.01,KNN,0.753,0.295,0.548,0.213,0.383,0.667,0.646,0.354
ADASYN,0.01,LR,0.753,0.318,0.667,0.233,0.431,0.717,0.714,0.287
ADASYN,0.01,DT,0.75,0.211,0.286,0.174,0.242,0.556,0.425,0.52
ADASYN,0.01,RF,0.857,0.483,0.333,0.058,0.394,0.638,0.492,0.473
ADASYN,0.01,LightGBM,0.86,0.5,0.286,0.047,0.364,0.62,0.44,0.506
ADASYN,0.01,Adaboost,0.817,0.362,0.405,0.116,0.382,0.644,0.555,0.429
ADASYN,0.01,GBDT,0.857,0.486,0.405,0.07,0.442,0.667,0.564,0.424
BorderlineSMOTE,0.03,SVM,0.797,0.354,0.548,0.163,0.43,0.692,0.662,0.34
BorderlineSMOTE,0.03,KNN,0.77,0.329,0.619,0.205,0.43,0.707,0.696,0.306
BorderlineSMOTE,0.03,LR,0.763,0.321,0.619,0.213,0.423,0.703,0.693,0.309
BorderlineSMOTE,0.03,DT,0.823,0.396,0.5,0.124,0.442,0.688,0.637,0.364
BorderlineSMOTE,0.03,RF,0.87,0.552,0.381,0.05,0.451,0.665,0.544,0.439
BorderlineSMOTE,0.03,LightGBM,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
BorderlineSMOTE,0.03,Adaboost,0.813,0.36,0.429,0.124,0.391,0.652,0.576,0.413
BorderlineSMOTE,0.03,GBDT,0.837,0.4,0.333,0.081,0.364,0.626,0.489,0.475
SMOTE,0.01,SVM,0.79,0.348,0.571,0.174,0.432,0.699,0.675,0.327
SMOTE,0.01,KNN,0.763,0.325,0.643,0.217,0.432,0.713,0.706,0.296
SMOTE,0.01,LR,0.743,0.294,0.595,0.233,0.394,0.681,0.67,0.33
SMOTE,0.01,DT,0.777,0.281,0.381,0.159,0.323,0.611,0.524,0.452
SMOTE,0.01,RF,0.87,0.545,0.429,0.058,0.48,0.685,0.589,0.406
SMOTE,0.01,LightGBM,0.843,0.4,0.238,0.058,0.299,0.59,0.38,0.54
SMOTE,0.01,Adaboost,0.84,0.435,0.476,0.101,0.455,0.688,0.623,0.377
SMOTE,0.01,GBDT,0.857,0.485,0.381,0.066,0.427,0.658,0.541,0.44
SVMSMOTE,0.03,SVM,0.88,0.615,0.381,0.039,0.471,0.671,0.546,0.439
SVMSMOTE,0.03,KNN,0.823,0.383,0.429,0.112,0.404,0.658,0.578,0.412
SVMSMOTE,0.03,LR,0.847,0.438,0.333,0.07,0.378,0.632,0.491,0.474
SVMSMOTE,0.03,DT,0.803,0.311,0.333,0.12,0.322,0.607,0.483,0.479
SVMSMOTE,0.03,RF,0.883,0.652,0.357,0.031,0.462,0.663,0.522,0.455
SVMSMOTE,0.03,LightGBM,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
SVMSMOTE,0.03,Adaboost,0.863,0.515,0.405,0.062,0.453,0.671,0.565,0.423
SVMSMOTE,0.03,GBDT,0.86,0.5,0.452,0.074,0.475,0.689,0.608,0.391
SMOTUNED,35.64,SVM,0.743,0.308,0.667,0.244,0.421,0.711,0.708,0.292
SMOTUNED,24.51,KNN,0.713,0.284,0.69,0.283,0.403,0.704,0.704,0.297
SMOTUNED,626.36,LR,0.737,0.292,0.619,0.244,0.397,0.687,0.681,0.32
SMOTUNED,38.58,DT,0.67,0.218,0.524,0.306,0.308,0.609,0.597,0.4
SMOTUNED,218.97,RF,0.8,0.382,0.69,0.182,0.492,0.754,0.749,0.254
SMOTUNED,1232.59,LightGBM,0.75,0.31,0.643,0.233,0.419,0.705,0.7,0.301
SMOTUNED,288.94,Adaboost,0.737,0.272,0.524,0.229,0.358,0.648,0.624,0.374
SMOTUNED,579.61,GBDT,0.803,0.39,0.714,0.182,0.504,0.766,0.763,0.24
DAZZLE1,491.12069749832153,SVM,0.873,0.611,0.262,0.027,0.367,0.617,0.413,0.522
DAZZLE1,491.12069749832153,KNN,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
DAZZLE1,491.12069749832153,LR,0.86,0.5,0.476,0.078,0.488,0.699,0.628,0.374
DAZZLE1,491.12069749832153,DT,0.8,0.339,0.452,0.143,0.388,0.654,0.592,0.4
DAZZLE1,491.12069749832153,RF,0.87,0.667,0.143,0.012,0.235,0.566,0.25,0.606
DAZZLE1,491.12069749832153,LightGBM,0.867,0.55,0.262,0.035,0.355,0.614,0.412,0.522
DAZZLE1,491.12069749832153,Adaboost,0.87,0.579,0.262,0.031,0.361,0.615,0.412,0.522
DAZZLE1,491.12069749832153,GBDT,0.87,0.552,0.381,0.05,0.451,0.665,0.544,0.439
DAZZLE2,522.6166756153107,SVM,0.87,0.552,0.381,0.05,0.451,0.665,0.544,0.439
DAZZLE2,522.6166756153107,KNN,0.85,0.435,0.238,0.05,0.308,0.594,0.381,0.54
DAZZLE2,522.6166756153107,LR,0.853,0.476,0.476,0.085,0.476,0.695,0.626,0.375
DAZZLE2,522.6166756153107,DT,0.803,0.319,0.357,0.124,0.337,0.617,0.507,0.463
DAZZLE2,522.6166756153107,RF,0.867,0.583,0.167,0.019,0.259,0.574,0.285,0.589
DAZZLE2,522.6166756153107,LightGBM,0.867,0.556,0.238,0.031,0.333,0.604,0.382,0.539
DAZZLE2,522.6166756153107,Adaboost,0.873,0.611,0.262,0.027,0.367,0.617,0.413,0.522
DAZZLE2,522.6166756153107,GBDT,0.857,0.483,0.333,0.058,0.394,0.638,0.492,0.473
WGAN,56.58,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,56.58,KNN,0.257,0.158,1.0,0.864,0.274,0.568,0.239,0.611
