oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
No,0,KNN,0.853,0.458,0.262,0.05,0.333,0.606,0.411,0.523
No,0,LR,0.873,0.7,0.167,0.012,0.269,0.578,0.285,0.589
No,0,DT,0.8,0.295,0.31,0.12,0.302,0.595,0.458,0.496
No,0,RF,0.857,0.429,0.071,0.016,0.122,0.528,0.133,0.657
No,0,LightGBM,0.85,0.4,0.143,0.035,0.211,0.554,0.249,0.607
No,0,Adaboost,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
No,0,GBDT,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
Random,0.01,SVM,0.797,0.344,0.5,0.155,0.408,0.672,0.628,0.37
Random,0.01,KNN,0.763,0.277,0.429,0.182,0.336,0.623,0.562,0.424
Random,0.01,LR,0.737,0.287,0.595,0.24,0.388,0.677,0.667,0.333
Random,0.01,DT,0.783,0.255,0.286,0.136,0.27,0.575,0.429,0.514
Random,0.01,RF,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
Random,0.01,LightGBM,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
Random,0.01,Adaboost,0.79,0.348,0.571,0.174,0.432,0.699,0.675,0.327
Random,0.01,GBDT,0.833,0.382,0.31,0.081,0.342,0.614,0.463,0.492
ADASYN,0.05,SVM,0.767,0.294,0.476,0.186,0.364,0.645,0.601,0.393
ADASYN,0.05,KNN,0.75,0.291,0.548,0.217,0.38,0.665,0.644,0.355
ADASYN,0.05,LR,0.72,0.272,0.595,0.26,0.373,0.668,0.66,0.34
ADASYN,0.05,DT,0.787,0.288,0.357,0.143,0.319,0.607,0.504,0.466
ADASYN,0.05,RF,0.84,0.4,0.286,0.07,0.333,0.608,0.437,0.507
ADASYN,0.05,LightGBM,0.843,0.419,0.31,0.07,0.356,0.62,0.464,0.491
ADASYN,0.05,Adaboost,0.84,0.438,0.5,0.105,0.467,0.698,0.642,0.361
ADASYN,0.05,GBDT,0.83,0.385,0.357,0.093,0.37,0.632,0.512,0.459
BorderlineSMOTE,0.08,SVM,0.803,0.351,0.476,0.143,0.404,0.666,0.612,0.384
BorderlineSMOTE,0.08,KNN,0.76,0.286,0.476,0.194,0.357,0.641,0.599,0.395
BorderlineSMOTE,0.08,LR,0.703,0.236,0.5,0.264,0.321,0.618,0.596,0.4
BorderlineSMOTE,0.08,DT,0.763,0.262,0.381,0.174,0.311,0.603,0.521,0.455
BorderlineSMOTE,0.08,RF,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
BorderlineSMOTE,0.08,LightGBM,0.847,0.417,0.238,0.054,0.303,0.592,0.38,0.54
BorderlineSMOTE,0.08,Adaboost,0.833,0.413,0.452,0.105,0.432,0.674,0.601,0.394
BorderlineSMOTE,0.08,GBDT,0.823,0.351,0.31,0.093,0.329,0.608,0.462,0.493
SMOTE,0.02,SVM,0.793,0.321,0.429,0.147,0.367,0.641,0.57,0.417
SMOTE,0.02,KNN,0.74,0.257,0.452,0.213,0.328,0.62,0.574,0.416
SMOTE,0.02,LR,0.733,0.262,0.5,0.229,0.344,0.636,0.607,0.389
