oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
Diveplane1,66.80043435096741,GBDT,0.71,0.282,0.69,0.287,0.4,0.702,0.702,0.298
Diveplane2,60.95163655281067,SVM,0.723,0.301,0.738,0.279,0.428,0.73,0.729,0.271
Diveplane2,60.95163655281067,KNN,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
Diveplane2,60.95163655281067,LR,0.633,0.234,0.714,0.38,0.353,0.667,0.664,0.336
Diveplane2,60.95163655281067,DT,0.763,0.246,0.333,0.167,0.283,0.583,0.476,0.486
Diveplane2,60.95163655281067,RF,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
Diveplane2,60.95163655281067,LightGBM,0.857,0.476,0.238,0.043,0.317,0.598,0.381,0.54
Diveplane2,60.95163655281067,Adaboost,0.86,0.5,0.476,0.078,0.488,0.699,0.628,0.374
Diveplane2,60.95163655281067,GBDT,0.823,0.378,0.405,0.109,0.391,0.648,0.557,0.428
DS,0.3375422954559326,SVM,0.863,0.667,0.048,0.004,0.089,0.522,0.091,0.673
DS,0.3375422954559326,KNN,0.877,0.667,0.238,0.019,0.351,0.609,0.383,0.539
DS,0.3375422954559326,LR,0.877,0.692,0.214,0.016,0.327,0.599,0.352,0.556
DS,0.3375422954559326,DT,0.797,0.279,0.286,0.12,0.282,0.583,0.431,0.512
DS,0.3375422954559326,RF,0.857,0.444,0.095,0.019,0.157,0.538,0.174,0.64
DS,0.3375422954559326,LightGBM,0.87,0.571,0.286,0.035,0.381,0.625,0.441,0.506
DS,0.3375422954559326,Adaboost,0.85,0.44,0.262,0.054,0.328,0.604,0.41,0.523
DS,0.3375422954559326,GBDT,0.84,0.412,0.333,0.078,0.368,0.628,0.49,0.475
SDV_FASTML,0.8227696418762207,SVM,0.867,0.55,0.262,0.035,0.355,0.614,0.412,0.522
SDV_FASTML,0.8227696418762207,KNN,0.87,0.571,0.286,0.035,0.381,0.625,0.441,0.506
SDV_FASTML,0.8227696418762207,LR,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
SDV_FASTML,0.8227696418762207,DT,0.81,0.317,0.31,0.109,0.313,0.6,0.46,0.494
SDV_FASTML,0.8227696418762207,RF,0.853,0.417,0.119,0.027,0.185,0.546,0.212,0.623
SDV_FASTML,0.8227696418762207,LightGBM,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
SDV_FASTML,0.8227696418762207,Adaboost,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
SDV_FASTML,0.8227696418762207,GBDT,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
SDV_GC,5.319856405258179,SVM,0.847,0.25,0.048,0.023,0.08,0.512,0.091,0.674
SDV_GC,5.319856405258179,KNN,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SDV_GC,5.319856405258179,LR,0.85,0.385,0.119,0.031,0.182,0.544,0.212,0.623
SDV_GC,5.319856405258179,DT,0.803,0.311,0.333,0.12,0.322,0.607,0.483,0.479
SDV_GC,5.319856405258179,RF,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
SDV_GC,5.319856405258179,LightGBM,0.867,0.562,0.214,0.027,0.31,0.594,0.351,0.556
SDV_GC,5.319856405258179,Adaboost,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
SDV_GC,5.319856405258179,GBDT,0.84,0.4,0.286,0.07,0.333,0.608,0.437,0.507
SDV_GAN,42.39027428627014,SVM,0.847,0.25,0.048,0.023,0.08,0.512,0.091,0.674
SDV_GAN,42.39027428627014,KNN,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
SDV_GAN,42.39027428627014,LR,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
SDV_GAN,42.39027428627014,DT,0.807,0.326,0.357,0.12,0.341,0.618,0.508,0.462
SDV_GAN,42.39027428627014,RF,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
SDV_GAN,42.39027428627014,LightGBM,0.873,0.591,0.31,0.035,0.406,0.637,0.469,0.489
SDV_GAN,42.39027428627014,Adaboost,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
SDV_GAN,42.39027428627014,GBDT,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
