oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.857,0.0,0.0,0.004,0.0,0.498,0.0,0.707
No,0,KNN,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
No,0,LR,0.853,0.438,0.167,0.035,0.241,0.566,0.284,0.59
No,0,DT,0.797,0.306,0.357,0.132,0.33,0.613,0.506,0.464
No,0,RF,0.863,0.545,0.143,0.019,0.226,0.562,0.249,0.606
No,0,LightGBM,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
No,0,Adaboost,0.873,0.577,0.357,0.043,0.441,0.657,0.52,0.456
No,0,GBDT,0.843,0.414,0.286,0.066,0.338,0.61,0.438,0.507
Random,0.01,SVM,0.767,0.325,0.619,0.209,0.426,0.705,0.694,0.307
Random,0.01,KNN,0.803,0.356,0.5,0.147,0.416,0.676,0.63,0.369
Random,0.01,LR,0.733,0.293,0.643,0.252,0.403,0.695,0.691,0.309
Random,0.01,DT,0.827,0.391,0.429,0.109,0.409,0.66,0.579,0.411
Random,0.01,RF,0.887,0.682,0.357,0.027,0.469,0.665,0.522,0.455
Random,0.01,LightGBM,0.88,0.6,0.429,0.047,0.5,0.691,0.591,0.405
Random,0.01,Adaboost,0.803,0.39,0.714,0.182,0.504,0.766,0.763,0.24
Random,0.01,GBDT,0.84,0.429,0.429,0.093,0.429,0.668,0.582,0.409
ADASYN,0.02,SVM,0.777,0.333,0.595,0.194,0.427,0.701,0.685,0.317
ADASYN,0.02,KNN,0.767,0.337,0.69,0.221,0.453,0.735,0.732,0.269
ADASYN,0.02,LR,0.74,0.312,0.714,0.256,0.435,0.729,0.729,0.271
ADASYN,0.02,DT,0.733,0.236,0.405,0.213,0.298,0.596,0.535,0.447
ADASYN,0.02,RF,0.857,0.484,0.357,0.062,0.411,0.648,0.517,0.457
ADASYN,0.02,LightGBM,0.877,0.593,0.381,0.043,0.464,0.669,0.545,0.439
ADASYN,0.02,Adaboost,0.84,0.44,0.524,0.109,0.478,0.708,0.66,0.345
ADASYN,0.02,GBDT,0.827,0.391,0.429,0.109,0.409,0.66,0.579,0.411
BorderlineSMOTE,0.03,SVM,0.8,0.364,0.571,0.163,0.444,0.704,0.679,0.324
BorderlineSMOTE,0.03,KNN,0.78,0.346,0.643,0.198,0.45,0.723,0.714,0.289
BorderlineSMOTE,0.03,LR,0.727,0.283,0.619,0.256,0.388,0.682,0.676,0.324
BorderlineSMOTE,0.03,DT,0.813,0.383,0.548,0.143,0.451,0.702,0.668,0.336
BorderlineSMOTE,0.03,RF,0.857,0.485,0.381,0.066,0.427,0.658,0.541,0.44
BorderlineSMOTE,0.03,LightGBM,0.87,0.552,0.381,0.05,0.451,0.665,0.544,0.439
BorderlineSMOTE,0.03,Adaboost,0.827,0.411,0.548,0.128,0.469,0.71,0.673,0.332
BorderlineSMOTE,0.03,GBDT,0.863,0.514,0.429,0.066,0.468,0.681,0.588,0.407
SMOTE,0.02,SVM,0.78,0.333,0.571,0.186,0.421,0.693,0.671,0.33
SMOTE,0.02,KNN,0.767,0.337,0.69,0.221,0.453,0.735,0.732,0.269
SMOTE,0.02,LR,0.73,0.303,0.714,0.267,0.426,0.723,0.723,0.277
SMOTE,0.02,DT,0.79,0.302,0.381,0.143,0.337,0.619,0.527,0.449
SMOTE,0.02,RF,0.863,0.515,0.405,0.062,0.453,0.671,0.565,0.423
SMOTE,0.02,LightGBM,0.89,0.645,0.476,0.043,0.548,0.717,0.636,0.372
SMOTE,0.02,Adaboost,0.833,0.429,0.571,0.124,0.49,0.724,0.692,0.315
SMOTE,0.02,GBDT,0.847,0.45,0.429,0.085,0.439,0.672,0.584,0.409
SVMSMOTE,0.15,SVM,0.803,0.365,0.548,0.155,0.438,0.696,0.665,0.338
SVMSMOTE,0.15,KNN,0.8,0.371,0.619,0.171,0.464,0.724,0.709,0.295
SVMSMOTE,0.15,LR,0.777,0.342,0.643,0.202,0.446,0.721,0.712,0.29
SVMSMOTE,0.15,DT,0.817,0.382,0.5,0.132,0.433,0.684,0.635,0.366
SVMSMOTE,0.15,RF,0.857,0.489,0.524,0.089,0.506,0.717,0.665,0.343
SVMSMOTE,0.15,LightGBM,0.857,0.484,0.357,0.062,0.411,0.648,0.517,0.457
SVMSMOTE,0.15,Adaboost,0.857,0.49,0.595,0.101,0.538,0.747,0.716,0.295
SVMSMOTE,0.15,GBDT,0.83,0.4,0.429,0.105,0.414,0.662,0.58,0.411
SMOTUNED,39.14,SVM,0.707,0.283,0.714,0.295,0.405,0.71,0.71,0.29
SMOTUNED,34.06,KNN,0.737,0.301,0.667,0.252,0.415,0.707,0.705,0.295
SMOTUNED,725.19,LR,0.743,0.32,0.738,0.256,0.446,0.741,0.741,0.259
SMOTUNED,42.47,DT,0.77,0.31,0.524,0.19,0.389,0.667,0.636,0.363
SMOTUNED,259.68,RF,0.827,0.424,0.667,0.147,0.519,0.76,0.748,0.258
SMOTUNED,2224.42,LightGBM,0.77,0.333,0.643,0.209,0.439,0.717,0.709,0.293
SMOTUNED,326.12,Adaboost,0.783,0.361,0.714,0.205,0.48,0.754,0.752,0.249
SMOTUNED,584.59,GBDT,0.783,0.351,0.643,0.194,0.454,0.725,0.715,0.287
DAZZLE1,694.0135545730591,SVM,0.867,1.0,0.048,0.0,0.091,0.524,0.091,0.673
DAZZLE1,694.0135545730591,KNN,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
DAZZLE1,694.0135545730591,LR,0.853,0.438,0.167,0.035,0.241,0.566,0.284,0.59
DAZZLE1,694.0135545730591,DT,0.787,0.25,0.262,0.128,0.256,0.567,0.403,0.53
DAZZLE1,694.0135545730591,RF,0.87,0.636,0.167,0.016,0.264,0.576,0.285,0.589
DAZZLE1,694.0135545730591,LightGBM,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
DAZZLE1,694.0135545730591,Adaboost,0.873,0.583,0.333,0.039,0.424,0.647,0.495,0.472
DAZZLE1,694.0135545730591,GBDT,0.85,0.457,0.381,0.074,0.416,0.654,0.54,0.441
DAZZLE2,529.6015107631683,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
DAZZLE2,529.6015107631683,KNN,0.877,0.667,0.238,0.019,0.351,0.609,0.383,0.539
DAZZLE2,529.6015107631683,LR,0.847,0.455,0.476,0.093,0.465,0.692,0.624,0.376
DAZZLE2,529.6015107631683,DT,0.803,0.319,0.357,0.124,0.337,0.617,0.507,0.463
DAZZLE2,529.6015107631683,RF,0.86,0.5,0.119,0.019,0.192,0.55,0.212,0.623
DAZZLE2,529.6015107631683,LightGBM,0.867,0.556,0.238,0.031,0.333,0.604,0.382,0.539
DAZZLE2,529.6015107631683,Adaboost,0.863,0.522,0.286,0.043,0.369,0.622,0.44,0.506
DAZZLE2,529.6015107631683,GBDT,0.85,0.448,0.31,0.062,0.366,0.624,0.465,0.49
WGAN,59.55,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,59.55,KNN,0.25,0.155,0.976,0.868,0.267,0.554,0.232,0.614
WGAN,59.55,LR,0.343,0.167,0.929,0.752,0.284,0.588,0.392,0.534
WGAN,59.55,DT,0.183,0.146,1.0,0.95,0.255,0.525,0.096,0.671
WGAN,59.55,RF,0.183,0.146,1.0,0.95,0.255,0.525,0.096,0.671
WGAN,59.55,LightGBM,0.287,0.164,1.0,0.829,0.282,0.585,0.291,0.587
WGAN,59.55,Adaboost,0.683,0.092,0.143,0.229,0.112,0.457,0.241,0.627
WGAN,59.55,GBDT,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
RP,0.9638867378234863,SVM,0.76,0.326,0.667,0.225,0.438,0.721,0.717,0.284
RP,0.9638867378234863,KNN,0.78,0.346,0.643,0.198,0.45,0.723,0.714,0.289
RP,0.9638867378234863,LR,0.73,0.307,0.738,0.271,0.434,0.733,0.733,0.267
RP,0.9638867378234863,DT,0.76,0.222,0.286,0.163,0.25,0.561,0.426,0.518
RP,0.9638867378234863,RF,0.88,0.571,0.571,0.07,0.571,0.751,0.708,0.307
RP,0.9638867378234863,LightGBM,0.88,0.607,0.405,0.043,0.486,0.681,0.569,0.422
RP,0.9638867378234863,Adaboost,0.833,0.423,0.524,0.116,0.468,0.704,0.658,0.347
RP,0.9638867378234863,GBDT,0.863,0.514,0.429,0.066,0.468,0.681,0.588,0.407
Diveplane1,66.80043435096741,SVM,0.703,0.296,0.81,0.314,0.433,0.748,0.743,0.26
Diveplane1,66.80043435096741,KNN,0.673,0.25,0.667,0.326,0.364,0.671,0.671,0.329
Diveplane1,66.80043435096741,LR,0.677,0.283,0.857,0.353,0.426,0.752,0.738,0.269
Diveplane1,66.80043435096741,DT,0.69,0.242,0.571,0.291,0.34,0.64,0.633,0.366
Diveplane1,66.80043435096741,RF,0.703,0.284,0.738,0.302,0.411,0.718,0.717,0.283
Diveplane1,66.80043435096741,LightGBM,0.757,0.34,0.786,0.248,0.475,0.769,0.768,0.232
Diveplane1,66.80043435096741,Adaboost,0.693,0.273,0.714,0.31,0.395,0.702,0.702,0.298
