oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
DAZZLE1,329.97303462028503,LR,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
DAZZLE1,329.97303462028503,DT,0.813,0.341,0.357,0.112,0.349,0.622,0.509,0.461
DAZZLE1,329.97303462028503,RF,0.857,0.467,0.167,0.031,0.246,0.568,0.284,0.59
DAZZLE1,329.97303462028503,LightGBM,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
DAZZLE1,329.97303462028503,Adaboost,0.823,0.333,0.262,0.085,0.293,0.588,0.407,0.525
DAZZLE1,329.97303462028503,GBDT,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
DAZZLE2,338.4757568836212,SVM,0.86,0.5,0.024,0.004,0.045,0.51,0.047,0.69
DAZZLE2,338.4757568836212,KNN,0.86,0.5,0.095,0.016,0.16,0.54,0.174,0.64
DAZZLE2,338.4757568836212,LR,0.87,0.6,0.214,0.023,0.316,0.596,0.351,0.556
DAZZLE2,338.4757568836212,DT,0.787,0.296,0.381,0.147,0.333,0.617,0.527,0.45
DAZZLE2,338.4757568836212,RF,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
DAZZLE2,338.4757568836212,LightGBM,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
DAZZLE2,338.4757568836212,Adaboost,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
DAZZLE2,338.4757568836212,GBDT,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
WGAN,36.67,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,36.67,KNN,0.227,0.14,0.881,0.88,0.242,0.501,0.211,0.628
WGAN,36.67,LR,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
WGAN,36.67,DT,0.263,0.141,0.833,0.829,0.241,0.502,0.283,0.598
WGAN,36.67,RF,0.15,0.139,0.976,0.984,0.243,0.496,0.031,0.696
WGAN,36.67,LightGBM,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
WGAN,36.67,Adaboost,0.643,0.078,0.143,0.275,0.101,0.434,0.239,0.637
WGAN,36.67,GBDT,0.143,0.14,1.0,0.996,0.246,0.502,0.008,0.704
RP,0.7154252529144287,SVM,0.8,0.359,0.548,0.159,0.434,0.694,0.663,0.339
RP,0.7154252529144287,KNN,0.777,0.324,0.548,0.186,0.407,0.681,0.655,0.346
RP,0.7154252529144287,LR,0.75,0.31,0.643,0.233,0.419,0.705,0.7,0.301
RP,0.7154252529144287,DT,0.757,0.282,0.476,0.198,0.354,0.639,0.598,0.396
RP,0.7154252529144287,RF,0.853,0.475,0.452,0.081,0.463,0.685,0.606,0.391
RP,0.7154252529144287,LightGBM,0.85,0.444,0.286,0.058,0.348,0.614,0.438,0.507
RP,0.7154252529144287,Adaboost,0.8,0.327,0.405,0.136,0.362,0.635,0.551,0.432
RP,0.7154252529144287,GBDT,0.843,0.439,0.429,0.089,0.434,0.67,0.583,0.409
Diveplane1,48.16692566871643,SVM,0.66,0.246,0.69,0.345,0.362,0.673,0.672,0.328
Diveplane1,48.16692566871643,KNN,0.733,0.298,0.667,0.256,0.412,0.705,0.703,0.297
Diveplane1,48.16692566871643,LR,0.667,0.25,0.69,0.337,0.367,0.677,0.676,0.324
Diveplane1,48.16692566871643,DT,0.623,0.197,0.548,0.364,0.289,0.592,0.588,0.411
Diveplane1,48.16692566871643,RF,0.677,0.248,0.643,0.318,0.358,0.663,0.662,0.338
Diveplane1,48.16692566871643,LightGBM,0.693,0.26,0.643,0.298,0.37,0.672,0.671,0.329
Diveplane1,48.16692566871643,Adaboost,0.667,0.241,0.643,0.329,0.351,0.657,0.656,0.344
Diveplane1,48.16692566871643,GBDT,0.75,0.31,0.643,0.233,0.419,0.705,0.7,0.301
Diveplane2,43.531128883361816,SVM,0.793,0.348,0.548,0.167,0.426,0.69,0.661,0.341
Diveplane2,43.531128883361816,KNN,0.84,0.417,0.357,0.081,0.385,0.638,0.514,0.458
Diveplane2,43.531128883361816,LR,0.74,0.309,0.69,0.252,0.426,0.719,0.718,0.282
Diveplane2,43.531128883361816,DT,0.777,0.288,0.405,0.163,0.337,0.621,0.546,0.436
Diveplane2,43.531128883361816,RF,0.843,0.436,0.405,0.085,0.42,0.66,0.561,0.425
Diveplane2,43.531128883361816,LightGBM,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
Diveplane2,43.531128883361816,Adaboost,0.833,0.395,0.357,0.089,0.375,0.634,0.513,0.459
Diveplane2,43.531128883361816,GBDT,0.86,0.5,0.405,0.066,0.447,0.669,0.565,0.423
DS,0.26340198516845703,SVM,0.863,0.667,0.048,0.004,0.089,0.522,0.091,0.673
DS,0.26340198516845703,KNN,0.87,0.636,0.167,0.016,0.264,0.576,0.285,0.589
DS,0.26340198516845703,LR,0.863,0.533,0.19,0.027,0.281,0.582,0.319,0.573
DS,0.26340198516845703,DT,0.787,0.238,0.238,0.124,0.238,0.557,0.374,0.546
DS,0.26340198516845703,RF,0.87,0.667,0.143,0.012,0.235,0.566,0.25,0.606
DS,0.26340198516845703,LightGBM,0.853,0.45,0.214,0.043,0.29,0.586,0.35,0.556
DS,0.26340198516845703,Adaboost,0.837,0.379,0.262,0.07,0.31,0.596,0.409,0.524
DS,0.26340198516845703,GBDT,0.84,0.412,0.333,0.078,0.368,0.628,0.49,0.475
SDV_FASTML,0.5494346618652344,SVM,0.843,0.391,0.214,0.054,0.277,0.58,0.349,0.557
SDV_FASTML,0.5494346618652344,KNN,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
SDV_FASTML,0.5494346618652344,LR,0.817,0.276,0.19,0.081,0.225,0.555,0.316,0.575
SDV_FASTML,0.5494346618652344,DT,0.773,0.259,0.333,0.155,0.292,0.589,0.478,0.484
SDV_FASTML,0.5494346618652344,RF,0.87,0.556,0.357,0.047,0.435,0.655,0.52,0.456
SDV_FASTML,0.5494346618652344,LightGBM,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
SDV_FASTML,0.5494346618652344,Adaboost,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
SDV_FASTML,0.5494346618652344,GBDT,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
SDV_GC,4.260273456573486,SVM,0.86,0.5,0.119,0.019,0.192,0.55,0.212,0.623
SDV_GC,4.260273456573486,KNN,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
SDV_GC,4.260273456573486,LR,0.857,0.471,0.19,0.035,0.271,0.578,0.318,0.573
SDV_GC,4.260273456573486,DT,0.783,0.255,0.286,0.136,0.27,0.575,0.429,0.514
SDV_GC,4.260273456573486,RF,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
SDV_GC,4.260273456573486,LightGBM,0.873,0.6,0.286,0.031,0.387,0.627,0.441,0.506
SDV_GC,4.260273456573486,Adaboost,0.853,0.464,0.31,0.058,0.371,0.626,0.466,0.49
SDV_GC,4.260273456573486,GBDT,0.83,0.371,0.31,0.085,0.338,0.612,0.463,0.492
SDV_GAN,27.087366104125977,SVM,0.853,0.333,0.048,0.016,0.083,0.516,0.091,0.674
SDV_GAN,27.087366104125977,KNN,0.857,0.471,0.19,0.035,0.271,0.578,0.318,0.573
SDV_GAN,27.087366104125977,LR,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
SDV_GAN,27.087366104125977,DT,0.807,0.333,0.381,0.124,0.356,0.628,0.531,0.446
SDV_GAN,27.087366104125977,RF,0.877,0.778,0.167,0.008,0.275,0.579,0.285,0.589
SDV_GAN,27.087366104125977,LightGBM,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
SDV_GAN,27.087366104125977,Adaboost,0.863,0.515,0.405,0.062,0.453,0.671,0.565,0.423
SDV_GAN,27.087366104125977,GBDT,0.85,0.457,0.381,0.074,0.416,0.654,0.54,0.441
