oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.833,0.278,0.119,0.05,0.167,0.534,0.212,0.624
No,0,LR,0.86,0.5,0.119,0.019,0.192,0.55,0.212,0.623
No,0,DT,0.78,0.26,0.31,0.143,0.283,0.583,0.455,0.499
No,0,RF,0.86,0.5,0.071,0.012,0.125,0.53,0.133,0.657
No,0,LightGBM,0.87,0.615,0.19,0.019,0.291,0.586,0.319,0.573
No,0,Adaboost,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
No,0,GBDT,0.843,0.407,0.262,0.062,0.319,0.6,0.409,0.524
Random,0.01,SVM,0.74,0.275,0.524,0.225,0.361,0.65,0.625,0.372
Random,0.01,KNN,0.767,0.25,0.333,0.163,0.286,0.585,0.477,0.485
Random,0.01,LR,0.747,0.302,0.619,0.233,0.406,0.693,0.685,0.316
Random,0.01,DT,0.793,0.262,0.262,0.12,0.262,0.571,0.404,0.529
Random,0.01,RF,0.85,0.44,0.262,0.054,0.328,0.604,0.41,0.523
Random,0.01,LightGBM,0.847,0.417,0.238,0.054,0.303,0.592,0.38,0.54
Random,0.01,Adaboost,0.817,0.397,0.595,0.147,0.476,0.724,0.701,0.305
Random,0.01,GBDT,0.817,0.303,0.238,0.089,0.267,0.574,0.378,0.542
ADASYN,0.02,SVM,0.773,0.29,0.429,0.171,0.346,0.629,0.565,0.422
ADASYN,0.02,KNN,0.74,0.275,0.524,0.225,0.361,0.65,0.625,0.372
ADASYN,0.02,LR,0.767,0.321,0.595,0.205,0.417,0.695,0.681,0.321
ADASYN,0.02,DT,0.767,0.241,0.31,0.159,0.271,0.575,0.453,0.501
ADASYN,0.02,RF,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
ADASYN,0.02,LightGBM,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
ADASYN,0.02,Adaboost,0.84,0.432,0.452,0.097,0.442,0.678,0.603,0.393
ADASYN,0.02,GBDT,0.85,0.44,0.262,0.054,0.328,0.604,0.41,0.523
BorderlineSMOTE,0.02,SVM,0.76,0.258,0.381,0.178,0.308,0.601,0.521,0.456
