oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WGAN,36.65,DT,0.423,0.126,0.524,0.593,0.203,0.465,0.458,0.538
WGAN,36.65,RF,0.213,0.149,0.976,0.911,0.258,0.533,0.163,0.644
WGAN,36.65,LightGBM,0.223,0.14,0.881,0.884,0.241,0.499,0.205,0.631
WGAN,36.65,Adaboost,0.303,0.145,0.81,0.779,0.245,0.515,0.347,0.567
WGAN,36.65,GBDT,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
RP,0.7501590251922607,SVM,0.743,0.273,0.5,0.217,0.353,0.641,0.61,0.385
RP,0.7501590251922607,KNN,0.773,0.333,0.619,0.202,0.433,0.709,0.697,0.305
RP,0.7501590251922607,LR,0.73,0.265,0.524,0.236,0.352,0.644,0.621,0.376
RP,0.7501590251922607,DT,0.77,0.31,0.524,0.19,0.389,0.667,0.636,0.363
RP,0.7501590251922607,RF,0.843,0.436,0.405,0.085,0.42,0.66,0.561,0.425
RP,0.7501590251922607,LightGBM,0.863,0.517,0.357,0.054,0.423,0.651,0.518,0.456
RP,0.7501590251922607,Adaboost,0.807,0.318,0.333,0.116,0.326,0.609,0.484,0.479
RP,0.7501590251922607,GBDT,0.82,0.3,0.214,0.081,0.25,0.566,0.348,0.559
Howso1,48.269389629364014,SVM,0.677,0.257,0.69,0.326,0.374,0.682,0.682,0.318
Howso1,48.269389629364014,KNN,0.687,0.24,0.571,0.295,0.338,0.638,0.631,0.368
Howso1,48.269389629364014,LR,0.697,0.262,0.643,0.295,0.372,0.674,0.673,0.327
Howso1,48.269389629364014,DT,0.627,0.188,0.5,0.353,0.273,0.574,0.564,0.433
Howso1,48.269389629364014,RF,0.713,0.284,0.69,0.283,0.403,0.704,0.704,0.297
Howso1,48.269389629364014,LightGBM,0.703,0.247,0.548,0.271,0.341,0.638,0.625,0.373
Howso1,48.269389629364014,Adaboost,0.703,0.258,0.595,0.279,0.36,0.658,0.652,0.348
Howso1,48.269389629364014,GBDT,0.7,0.239,0.524,0.271,0.328,0.626,0.609,0.388
Howso2,44.7460150718689,SVM,0.737,0.277,0.548,0.233,0.368,0.658,0.639,0.36
Howso2,44.7460150718689,KNN,0.807,0.3,0.286,0.109,0.293,0.589,0.433,0.511
Howso2,44.7460150718689,LR,0.713,0.244,0.5,0.252,0.328,0.624,0.599,0.396
Howso2,44.7460150718689,DT,0.77,0.299,0.476,0.182,0.367,0.647,0.602,0.392
Howso2,44.7460150718689,RF,0.823,0.366,0.357,0.101,0.361,0.628,0.511,0.46
Howso2,44.7460150718689,LightGBM,0.847,0.429,0.286,0.062,0.343,0.612,0.438,0.507
Howso2,44.7460150718689,Adaboost,0.82,0.35,0.333,0.101,0.341,0.616,0.486,0.477
Howso2,44.7460150718689,GBDT,0.81,0.326,0.333,0.112,0.329,0.61,0.485,0.478
DS,0.2475433349609375,SVM,0.863,0.667,0.048,0.004,0.089,0.522,0.091,0.673
DS,0.2475433349609375,KNN,0.85,0.385,0.119,0.031,0.182,0.544,0.212,0.623
DS,0.2475433349609375,LR,0.873,0.643,0.214,0.019,0.321,0.597,0.352,0.556
DS,0.2475433349609375,DT,0.777,0.209,0.214,0.132,0.212,0.541,0.344,0.563
DS,0.2475433349609375,RF,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
DS,0.2475433349609375,LightGBM,0.867,0.562,0.214,0.027,0.31,0.594,0.351,0.556
DS,0.2475433349609375,Adaboost,0.843,0.391,0.214,0.054,0.277,0.58,0.349,0.557
DS,0.2475433349609375,GBDT,0.833,0.3,0.143,0.054,0.194,0.544,0.248,0.607
SDV_FASTML,0.5292997360229492,SVM,0.86,0.5,0.262,0.043,0.344,0.61,0.411,0.523
SDV_FASTML,0.5292997360229492,KNN,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
SDV_FASTML,0.5292997360229492,LR,0.83,0.364,0.286,0.081,0.32,0.602,0.436,0.508
SDV_FASTML,0.5292997360229492,DT,0.797,0.306,0.357,0.132,0.33,0.613,0.506,0.464
SDV_FASTML,0.5292997360229492,RF,0.873,0.6,0.286,0.031,0.387,0.627,0.441,0.506
SDV_FASTML,0.5292997360229492,LightGBM,0.857,0.478,0.262,0.047,0.338,0.608,0.411,0.523
SDV_FASTML,0.5292997360229492,Adaboost,0.837,0.379,0.262,0.07,0.31,0.596,0.409,0.524
SDV_FASTML,0.5292997360229492,GBDT,0.837,0.379,0.262,0.07,0.31,0.596,0.409,0.524
SDV_GC,4.18575644493103,SVM,0.873,0.75,0.143,0.008,0.24,0.568,0.25,0.606
SDV_GC,4.18575644493103,KNN,0.86,0.5,0.214,0.035,0.3,0.59,0.351,0.556
SDV_GC,4.18575644493103,LR,0.853,0.429,0.143,0.031,0.214,0.556,0.249,0.606
SDV_GC,4.18575644493103,DT,0.777,0.234,0.262,0.14,0.247,0.561,0.402,0.531
SDV_GC,4.18575644493103,RF,0.88,0.75,0.214,0.012,0.333,0.601,0.352,0.556
SDV_GC,4.18575644493103,LightGBM,0.85,0.412,0.167,0.039,0.237,0.564,0.284,0.59
SDV_GC,4.18575644493103,Adaboost,0.823,0.28,0.167,0.07,0.209,0.548,0.283,0.591
SDV_GC,4.18575644493103,GBDT,0.85,0.444,0.286,0.058,0.348,0.614,0.438,0.507
SDV_GAN,25.48895525932312,SVM,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
SDV_GAN,25.48895525932312,KNN,0.85,0.4,0.143,0.035,0.211,0.554,0.249,0.607
SDV_GAN,25.48895525932312,LR,0.877,0.692,0.214,0.016,0.327,0.599,0.352,0.556
SDV_GAN,25.48895525932312,DT,0.797,0.306,0.357,0.132,0.33,0.613,0.506,0.464
SDV_GAN,25.48895525932312,RF,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
SDV_GAN,25.48895525932312,LightGBM,0.843,0.391,0.214,0.054,0.277,0.58,0.349,0.557
SDV_GAN,25.48895525932312,Adaboost,0.83,0.355,0.262,0.078,0.301,0.592,0.408,0.525
SDV_GAN,25.48895525932312,GBDT,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
