oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.867,0.75,0.071,0.004,0.13,0.534,0.133,0.657
No,0,KNN,0.87,0.565,0.31,0.039,0.4,0.635,0.468,0.489
No,0,LR,0.87,0.56,0.333,0.043,0.418,0.645,0.494,0.472
No,0,DT,0.773,0.229,0.262,0.143,0.244,0.559,0.401,0.532
No,0,RF,0.87,0.636,0.167,0.016,0.264,0.576,0.285,0.589
No,0,LightGBM,0.863,0.524,0.262,0.039,0.349,0.612,0.412,0.523
No,0,Adaboost,0.84,0.385,0.238,0.062,0.294,0.588,0.38,0.541
No,0,GBDT,0.82,0.324,0.262,0.089,0.289,0.586,0.407,0.526
Random,0.01,SVM,0.73,0.286,0.619,0.252,0.391,0.684,0.677,0.323
Random,0.01,KNN,0.773,0.329,0.595,0.198,0.424,0.699,0.683,0.319
Random,0.01,LR,0.66,0.237,0.643,0.337,0.346,0.653,0.653,0.347
Random,0.01,DT,0.823,0.366,0.357,0.101,0.361,0.628,0.511,0.46
Random,0.01,RF,0.87,0.565,0.31,0.039,0.4,0.635,0.468,0.489
Random,0.01,LightGBM,0.85,0.452,0.333,0.066,0.384,0.634,0.491,0.474
Random,0.01,Adaboost,0.767,0.316,0.571,0.202,0.407,0.685,0.666,0.335
Random,0.01,GBDT,0.84,0.412,0.333,0.078,0.368,0.628,0.49,0.475
ADASYN,0.02,SVM,0.74,0.286,0.571,0.233,0.381,0.669,0.655,0.345
ADASYN,0.02,KNN,0.737,0.301,0.667,0.252,0.415,0.707,0.705,0.295
ADASYN,0.02,LR,0.683,0.265,0.714,0.322,0.387,0.696,0.696,0.304
ADASYN,0.02,DT,0.773,0.319,0.548,0.19,0.404,0.679,0.653,0.347
ADASYN,0.02,RF,0.857,0.486,0.405,0.07,0.442,0.667,0.564,0.424
ADASYN,0.02,LightGBM,0.857,0.485,0.381,0.066,0.427,0.658,0.541,0.44
ADASYN,0.02,Adaboost,0.813,0.36,0.429,0.124,0.391,0.652,0.576,0.413
ADASYN,0.02,GBDT,0.82,0.38,0.452,0.12,0.413,0.666,0.598,0.396
BorderlineSMOTE,0.01,SVM,0.757,0.288,0.5,0.202,0.365,0.649,0.615,0.381
BorderlineSMOTE,0.01,KNN,0.737,0.287,0.595,0.24,0.388,0.677,0.667,0.333
BorderlineSMOTE,0.01,LR,0.703,0.276,0.69,0.295,0.395,0.698,0.698,0.302
BorderlineSMOTE,0.01,DT,0.75,0.238,0.357,0.186,0.286,0.586,0.496,0.473
BorderlineSMOTE,0.01,RF,0.857,0.486,0.405,0.07,0.442,0.667,0.564,0.424
BorderlineSMOTE,0.01,LightGBM,0.843,0.424,0.333,0.074,0.373,0.63,0.49,0.474
BorderlineSMOTE,0.01,Adaboost,0.797,0.333,0.452,0.147,0.384,0.653,0.591,0.401
BorderlineSMOTE,0.01,GBDT,0.817,0.356,0.381,0.112,0.368,0.634,0.533,0.445
SMOTE,0.01,SVM,0.733,0.274,0.548,0.236,0.365,0.656,0.638,0.361
SMOTE,0.01,KNN,0.75,0.315,0.667,0.236,0.427,0.715,0.712,0.289
SMOTE,0.01,LR,0.663,0.243,0.667,0.337,0.357,0.665,0.665,0.335
SMOTE,0.01,DT,0.787,0.338,0.548,0.174,0.418,0.687,0.658,0.343
SMOTE,0.01,RF,0.857,0.486,0.405,0.07,0.442,0.667,0.564,0.424
SMOTE,0.01,LightGBM,0.85,0.457,0.381,0.074,0.416,0.654,0.54,0.441
SMOTE,0.01,Adaboost,0.797,0.321,0.405,0.14,0.358,0.633,0.551,0.432
SMOTE,0.01,GBDT,0.827,0.381,0.381,0.101,0.381,0.64,0.535,0.443
SVMSMOTE,0.03,SVM,0.867,0.545,0.286,0.039,0.375,0.623,0.44,0.506
SVMSMOTE,0.03,KNN,0.803,0.34,0.429,0.136,0.379,0.646,0.573,0.415
SVMSMOTE,0.03,LR,0.827,0.4,0.476,0.116,0.435,0.68,0.619,0.379
SVMSMOTE,0.03,DT,0.827,0.391,0.429,0.109,0.409,0.66,0.579,0.411
SVMSMOTE,0.03,RF,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
SVMSMOTE,0.03,LightGBM,0.86,0.5,0.357,0.058,0.417,0.65,0.518,0.456
SVMSMOTE,0.03,Adaboost,0.83,0.4,0.429,0.105,0.414,0.662,0.58,0.411
SVMSMOTE,0.03,GBDT,0.83,0.378,0.333,0.089,0.354,0.622,0.488,0.476
SMOTUNED,34.26,SVM,0.693,0.255,0.619,0.295,0.361,0.662,0.659,0.341
SMOTUNED,25.15,KNN,0.77,0.325,0.595,0.202,0.42,0.697,0.682,0.32
SMOTUNED,616.61,LR,0.677,0.257,0.69,0.326,0.374,0.682,0.682,0.318
SMOTUNED,34.36,DT,0.647,0.192,0.476,0.326,0.274,0.575,0.558,0.436
SMOTUNED,182.92,RF,0.71,0.268,0.619,0.275,0.374,0.672,0.668,0.332
SMOTUNED,75.11,LightGBM,0.753,0.322,0.69,0.236,0.439,0.727,0.725,0.275
SMOTUNED,246.01,Adaboost,0.74,0.269,0.5,0.221,0.35,0.64,0.609,0.387
SMOTUNED,469.77,GBDT,0.69,0.242,0.571,0.291,0.34,0.64,0.633,0.366
DAZZLE1,375.48463010787964,SVM,0.87,0.571,0.286,0.035,0.381,0.625,0.441,0.506
DAZZLE1,375.48463010787964,KNN,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
DAZZLE1,375.48463010787964,LR,0.8,0.333,0.429,0.14,0.375,0.645,0.572,0.416
DAZZLE1,375.48463010787964,DT,0.797,0.306,0.357,0.132,0.33,0.613,0.506,0.464
DAZZLE1,375.48463010787964,RF,0.877,0.667,0.238,0.019,0.351,0.609,0.383,0.539
DAZZLE1,375.48463010787964,LightGBM,0.867,0.556,0.238,0.031,0.333,0.604,0.382,0.539
DAZZLE1,375.48463010787964,Adaboost,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
DAZZLE1,375.48463010787964,GBDT,0.837,0.387,0.286,0.074,0.329,0.606,0.437,0.508
DAZZLE2,313.7839081287384,SVM,0.87,0.8,0.095,0.004,0.17,0.546,0.174,0.64
DAZZLE2,313.7839081287384,KNN,0.86,0.5,0.31,0.05,0.382,0.63,0.467,0.49
DAZZLE2,313.7839081287384,LR,0.88,0.615,0.381,0.039,0.471,0.671,0.546,0.439
DAZZLE2,313.7839081287384,DT,0.807,0.326,0.357,0.12,0.341,0.618,0.508,0.462
DAZZLE2,313.7839081287384,RF,0.867,0.625,0.119,0.012,0.2,0.554,0.212,0.623
DAZZLE2,313.7839081287384,LightGBM,0.837,0.36,0.214,0.062,0.269,0.576,0.349,0.557
DAZZLE2,313.7839081287384,Adaboost,0.82,0.3,0.214,0.081,0.25,0.566,0.348,0.559
DAZZLE2,313.7839081287384,GBDT,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
WGAN,36.74,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,36.74,KNN,0.637,0.181,0.452,0.333,0.259,0.56,0.539,0.453
WGAN,36.74,LR,0.473,0.103,0.357,0.508,0.16,0.425,0.414,0.579
WGAN,36.74,DT,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,36.74,RF,0.14,0.14,1.0,1.0,0.246,0.5,0.0,0.707
WGAN,36.74,LightGBM,0.553,0.189,0.667,0.465,0.295,0.601,0.594,0.405
WGAN,36.74,Adaboost,0.303,0.139,0.762,0.771,0.234,0.495,0.352,0.571
WGAN,36.74,GBDT,0.363,0.153,0.786,0.705,0.257,0.54,0.428,0.521
RP,0.7475707530975342,SVM,0.727,0.278,0.595,0.252,0.379,0.672,0.663,0.337
RP,0.7475707530975342,KNN,0.74,0.291,0.595,0.236,0.391,0.679,0.669,0.331
RP,0.7475707530975342,LR,0.67,0.252,0.69,0.333,0.369,0.679,0.678,0.322
RP,0.7475707530975342,DT,0.773,0.283,0.405,0.167,0.333,0.619,0.545,0.437
RP,0.7475707530975342,RF,0.833,0.4,0.381,0.093,0.39,0.644,0.537,0.443
RP,0.7475707530975342,LightGBM,0.833,0.382,0.31,0.081,0.342,0.614,0.463,0.492
RP,0.7475707530975342,Adaboost,0.8,0.345,0.476,0.147,0.4,0.664,0.611,0.385
RP,0.7475707530975342,GBDT,0.827,0.386,0.405,0.105,0.395,0.65,0.557,0.427
Howso1,45.81313228607178,SVM,0.65,0.244,0.714,0.36,0.364,0.677,0.675,0.325
Howso1,45.81313228607178,KNN,0.663,0.239,0.643,0.333,0.348,0.655,0.655,0.345
Howso1,45.81313228607178,LR,0.607,0.216,0.69,0.407,0.33,0.642,0.638,0.362
Howso1,45.81313228607178,DT,0.593,0.183,0.548,0.399,0.274,0.574,0.573,0.427
Howso1,45.81313228607178,RF,0.7,0.269,0.667,0.295,0.384,0.686,0.685,0.315
Howso1,45.81313228607178,LightGBM,0.673,0.25,0.667,0.326,0.364,0.671,0.671,0.329
