oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.843,0.368,0.167,0.047,0.23,0.56,0.284,0.59
No,0,LR,0.873,0.643,0.214,0.019,0.321,0.597,0.352,0.556
No,0,DT,0.79,0.267,0.286,0.128,0.276,0.579,0.43,0.513
No,0,RF,0.857,0.429,0.071,0.016,0.122,0.528,0.133,0.657
No,0,LightGBM,0.863,0.529,0.214,0.031,0.305,0.592,0.351,0.556
No,0,Adaboost,0.843,0.308,0.095,0.035,0.145,0.53,0.173,0.64
No,0,GBDT,0.853,0.444,0.19,0.039,0.267,0.576,0.318,0.573
Random,0.01,SVM,0.8,0.371,0.619,0.171,0.464,0.724,0.709,0.295
Random,0.01,KNN,0.787,0.328,0.5,0.167,0.396,0.667,0.625,0.373
Random,0.01,LR,0.787,0.362,0.69,0.198,0.475,0.746,0.742,0.26
Random,0.01,DT,0.827,0.361,0.31,0.089,0.333,0.61,0.462,0.492
Random,0.01,RF,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
Random,0.01,LightGBM,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
Random,0.01,Adaboost,0.793,0.321,0.429,0.147,0.367,0.641,0.57,0.417
Random,0.01,GBDT,0.863,0.519,0.333,0.05,0.406,0.641,0.493,0.473
ADASYN,0.06,SVM,0.787,0.343,0.571,0.178,0.429,0.697,0.674,0.328
ADASYN,0.06,KNN,0.75,0.296,0.571,0.221,0.39,0.675,0.659,0.341
ADASYN,0.06,LR,0.78,0.357,0.714,0.209,0.476,0.752,0.751,0.25
ADASYN,0.06,DT,0.78,0.293,0.405,0.159,0.34,0.623,0.547,0.436
ADASYN,0.06,RF,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
ADASYN,0.06,LightGBM,0.86,0.5,0.238,0.039,0.323,0.6,0.382,0.539
ADASYN,0.06,Adaboost,0.827,0.375,0.357,0.097,0.366,0.63,0.512,0.46
ADASYN,0.06,GBDT,0.857,0.48,0.286,0.05,0.358,0.618,0.439,0.506
BorderlineSMOTE,0.04,SVM,0.803,0.361,0.524,0.151,0.427,0.686,0.648,0.353
BorderlineSMOTE,0.04,KNN,0.747,0.298,0.595,0.229,0.397,0.683,0.672,0.329
BorderlineSMOTE,0.04,LR,0.79,0.367,0.69,0.194,0.479,0.748,0.744,0.258
BorderlineSMOTE,0.04,DT,0.807,0.346,0.429,0.132,0.383,0.648,0.574,0.415
BorderlineSMOTE,0.04,RF,0.863,0.52,0.31,0.047,0.388,0.632,0.467,0.489
BorderlineSMOTE,0.04,LightGBM,0.857,0.474,0.214,0.039,0.295,0.588,0.35,0.556
BorderlineSMOTE,0.04,Adaboost,0.82,0.37,0.405,0.112,0.386,0.646,0.556,0.428
BorderlineSMOTE,0.04,GBDT,0.84,0.406,0.31,0.074,0.351,0.618,0.464,0.491
SMOTE,0.01,SVM,0.793,0.348,0.548,0.167,0.426,0.69,0.661,0.341
SMOTE,0.01,KNN,0.757,0.299,0.548,0.209,0.387,0.669,0.647,0.352
SMOTE,0.01,LR,0.783,0.354,0.667,0.198,0.463,0.734,0.728,0.274
SMOTE,0.01,DT,0.78,0.286,0.381,0.155,0.327,0.613,0.525,0.451
SMOTE,0.01,RF,0.847,0.433,0.31,0.066,0.361,0.622,0.465,0.49
SMOTE,0.01,LightGBM,0.853,0.455,0.238,0.047,0.312,0.596,0.381,0.54
SMOTE,0.01,Adaboost,0.807,0.31,0.31,0.112,0.31,0.599,0.459,0.495
SMOTE,0.01,GBDT,0.823,0.333,0.262,0.085,0.293,0.588,0.407,0.525
SVMSMOTE,0.1,SVM,0.88,0.688,0.262,0.019,0.379,0.621,0.413,0.522
SVMSMOTE,0.1,KNN,0.82,0.393,0.524,0.132,0.449,0.696,0.653,0.349
SVMSMOTE,0.1,LR,0.863,0.514,0.429,0.066,0.468,0.681,0.588,0.407
SVMSMOTE,0.1,DT,0.76,0.241,0.333,0.171,0.28,0.581,0.476,0.487
SVMSMOTE,0.1,RF,0.873,0.611,0.262,0.027,0.367,0.617,0.413,0.522
SVMSMOTE,0.1,LightGBM,0.87,0.588,0.238,0.027,0.339,0.605,0.383,0.539
SVMSMOTE,0.1,Adaboost,0.867,0.529,0.429,0.062,0.474,0.683,0.588,0.406
SVMSMOTE,0.1,GBDT,0.837,0.405,0.357,0.085,0.38,0.636,0.514,0.459
SMOTUNED,43.75,SVM,0.767,0.329,0.643,0.213,0.435,0.715,0.708,0.294
SMOTUNED,42.57,KNN,0.717,0.274,0.619,0.267,0.38,0.676,0.671,0.329
SMOTUNED,774.85,LR,0.787,0.347,0.595,0.182,0.439,0.707,0.689,0.314
SMOTUNED,40.62,DT,0.7,0.26,0.619,0.287,0.366,0.666,0.663,0.337
SMOTUNED,236.38,RF,0.743,0.308,0.667,0.244,0.421,0.711,0.708,0.292
SMOTUNED,1354.62,LightGBM,0.803,0.361,0.524,0.151,0.427,0.686,0.648,0.353
SMOTUNED,328.15,Adaboost,0.713,0.276,0.643,0.275,0.386,0.684,0.681,0.319
SMOTUNED,537.05,GBDT,0.733,0.293,0.643,0.252,0.403,0.695,0.691,0.309
DAZZLE1,783.9480173587799,SVM,0.873,0.7,0.167,0.012,0.269,0.578,0.285,0.589
DAZZLE1,783.9480173587799,KNN,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
DAZZLE1,783.9480173587799,LR,0.83,0.378,0.333,0.089,0.354,0.622,0.488,0.476
DAZZLE1,783.9480173587799,DT,0.787,0.304,0.405,0.151,0.347,0.627,0.548,0.434
DAZZLE1,783.9480173587799,RF,0.867,0.6,0.143,0.016,0.231,0.564,0.25,0.606
DAZZLE1,783.9480173587799,LightGBM,0.857,0.467,0.167,0.031,0.246,0.568,0.284,0.59
DAZZLE1,783.9480173587799,Adaboost,0.84,0.333,0.143,0.047,0.2,0.548,0.248,0.607
DAZZLE1,783.9480173587799,GBDT,0.83,0.371,0.31,0.085,0.338,0.612,0.463,0.492
DAZZLE2,343.1561243534088,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE2,343.1561243534088,KNN,0.843,0.4,0.238,0.058,0.299,0.59,0.38,0.54
DAZZLE2,343.1561243534088,LR,0.87,0.615,0.19,0.019,0.291,0.586,0.319,0.573
DAZZLE2,343.1561243534088,DT,0.817,0.324,0.286,0.097,0.304,0.594,0.434,0.51
DAZZLE2,343.1561243534088,RF,0.857,0.333,0.024,0.008,0.044,0.508,0.047,0.69
DAZZLE2,343.1561243534088,LightGBM,0.86,0.5,0.167,0.027,0.25,0.57,0.285,0.59
DAZZLE2,343.1561243534088,Adaboost,0.833,0.278,0.119,0.05,0.167,0.534,0.212,0.624
DAZZLE2,343.1561243534088,GBDT,0.84,0.375,0.214,0.058,0.273,0.578,0.349,0.557
WGAN,60.06,SVM,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,60.06,KNN,0.247,0.152,0.952,0.868,0.261,0.542,0.232,0.615
WGAN,60.06,LR,0.567,0.107,0.286,0.388,0.156,0.449,0.39,0.575
WGAN,60.06,DT,0.86,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,60.06,RF,0.18,0.143,0.976,0.95,0.25,0.513,0.096,0.672
WGAN,60.06,LightGBM,0.643,0.118,0.238,0.291,0.157,0.474,0.357,0.577
WGAN,60.06,Adaboost,0.61,0.105,0.238,0.329,0.146,0.454,0.351,0.587
WGAN,60.06,GBDT,0.16,0.143,1.0,0.977,0.25,0.512,0.045,0.691
RP,0.9433856010437012,SVM,0.803,0.373,0.595,0.163,0.459,0.716,0.696,0.308
RP,0.9433856010437012,KNN,0.753,0.3,0.571,0.217,0.393,0.677,0.661,0.34
RP,0.9433856010437012,LR,0.767,0.341,0.714,0.225,0.462,0.745,0.743,0.257
RP,0.9433856010437012,DT,0.757,0.254,0.381,0.182,0.305,0.599,0.52,0.456
RP,0.9433856010437012,RF,0.833,0.389,0.333,0.085,0.359,0.624,0.489,0.475
RP,0.9433856010437012,LightGBM,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
RP,0.9433856010437012,Adaboost,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
RP,0.9433856010437012,GBDT,0.873,0.562,0.429,0.054,0.486,0.687,0.59,0.406
Diveplane1,65.14170742034912,SVM,0.65,0.256,0.786,0.372,0.386,0.707,0.698,0.304
Diveplane1,65.14170742034912,KNN,0.707,0.265,0.619,0.279,0.371,0.67,0.666,0.334
Diveplane1,65.14170742034912,LR,0.627,0.239,0.762,0.395,0.364,0.683,0.674,0.326
Diveplane1,65.14170742034912,DT,0.637,0.218,0.619,0.36,0.323,0.629,0.629,0.371
Diveplane1,65.14170742034912,RF,0.677,0.261,0.714,0.329,0.382,0.692,0.692,0.308
Diveplane1,65.14170742034912,LightGBM,0.727,0.3,0.714,0.271,0.423,0.721,0.721,0.279
Diveplane1,65.14170742034912,Adaboost,0.673,0.236,0.595,0.314,0.338,0.641,0.637,0.362
Diveplane1,65.14170742034912,GBDT,0.717,0.247,0.5,0.248,0.331,0.626,0.601,0.395
Diveplane2,61.08242654800415,SVM,0.8,0.378,0.667,0.178,0.483,0.744,0.736,0.267
Diveplane2,61.08242654800415,KNN,0.82,0.342,0.31,0.097,0.325,0.606,0.461,0.493
Diveplane2,61.08242654800415,LR,0.727,0.287,0.643,0.26,0.397,0.692,0.688,0.312
Diveplane2,61.08242654800415,DT,0.77,0.224,0.262,0.147,0.242,0.557,0.401,0.532
Diveplane2,61.08242654800415,RF,0.83,0.355,0.262,0.078,0.301,0.592,0.408,0.525
Diveplane2,61.08242654800415,LightGBM,0.85,0.421,0.19,0.043,0.262,0.574,0.318,0.573
Diveplane2,61.08242654800415,Adaboost,0.833,0.346,0.214,0.066,0.265,0.574,0.349,0.558
Diveplane2,61.08242654800415,GBDT,0.84,0.385,0.238,0.062,0.294,0.588,0.38,0.541
DS,0.34735751152038574,SVM,0.863,1.0,0.024,0.0,0.047,0.512,0.047,0.69
DS,0.34735751152038574,KNN,0.83,0.333,0.214,0.07,0.261,0.572,0.348,0.558
DS,0.34735751152038574,LR,0.883,0.769,0.238,0.012,0.364,0.613,0.384,0.539
DS,0.34735751152038574,DT,0.787,0.271,0.31,0.136,0.289,0.587,0.456,0.498
DS,0.34735751152038574,RF,0.857,0.4,0.048,0.012,0.085,0.518,0.091,0.673
DS,0.34735751152038574,LightGBM,0.863,0.538,0.167,0.023,0.255,0.572,0.285,0.589
DS,0.34735751152038574,Adaboost,0.847,0.375,0.143,0.039,0.207,0.552,0.249,0.607
