oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.853,0.25,0.024,0.012,0.043,0.506,0.046,0.69
No,0,KNN,0.843,0.353,0.143,0.043,0.203,0.55,0.249,0.607
No,0,LR,0.87,0.6,0.214,0.023,0.316,0.596,0.351,0.556
No,0,DT,0.807,0.318,0.333,0.116,0.326,0.609,0.484,0.479
No,0,RF,0.857,0.462,0.143,0.027,0.218,0.558,0.249,0.606
No,0,LightGBM,0.853,0.45,0.214,0.043,0.29,0.586,0.35,0.556
No,0,Adaboost,0.857,0.481,0.31,0.054,0.377,0.628,0.466,0.49
No,0,GBDT,0.823,0.333,0.262,0.085,0.293,0.588,0.407,0.525
Random,0.01,SVM,0.783,0.358,0.69,0.202,0.472,0.744,0.741,0.261
Random,0.01,KNN,0.837,0.444,0.667,0.136,0.533,0.766,0.753,0.254
Random,0.01,LR,0.767,0.333,0.667,0.217,0.444,0.725,0.72,0.281
Random,0.01,DT,0.827,0.344,0.262,0.081,0.297,0.59,0.408,0.525
Random,0.01,RF,0.86,0.5,0.286,0.047,0.364,0.62,0.44,0.506
Random,0.01,LightGBM,0.847,0.423,0.262,0.058,0.324,0.602,0.41,0.524
Random,0.01,Adaboost,0.79,0.322,0.452,0.155,0.376,0.649,0.589,0.402
Random,0.01,GBDT,0.867,0.531,0.405,0.058,0.459,0.673,0.566,0.423
ADASYN,0.01,SVM,0.793,0.328,0.452,0.151,0.38,0.651,0.59,0.402
ADASYN,0.01,KNN,0.787,0.359,0.667,0.194,0.467,0.736,0.73,0.273
ADASYN,0.01,LR,0.753,0.326,0.714,0.24,0.448,0.737,0.736,0.264
ADASYN,0.01,DT,0.81,0.333,0.357,0.116,0.345,0.62,0.509,0.462
ADASYN,0.01,RF,0.85,0.455,0.357,0.07,0.4,0.644,0.516,0.457
ADASYN,0.01,LightGBM,0.857,0.48,0.286,0.05,0.358,0.618,0.439,0.506
ADASYN,0.01,Adaboost,0.82,0.364,0.381,0.109,0.372,0.636,0.534,0.444
